N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,Queen's gambit.
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,Queen's gambit.
3,c4,c2c4,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,Queen's gambit.
4,e6,e7e6,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,Black finds white's dark square bishop too strongly placed on f4.
5,Nc3,b1c3,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,Black finds white's dark square bishop too strongly placed on f4.
6,Be7,f8e7,rnbqk1nr/ppp1bppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,Black finds white's dark square bishop too strongly placed on f4.
7,cxd5,c4d5,rnbqk1nr/ppp1bppp/4p3/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,Black finds white's dark square bishop too strongly placed on f4.
8,exd5,e6d5,rnbqk1nr/ppp1bppp/8/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,Black finds white's dark square bishop too strongly placed on f4.
9,Bf4,c1f4,rnbqk1nr/ppp1bppp/8/3p4/3P1B2/2N5/PP2PPPP/R2QKBNR b KQkq - 1 5,Black finds white's dark square bishop too strongly placed on f4.
10,c6,c7c6,rnbqk1nr/pp2bppp/2p5/3p4/3P1B2/2N5/PP2PPPP/R2QKBNR w KQkq - 0 6,Black finds white's dark square bishop too strongly placed on f4.
11,Qc2,d1c2,rnbqk1nr/pp2bppp/2p5/3p4/3P1B2/2N5/PPQ1PPPP/R3KBNR b KQkq - 1 6,Black finds white's dark square bishop too strongly placed on f4.
12,Bd6,e7d6,rnbqk1nr/pp3ppp/2pb4/3p4/3P1B2/2N5/PPQ1PPPP/R3KBNR w KQkq - 2 7,Black finds white's dark square bishop too strongly placed on f4.
13,Bxd6,f4d6,rnbqk1nr/pp3ppp/2pB4/3p4/3P4/2N5/PPQ1PPPP/R3KBNR b KQkq - 0 7,So white has a dark square pawn chain (f2 e3 d4) while black has a light square pawn chain (b7 c6 d5).
14,Qxd6,d8d6,rnb1k1nr/pp3ppp/2pq4/3p4/3P4/2N5/PPQ1PPPP/R3KBNR w KQkq - 0 8,So white has a dark square pawn chain (f2 e3 d4) while black has a light square pawn chain (b7 c6 d5).
15,e3,e2e3,rnb1k1nr/pp3ppp/2pq4/3p4/3P4/2N1P3/PPQ2PPP/R3KBNR b KQkq - 0 8,So white has a dark square pawn chain (f2 e3 d4) while black has a light square pawn chain (b7 c6 d5).
16,Ne7,g8e7,rnb1k2r/pp2nppp/2pq4/3p4/3P4/2N1P3/PPQ2PPP/R3KBNR w KQkq - 1 9,"10 Bxh7 is no good, because of ...g6 11 Bxg6 Nxg6."
17,Bd3,f1d3,rnb1k2r/pp2nppp/2pq4/3p4/3P4/2NBP3/PPQ2PPP/R3K1NR b KQkq - 2 9,"10 Bxh7 is no good, because of ...g6 11 Bxg6 Nxg6."
18,Nd7,b8d7,r1b1k2r/pp1nnppp/2pq4/3p4/3P4/2NBP3/PPQ2PPP/R3K1NR w KQkq - 3 10,"10 Bxh7 is no good, because of ...g6 11 Bxg6 Nxg6."
19,Nge2,g1e2,r1b1k2r/pp1nnppp/2pq4/3p4/3P4/2NBP3/PPQ1NPPP/R3K2R b KQkq - 4 10,"10 Bxh7 is no good, because of ...g6 11 Bxg6 Nxg6."
20,h6,h7h6,r1b1k2r/pp1nnpp1/2pq3p/3p4/3P4/2NBP3/PPQ1NPPP/R3K2R w KQkq - 0 11,Black has to play this before castling kingside - otherwise white can capture the h7 pawn with check and escape.
21,O-O,e1g1,r1b1k2r/pp1nnpp1/2pq3p/3p4/3P4/2NBP3/PPQ1NPPP/R4RK1 b kq - 1 11,"Black looks for queenside space, especially for the bishop."
22,O-O,e8g8,r1b2rk1/pp1nnpp1/2pq3p/3p4/3P4/2NBP3/PPQ1NPPP/R4RK1 w - - 2 12,"Black looks for queenside space, especially for the bishop."
23,a3,a2a3,r1b2rk1/pp1nnpp1/2pq3p/3p4/3P4/P1NBP3/1PQ1NPPP/R4RK1 b - - 0 12,"Black looks for queenside space, especially for the bishop."
24,a5,a7a5,r1b2rk1/1p1nnpp1/2pq3p/p2p4/3P4/P1NBP3/1PQ1NPPP/R4RK1 w - - 0 13,"Black looks for queenside space, especially for the bishop."
25,Rad1,a1d1,r1b2rk1/1p1nnpp1/2pq3p/p2p4/3P4/P1NBP3/1PQ1NPPP/3R1RK1 b - - 1 13,"White has been planning this pawn break for a long time. Hence the moves Qc2, Nc3 and Bd3."
26,b6,b7b6,r1b2rk1/3nnpp1/1ppq3p/p2p4/3P4/P1NBP3/1PQ1NPPP/3R1RK1 w - - 0 14,"White has been planning this pawn break for a long time. Hence the moves Qc2, Nc3 and Bd3."
27,e4,e3e4,r1b2rk1/3nnpp1/1ppq3p/p2p4/3PP3/P1NB4/1PQ1NPPP/3R1RK1 b - - 0 14,"White has been planning this pawn break for a long time. Hence the moves Qc2, Nc3 and Bd3."
28,dxe4,d5e4,r1b2rk1/3nnpp1/1ppq3p/p7/3Pp3/P1NB4/1PQ1NPPP/3R1RK1 w - - 0 15,Gaining a tempo.
29,Nxe4,c3e4,r1b2rk1/3nnpp1/1ppq3p/p7/3PN3/P2B4/1PQ1NPPP/3R1RK1 b - - 0 15,Gaining a tempo.
30,Qb8,d6b8,rqb2rk1/3nnpp1/1pp4p/p7/3PN3/P2B4/1PQ1NPPP/3R1RK1 w - - 1 16,White has a definite positional edge.
31,Ne2c3,e2c3,rqb2rk1/3nnpp1/1pp4p/p7/3PN3/P1NB4/1PQ2PPP/3R1RK1 b - - 2 16,White has a definite positional edge.
32,Ba6,c8a6,rq3rk1/3nnpp1/bpp4p/p7/3PN3/P1NB4/1PQ2PPP/3R1RK1 w - - 3 17,Again black swaps off a poorly placed bishop for a more active white bishop. However this means that the black rook will be stuck on a6 for a while. Another lost tempi.
33,Bxa6,d3a6,rq3rk1/3nnpp1/Bpp4p/p7/3PN3/P1N5/1PQ2PPP/3R1RK1 b - - 0 17,"Simultaneously piling pressure on the d file and aiming at h6. White is interested in a sacrifice of the knight on f6, but the black knight on d7 obstructs this plan. (White wants to lose the knight to a pawn capture [not a knight capture] to leave h6 unguarded and the g file half open.)"
34,Rxa6,a8a6,1q3rk1/3nnpp1/rpp4p/p7/3PN3/P1N5/1PQ2PPP/3R1RK1 w - - 0 18,"Simultaneously piling pressure on the d file and aiming at h6. White is interested in a sacrifice of the knight on f6, but the black knight on d7 obstructs this plan. (White wants to lose the knight to a pawn capture [not a knight capture] to leave h6 unguarded and the g file half open.)"
35,d5,d4d5,1q3rk1/3nnpp1/rpp4p/p2P4/4N3/P1N5/1PQ2PPP/3R1RK1 b - - 0 18,"Simultaneously piling pressure on the d file and aiming at h6. White is interested in a sacrifice of the knight on f6, but the black knight on d7 obstructs this plan. (White wants to lose the knight to a pawn capture [not a knight capture] to leave h6 unguarded and the g file half open.)"
36,Nxd5,e7d5,1q3rk1/3n1pp1/rpp4p/p2n4/4N3/P1N5/1PQ2PPP/3R1RK1 w - - 0 19,"Simultaneously piling pressure on the d file and aiming at h6. White is interested in a sacrifice of the knight on f6, but the black knight on d7 obstructs this plan. (White wants to lose the knight to a pawn capture [not a knight capture] to leave h6 unguarded and the g file half open.)"
37,Nxd5,c3d5,1q3rk1/3n1pp1/rpp4p/p2N4/4N3/P7/1PQ2PPP/3R1RK1 b - - 0 19,"Simultaneously piling pressure on the d file and aiming at h6. White is interested in a sacrifice of the knight on f6, but the black knight on d7 obstructs this plan. (White wants to lose the knight to a pawn capture [not a knight capture] to leave h6 unguarded and the g file half open.)"
