N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,Nf3,g1f3,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,"Unusual opening for me, but nothing that scares me."
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,"Unusual opening for me, but nothing that scares me."
3,c4,c2c4,rnbqkbnr/ppp1pppp/8/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2,"Out of my confort zone, I played..."
4,d4,d5d4,rnbqkbnr/ppp1pppp/8/8/2Pp4/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,...knowing that the pawn's defence won't have to be easy.
5,b4,b2b4,rnbqkbnr/ppp1pppp/8/8/1PPp4/5N2/P2PPPPP/RNBQKB1R b KQkq - 0 3,"Oh, that's really brand new to me! Let's have fun!"
6,Bg4,c8g4,rn1qkbnr/ppp1pppp/8/8/1PPp2b1/5N2/P2PPPPP/RNBQKB1R w KQkq - 1 4,"I assumed that Nd7 was what he was prepared for. Now I am prepared to exchange the B for the N in order to release pressure against d4, that could then be supported by e5. In the meanwhile, I'll had to stand for he attack on the white squares, which I am confident I can do provided I won't lose d4 in the process."
7,Ne5,f3e5,rn1qkbnr/ppp1pppp/8/4N3/1PPp2b1/8/P2PPPPP/RNBQKB1R b KQkq - 2 4,"This knight is not actually threatening nothing but c3, and it was foreseen."
8,Bh5,g4h5,rn1qkbnr/ppp1pppp/8/4N2b/1PPp4/8/P2PPPPP/RNBQKB1R w KQkq - 3 5,"The e4 pawn is not defended after my next move, but it is not threatened, either. Even without the bishop, my defences should hold, since the N e5 will be threatened."
9,Qa4+,d1a4,rn1qkbnr/ppp1pppp/8/4N2b/QPPp4/8/P2PPPPP/RNB1KB1R b KQkq - 4 5,"The e4 pawn is not defended after my next move, but it is not threatened, either. Even without the bishop, my defences should hold, since the N e5 will be threatened."
10,c6,c7c6,rn1qkbnr/pp2pppp/2p5/4N2b/QPPp4/8/P2PPPPP/RNB1KB1R w KQkq - 0 6,"The e4 pawn is not defended after my next move, but it is not threatened, either. Even without the bishop, my defences should hold, since the N e5 will be threatened."
11,b5,b4b5,rn1qkbnr/pp2pppp/2p5/1P2N2b/Q1Pp4/8/P2PPPPP/RNB1KB1R b KQkq - 0 6,"The e4 pawn is not defended after my next move, but it is not threatened, either. Even without the bishop, my defences should hold, since the N e5 will be threatened."
12,Qc7,d8c7,rn2kbnr/ppq1pppp/2p5/1P2N2b/Q1Pp4/8/P2PPPPP/RNB1KB1R w KQkq - 1 7,"No white pawns or lsb in sight to threat my knight, and his is still under threat."
13,bxc6,b5c6,rn2kbnr/ppq1pppp/2P5/4N2b/Q1Pp4/8/P2PPPPP/RNB1KB1R b KQkq - 0 7,"No white pawns or lsb in sight to threat my knight, and his is still under threat."
14,Nxc6,b8c6,r3kbnr/ppq1pppp/2n5/4N2b/Q1Pp4/8/P2PPPPP/RNB1KB1R w KQkq - 0 8,"No white pawns or lsb in sight to threat my knight, and his is still under threat."
15,Nxc6,e5c6,r3kbnr/ppq1pppp/2N5/7b/Q1Pp4/8/P2PPPPP/RNB1KB1R b KQkq - 0 8,"? I should have gone for he queen's exchange, with complete equality. I was confident I could unpin the c pawn and reach a secure c5-e5 solid center."
16,bxc6,b7c6,r3kbnr/p1q1pppp/2p5/7b/Q1Pp4/8/P2PPPPP/RNB1KB1R w KQkq - 0 9,"? I should have gone for he queen's exchange, with complete equality. I was confident I could unpin the c pawn and reach a secure c5-e5 solid center."
17,Ba3,c1a3,r3kbnr/p1q1pppp/2p5/7b/Q1Pp4/B7/P2PPPPP/RN2KB1R b KQkq - 1 9,White is pressing me hard. I'm not advised to move the e pawn and lose the castling rights.
18,Nf6,g8f6,r3kb1r/p1q1pppp/2p2n2/7b/Q1Pp4/B7/P2PPPPP/RN2KB1R w KQkq - 2 10,"So I develop the other minor piece, hoping for a better chance. e4 - incredibly - is not threatened yet."
19,g3,g2g3,r3kb1r/p1q1pppp/2p2n2/7b/Q1Pp4/B5P1/P2PPP1P/RN2KB1R b KQkq - 0 10,"White, correctly, gets more pressure on c6, while I am still far from c5. I hope to force him to play c5 himself, so to block his dsb's action."
20,Nd7,f6d7,r3kb1r/p1qnpppp/2p5/7b/Q1Pp4/B5P1/P2PPP1P/RN2KB1R w KQkq - 1 11,"Nb6 would unpin the c pawn, supporting a sure c5 from black's side."
21,Bg2,f1g2,r3kb1r/p1qnpppp/2p5/7b/Q1Pp4/B5P1/P2PPPBP/RN2K2R b KQkq - 2 11,"Of course, I have to defend c6 first thing."
22,Rc8,a8c8,2r1kb1r/p1qnpppp/2p5/7b/Q1Pp4/B5P1/P2PPPBP/RN2K2R w KQk - 3 12,"It holds. My ""bet"" about the absence of my lsb from the action is costing me a hard game."
23,Bh3,g2h3,2r1kb1r/p1qnpppp/2p5/7b/Q1Pp4/B5PB/P2PPP1P/RN2K2R b KQk - 4 12,"? I would say, since it allows my next move. I recognize white's wise judgement in not playing c5, but on the other side the pressure on c6 was his best chance."
24,Nb6,d7b6,2r1kb1r/p1q1pppp/1np5/7b/Q1Pp4/B5PB/P2PPP1P/RN2K2R w KQk - 5 13,"I have to be very, very careful, now."
25,Qa6,a4a6,2r1kb1r/p1q1pppp/Qnp5/7b/2Pp4/B5PB/P2PPP1P/RN2K2R b KQk - 6 13,"I have to be very, very careful, now."
26,Ra8,c8a8,r3kb1r/p1q1pppp/Qnp5/7b/2Pp4/B5PB/P2PPP1P/RN2K2R w KQk - 7 14,Finally. But my N has squares to go. And now my e pawn is free.
27,c5,c4c5,r3kb1r/p1q1pppp/Qnp5/2P4b/3p4/B5PB/P2PPP1P/RN2K2R b KQk - 0 14,Finally. But my N has squares to go. And now my e pawn is free.
