N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Hi everyone!

After my missed opportunity against the 1950+ player, Paolo, I did manage to win this one, although this time it was against a fellow Class B player.  He played the Kiezeritzky Variation of the King's Gambit accepted and fell into an inferior line.  My pieces just overwhelmed him and that did result in me winning a rook.  My opponent made me prove the win right out till he copped Old Matey.  Here is an analysis of the game:- http://gameknot.com/analyze-board.pl?bd=15157320&fb=1&rnd=0.2663012340368604"
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,2. ..... fxe4 - this is the King's Gambit accepted.  White chooses to sac a pawn and build up a strong pawn centre and an attack on the BK.  But Black can defend and even counter-attack as you will see.
3,f4,f2f4,rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,2. ..... fxe4 - this is the King's Gambit accepted.  White chooses to sac a pawn and build up a strong pawn centre and an attack on the BK.  But Black can defend and even counter-attack as you will see.
4,exf4,e5f4,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,2. ..... fxe4 - this is the King's Gambit accepted.  White chooses to sac a pawn and build up a strong pawn centre and an attack on the BK.  But Black can defend and even counter-attack as you will see.
5,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,"5. Ne5 - this is the Kiezeritzky Variation.  An alternative is the Allgaier Gambit which is Ng5 where the knight is sacrificed for two pawns to expose the BK, in my case, my seafood-loving king, Henry!"
6,g5,g7g5,rnbqkbnr/pppp1p1p/8/6p1/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq - 0 4,"5. Ne5 - this is the Kiezeritzky Variation.  An alternative is the Allgaier Gambit which is Ng5 where the knight is sacrificed for two pawns to expose the BK, in my case, my seafood-loving king, Henry!"
7,h4,h2h4,rnbqkbnr/pppp1p1p/8/6p1/4Pp1P/5N2/PPPP2P1/RNBQKB1R b KQkq - 0 4,"5. Ne5 - this is the Kiezeritzky Variation.  An alternative is the Allgaier Gambit which is Ng5 where the knight is sacrificed for two pawns to expose the BK, in my case, my seafood-loving king, Henry!"
8,g4,g5g4,rnbqkbnr/pppp1p1p/8/8/4PppP/5N2/PPPP2P1/RNBQKB1R w KQkq - 0 5,"5. Ne5 - this is the Kiezeritzky Variation.  An alternative is the Allgaier Gambit which is Ng5 where the knight is sacrificed for two pawns to expose the BK, in my case, my seafood-loving king, Henry!"
9,Ne5,f3e5,rnbqkbnr/pppp1p1p/8/4N3/4PppP/8/PPPP2P1/RNBQKB1R b KQkq - 1 5,"5. Ne5 - this is the Kiezeritzky Variation.  An alternative is the Allgaier Gambit which is Ng5 where the knight is sacrificed for two pawns to expose the BK, in my case, my seafood-loving king, Henry!"
10,d6,d7d6,rnbqkbnr/ppp2p1p/3p4/4N3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq - 0 6,"7. ...... Bh4+ - Fou Lenoir comes into the fray.  In order to avoid displacing his king, white must retreat his knight to f2."
11,Nxg4,e5g4,rnbqkbnr/ppp2p1p/3p4/8/4PpNP/8/PPPP2P1/RNBQKB1R b KQkq - 0 6,"7. ...... Bh4+ - Fou Lenoir comes into the fray.  In order to avoid displacing his king, white must retreat his knight to f2."
12,Be7,f8e7,rnbqk1nr/ppp1bp1p/3p4/8/4PpNP/8/PPPP2P1/RNBQKB1R w KQkq - 1 7,"7. ...... Bh4+ - Fou Lenoir comes into the fray.  In order to avoid displacing his king, white must retreat his knight to f2."
13,h5,h4h5,rnbqk1nr/ppp1bp1p/3p4/7P/4PpN1/8/PPPP2P1/RNBQKB1R b KQkq - 0 7,"7. ...... Bh4+ - Fou Lenoir comes into the fray.  In order to avoid displacing his king, white must retreat his knight to f2."
14,Bh4+,e7h4,rnbqk1nr/ppp2p1p/3p4/7P/4PpNb/8/PPPP2P1/RNBQKB1R w KQkq - 1 8,"7. ...... Bh4+ - Fou Lenoir comes into the fray.  In order to avoid displacing his king, white must retreat his knight to f2."
