N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"You can analyze the game here:
http://gameknot.com/anbd.pl?bd=8140443&fb=1&rnd=0.47384035058167306"
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"We played Danish gambit opening as a theme in a mini-tournament. This is the last forced move. 

White sacrifices two pawns for a strong attack on the king-side. 
Blacks biggest disadvantage is he is behind in development."
3,d4,d2d4,rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,"We played Danish gambit opening as a theme in a mini-tournament. This is the last forced move. 

White sacrifices two pawns for a strong attack on the king-side. 
Blacks biggest disadvantage is he is behind in development."
4,exd4,e5d4,rnbqkbnr/pppp1ppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,"We played Danish gambit opening as a theme in a mini-tournament. This is the last forced move. 

White sacrifices two pawns for a strong attack on the king-side. 
Blacks biggest disadvantage is he is behind in development."
5,c3,c2c3,rnbqkbnr/pppp1ppp/8/8/3pP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,"We played Danish gambit opening as a theme in a mini-tournament. This is the last forced move. 

White sacrifices two pawns for a strong attack on the king-side. 
Blacks biggest disadvantage is he is behind in development."
6,dxc3,d4c3,rnbqkbnr/pppp1ppp/8/8/4P3/2p5/PP3PPP/RNBQKBNR w KQkq - 0 4,"We played Danish gambit opening as a theme in a mini-tournament. This is the last forced move. 

White sacrifices two pawns for a strong attack on the king-side. 
Blacks biggest disadvantage is he is behind in development."
7,Bc4,f1c4,rnbqkbnr/pppp1ppp/8/8/2B1P3/2p5/PP3PPP/RNBQK1NR b KQkq - 1 4,"We played Danish gambit opening as a theme in a mini-tournament. This is the last forced move. 

White sacrifices two pawns for a strong attack on the king-side. 
Blacks biggest disadvantage is he is behind in development."
8,cxb2,c3b2,rnbqkbnr/pppp1ppp/8/8/2B1P3/8/Pp3PPP/RNBQK1NR w KQkq - 0 5,"We played Danish gambit opening as a theme in a mini-tournament. This is the last forced move. 

White sacrifices two pawns for a strong attack on the king-side. 
Blacks biggest disadvantage is he is behind in development."
9,Bxb2,c1b2,rnbqkbnr/pppp1ppp/8/8/2B1P3/8/PB3PPP/RN1QK1NR b KQkq - 0 5,"We played Danish gambit opening as a theme in a mini-tournament. This is the last forced move. 

White sacrifices two pawns for a strong attack on the king-side. 
Blacks biggest disadvantage is he is behind in development."
10,d5,d7d5,rnbqkbnr/ppp2ppp/8/3p4/2B1P3/8/PB3PPP/RN1QK1NR w KQkq - 0 6,"Black sacrifices the queen-pawn, the Schlechter defense."
