N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Hi everyone!

GM Cyrano (Afro) asked me to annotate this game and another against his opponent, Akjoltoy who needs just one rating point to get to 2700 - wow!  I will give the commentary and hopefully somebody can provide a little deeper analysis, so here goes.   Afro opens with 1. e4 and his opponent responds with e6 which is the French Defense."
2,e6,e7e6,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,3. d4 - pretty standard follow up.
3,d4,d2d4,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,3. d4 - pretty standard follow up.
4,d5,d7d5,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,"4. e5.  This pawn advance is often played by white in the French Defense to exert a cramp on black's game.  However, black does find some ingenious ways of getting round the cramp!"
5,Nc3,b1c3,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,"4. e5.  This pawn advance is often played by white in the French Defense to exert a cramp on black's game.  However, black does find some ingenious ways of getting round the cramp!"
6,Bb4,f8b4,rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,"4. e5.  This pawn advance is often played by white in the French Defense to exert a cramp on black's game.  However, black does find some ingenious ways of getting round the cramp!"
7,e5,e4e5,rnbqk1nr/ppp2ppp/4p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,"4. e5.  This pawn advance is often played by white in the French Defense to exert a cramp on black's game.  However, black does find some ingenious ways of getting round the cramp!"
8,c5,c7c5,rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 5,6. bxc3 - B for N trade which busts up white's queenside pawns.
9,a3,a2a3,rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P4/P1N5/1PP2PPP/R1BQKBNR b KQkq - 0 5,6. bxc3 - B for N trade which busts up white's queenside pawns.
10,Bxc3+,b4c3,rnbqk1nr/pp3ppp/4p3/2ppP3/3P4/P1b5/1PP2PPP/R1BQKBNR w KQkq - 0 6,6. bxc3 - B for N trade which busts up white's queenside pawns.
11,bxc3,b2c3,rnbqk1nr/pp3ppp/4p3/2ppP3/3P4/P1P5/2P2PPP/R1BQKBNR b KQkq - 0 6,6. bxc3 - B for N trade which busts up white's queenside pawns.
12,Ne7,g8e7,rnbqk2r/pp2nppp/4p3/2ppP3/3P4/P1P5/2P2PPP/R1BQKBNR w KQkq - 1 7,6. .... Ne7 - this is the way black usually develops the knight.  It then sometimes goes to g6.
