N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,White - Alan 76 from UK
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,8.h3 Na5 not common.  I'm chasing his good B.
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,8.h3 Na5 not common.  I'm chasing his good B.
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,8.h3 Na5 not common.  I'm chasing his good B.
5,Bb5,f1b5,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,8.h3 Na5 not common.  I'm chasing his good B.
6,a6,a7a6,r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,8.h3 Na5 not common.  I'm chasing his good B.
7,Ba4,b5a4,r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,8.h3 Na5 not common.  I'm chasing his good B.
8,Nf6,g8f6,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,8.h3 Na5 not common.  I'm chasing his good B.
9,O-O,e1g1,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5,8.h3 Na5 not common.  I'm chasing his good B.
10,Be7,f8e7,r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 4 6,8.h3 Na5 not common.  I'm chasing his good B.
11,Re1,f1e1,r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 5 6,8.h3 Na5 not common.  I'm chasing his good B.
12,b5,b7b5,r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 7,8.h3 Na5 not common.  I'm chasing his good B.
13,Bb3,a4b3,r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 b kq - 1 7,8.h3 Na5 not common.  I'm chasing his good B.
14,d6,d7d6,r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 0 8,8.h3 Na5 not common.  I'm chasing his good B.
15,h3,h2h3,r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B3N1P/PPPP1PP1/RNBQR1K1 b kq - 0 8,8.h3 Na5 not common.  I'm chasing his good B.
16,Na5,c6a5,r1bqk2r/2p1bppp/p2p1n2/np2p3/4P3/1B3N1P/PPPP1PP1/RNBQR1K1 w kq - 1 9,8.h3 Na5 not common.  I'm chasing his good B.
17,c3,c2c3,r1bqk2r/2p1bppp/p2p1n2/np2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 b kq - 0 9,I would have re-captured with the pawn to open my a-file.
18,Nxb3,a5b3,r1bqk2r/2p1bppp/p2p1n2/1p2p3/4P3/1nP2N1P/PP1P1PP1/RNBQR1K1 w kq - 0 10,I would have re-captured with the pawn to open my a-file.
19,Qxb3,d1b3,r1bqk2r/2p1bppp/p2p1n2/1p2p3/4P3/1QP2N1P/PP1P1PP1/RNB1R1K1 b kq - 0 10,I would have re-captured with the pawn to open my a-file.
20,Be6,c8e6,r2qk2r/2p1bppp/p2pbn2/1p2p3/4P3/1QP2N1P/PP1P1PP1/RNB1R1K1 w kq - 1 11,Seems like 12.d3 was wasted.
21,Qc2,b3c2,r2qk2r/2p1bppp/p2pbn2/1p2p3/4P3/2P2N1P/PPQP1PP1/RNB1R1K1 b kq - 2 11,Seems like 12.d3 was wasted.
22,c5,c7c5,r2qk2r/4bppp/p2pbn2/1pp1p3/4P3/2P2N1P/PPQP1PP1/RNB1R1K1 w kq - 0 12,Seems like 12.d3 was wasted.
23,d3,d2d3,r2qk2r/4bppp/p2pbn2/1pp1p3/4P3/2PP1N1P/PPQ2PP1/RNB1R1K1 b kq - 0 12,Seems like 12.d3 was wasted.
24,h6,h7h6,r2qk2r/4bpp1/p2pbn1p/1pp1p3/4P3/2PP1N1P/PPQ2PP1/RNB1R1K1 w kq - 0 13,Seems like 12.d3 was wasted.
25,Be3,c1e3,r2qk2r/4bpp1/p2pbn1p/1pp1p3/4P3/2PPBN1P/PPQ2PP1/RN2R1K1 b kq - 1 13,Seems like 12.d3 was wasted.
26,O-O,e8g8,r2q1rk1/4bpp1/p2pbn1p/1pp1p3/4P3/2PPBN1P/PPQ2PP1/RN2R1K1 w - - 2 14,Seems like 12.d3 was wasted.
27,d4,d3d4,r2q1rk1/4bpp1/p2pbn1p/1pp1p3/3PP3/2P1BN1P/PPQ2PP1/RN2R1K1 b - - 0 14,Seems like 12.d3 was wasted.
28,cxd4,c5d4,r2q1rk1/4bpp1/p2pbn1p/1p2p3/3pP3/2P1BN1P/PPQ2PP1/RN2R1K1 w - - 0 15,?  This allows me to equalize.
29,cxd4,c3d4,r2q1rk1/4bpp1/p2pbn1p/1p2p3/3PP3/4BN1P/PPQ2PP1/RN2R1K1 b - - 0 15,?  This allows me to equalize.
30,Qb8,d8b8,rq3rk1/4bpp1/p2pbn1p/1p2p3/3PP3/4BN1P/PPQ2PP1/RN2R1K1 w - - 1 16,?  This allows me to equalize.
31,dxe5,d4e5,rq3rk1/4bpp1/p2pbn1p/1p2P3/4P3/4BN1P/PPQ2PP1/RN2R1K1 b - - 0 16,?  This allows me to equalize.
32,dxe5,d6e5,rq3rk1/4bpp1/p3bn1p/1p2p3/4P3/4BN1P/PPQ2PP1/RN2R1K1 w - - 0 17,17...b4 quicker except a pawn exchange on b4 could lead to a rook exchange which could displace my Q from protecting e5
33,Bd2,e3d2,rq3rk1/4bpp1/p3bn1p/1p2p3/4P3/5N1P/PPQB1PP1/RN2R1K1 b - - 1 17,17...b4 quicker except a pawn exchange on b4 could lead to a rook exchange which could displace my Q from protecting e5
34,Nh7,f6h7,rq3rk1/4bppn/p3b2p/1p2p3/4P3/5N1P/PPQB1PP1/RN2R1K1 w - - 2 18,17...b4 quicker except a pawn exchange on b4 could lead to a rook exchange which could displace my Q from protecting e5
35,Nc3,b1c3,rq3rk1/4bppn/p3b2p/1p2p3/4P3/2N2N1P/PPQB1PP1/R3R1K1 b - - 3 18,"18... I thought this plan involved too much shuffling, but it panned out for me."
36,f6,f7f6,rq3rk1/4b1pn/p3bp1p/1p2p3/4P3/2N2N1P/PPQB1PP1/R3R1K1 w - - 0 19,"18... I thought this plan involved too much shuffling, but it panned out for me."
37,a3,a2a3,rq3rk1/4b1pn/p3bp1p/1p2p3/4P3/P1N2N1P/1PQB1PP1/R3R1K1 b - - 0 19,"21.Qd7 not sure he can capture my DSS on e7 due to ...Ra7, e.g. 21...Nf8 22.Qxe7 (check out 22.Qf5) Ra7 23.Qb4 or 23.Nd5 Bxd5 24.Qb4.  Also watch for his B or N sac on h6."
38,Rc8,f8c8,rqr3k1/4b1pn/p3bp1p/1p2p3/4P3/P1N2N1P/1PQB1PP1/R3R1K1 w - - 1 20,"21.Qd7 not sure he can capture my DSS on e7 due to ...Ra7, e.g. 21...Nf8 22.Qxe7 (check out 22.Qf5) Ra7 23.Qb4 or 23.Nd5 Bxd5 24.Qb4.  Also watch for his B or N sac on h6."
39,Qd3,c2d3,rqr3k1/4b1pn/p3bp1p/1p2p3/4P3/P1NQ1N1P/1P1B1PP1/R3R1K1 b - - 2 20,"21.Qd7 not sure he can capture my DSS on e7 due to ...Ra7, e.g. 21...Nf8 22.Qxe7 (check out 22.Qf5) Ra7 23.Qb4 or 23.Nd5 Bxd5 24.Qb4.  Also watch for his B or N sac on h6."
40,Bc4,e6c4,rqr3k1/4b1pn/p4p1p/1p2p3/2b1P3/P1NQ1N1P/1P1B1PP1/R3R1K1 w - - 3 21,"21.Qd7 not sure he can capture my DSS on e7 due to ...Ra7, e.g. 21...Nf8 22.Qxe7 (check out 22.Qf5) Ra7 23.Qb4 or 23.Nd5 Bxd5 24.Qb4.  Also watch for his B or N sac on h6."
41,Qd7,d3d7,rqr3k1/3Qb1pn/p4p1p/1p2p3/2b1P3/P1N2N1P/1P1B1PP1/R3R1K1 b - - 4 21,"21.Qd7 not sure he can capture my DSS on e7 due to ...Ra7, e.g. 21...Nf8 22.Qxe7 (check out 22.Qf5) Ra7 23.Qb4 or 23.Nd5 Bxd5 24.Qb4.  Also watch for his B or N sac on h6."
42,Nf8,h7f8,rqr2nk1/3Qb1p1/p4p1p/1p2p3/2b1P3/P1N2N1P/1P1B1PP1/R3R1K1 w - - 5 22,
43,Qxe7,d7e7,rqr2nk1/4Q1p1/p4p1p/1p2p3/2b1P3/P1N2N1P/1P1B1PP1/R3R1K1 b - - 0 22,
44,Ra7,a8a7,1qr2nk1/r3Q1p1/p4p1p/1p2p3/2b1P3/P1N2N1P/1P1B1PP1/R3R1K1 w - - 1 23,
