N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Scandinavian (centre counter) defence (B01)
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Scandinavian (centre counter) defence (B01)
3,exd5,e4d5,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,"Scandinavian defence, Lasker variation (B01)"
4,Qxd5,d8d5,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,"Här lämnar svart Scandinavian defence, Lasker variation (B01). 6...Be7 hade varit i den linjen"
5,Nc3,b1c3,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,"Här lämnar svart Scandinavian defence, Lasker variation (B01). 6...Be7 hade varit i den linjen"
6,Qd8,d5d8,rnbqkbnr/ppp1pppp/8/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,"Här lämnar svart Scandinavian defence, Lasker variation (B01). 6...Be7 hade varit i den linjen"
7,Bc4,f1c4,rnbqkbnr/ppp1pppp/8/8/2B5/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 4,"Här lämnar svart Scandinavian defence, Lasker variation (B01). 6...Be7 hade varit i den linjen"
8,Nf6,g8f6,rnbqkb1r/ppp1pppp/5n2/8/2B5/2N5/PPPP1PPP/R1BQK1NR w KQkq - 4 5,"Här lämnar svart Scandinavian defence, Lasker variation (B01). 6...Be7 hade varit i den linjen"
9,d3,d2d3,rnbqkb1r/ppp1pppp/5n2/8/2B5/2NP4/PPP2PPP/R1BQK1NR b KQkq - 0 5,"Här lämnar svart Scandinavian defence, Lasker variation (B01). 6...Be7 hade varit i den linjen"
10,e6,e7e6,rnbqkb1r/ppp2ppp/4pn2/8/2B5/2NP4/PPP2PPP/R1BQK1NR w KQkq - 0 6,"Här lämnar svart Scandinavian defence, Lasker variation (B01). 6...Be7 hade varit i den linjen"
11,Nf3,g1f3,rnbqkb1r/ppp2ppp/4pn2/8/2B5/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 1 6,"Här lämnar svart Scandinavian defence, Lasker variation (B01). 6...Be7 hade varit i den linjen"
12,h6,h7h6,rnbqkb1r/ppp2pp1/4pn1p/8/2B5/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 7,"Här lämnar svart Scandinavian defence, Lasker variation (B01). 6...Be7 hade varit i den linjen"
13,O-O,e1g1,rnbqkb1r/ppp2pp1/4pn1p/8/2B5/2NP1N2/PPP2PPP/R1BQ1RK1 b kq - 1 7,"Här tänkte jag först parera vits S med h3, men det är inte så bråttom med den paraden. Dessutom kan vit sätta min L på c4 i knipa genom att göra b5. Min L måste kunna retirera, så draget blir därefter."
14,Nc6,b8c6,r1bqkb1r/ppp2pp1/2n1pn1p/8/2B5/2NP1N2/PPP2PPP/R1BQ1RK1 w kq - 2 8,"Här tänkte jag först parera vits S med h3, men det är inte så bråttom med den paraden. Dessutom kan vit sätta min L på c4 i knipa genom att göra b5. Min L måste kunna retirera, så draget blir därefter."
15,Bf4,c1f4,r1bqkb1r/ppp2pp1/2n1pn1p/8/2B2B2/2NP1N2/PPP2PPP/R2Q1RK1 b kq - 3 8,"Här tänkte jag först parera vits S med h3, men det är inte så bråttom med den paraden. Dessutom kan vit sätta min L på c4 i knipa genom att göra b5. Min L måste kunna retirera, så draget blir därefter."
16,a6,a7a6,r1bqkb1r/1pp2pp1/p1n1pn1p/8/2B2B2/2NP1N2/PPP2PPP/R2Q1RK1 w kq - 0 9,"Här tänkte jag först parera vits S med h3, men det är inte så bråttom med den paraden. Dessutom kan vit sätta min L på c4 i knipa genom att göra b5. Min L måste kunna retirera, så draget blir därefter."
17,d4,d3d4,r1bqkb1r/1pp2pp1/p1n1pn1p/8/2BP1B2/2N2N2/PPP2PPP/R2Q1RK1 b kq - 0 9,"När jag slår hans S på d4, så kan vi hoppas på att han slår min S med D. Då slår jag med L på b5 och schackar. När han sedan säkrar K så kniper jag D."
18,b5,b7b5,r1bqkb1r/2p2pp1/p1n1pn1p/1p6/2BP1B2/2N2N2/PPP2PPP/R2Q1RK1 w kq - 0 10,"När jag slår hans S på d4, så kan vi hoppas på att han slår min S med D. Då slår jag med L på b5 och schackar. När han sedan säkrar K så kniper jag D."
19,Bd3,c4d3,r1bqkb1r/2p2pp1/p1n1pn1p/1p6/3P1B2/2NB1N2/PPP2PPP/R2Q1RK1 b kq - 1 10,"När jag slår hans S på d4, så kan vi hoppas på att han slår min S med D. Då slår jag med L på b5 och schackar. När han sedan säkrar K så kniper jag D."
20,Nxd4,c6d4,r1bqkb1r/2p2pp1/p3pn1p/1p6/3n1B2/2NB1N2/PPP2PPP/R2Q1RK1 w kq - 0 11,"När jag slår hans S på d4, så kan vi hoppas på att han slår min S med D. Då slår jag med L på b5 och schackar. När han sedan säkrar K så kniper jag D."
21,Nxd4,f3d4,r1bqkb1r/2p2pp1/p3pn1p/1p6/3N1B2/2NB4/PPP2PPP/R2Q1RK1 b kq - 0 11,"OK, då kör jag med ett mothot på f7 mot hans T."
22,b4,b5b4,r1bqkb1r/2p2pp1/p3pn1p/8/1p1N1B2/2NB4/PPP2PPP/R2Q1RK1 w kq - 0 12,"OK, då kör jag med ett mothot på f7 mot hans T."
23,Qf3,d1f3,r1bqkb1r/2p2pp1/p3pn1p/8/1p1N1B2/2NB1Q2/PPP2PPP/R4RK1 b kq - 1 12,"Sätter min D i spel, och öppnar upp för kombinationer. Slår han min S på c3 så slår jag hans T på a8. Säkrar han T så säkrar jag S."
24,Rb8,a8b8,1rbqkb1r/2p2pp1/p3pn1p/8/1p1N1B2/2NB1Q2/PPP2PPP/R4RK1 w k - 2 13,"Justja, höll på att missa denna finfina gaffel tidigare. Men så länge man upptäcker möjligheterna i tid, så är man på säker mark."
25,Nc6,d4c6,1rbqkb1r/2p2pp1/p1N1pn1p/8/1p3B2/2NB1Q2/PPP2PPP/R4RK1 b k - 3 13,"Justja, höll på att missa denna finfina gaffel tidigare. Men så länge man upptäcker möjligheterna i tid, så är man på säker mark."
