N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,My usual opening
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,His/her usual opening (maybe)
3,Bc4,f1c4,rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,Breaks the rule of moving same piece more than once in the opening...but there's a clear and present danger on f2 now. So...
4,Nf6,g8f6,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,Breaks the rule of moving same piece more than once in the opening...but there's a clear and present danger on f2 now. So...
5,d3,d2d3,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq - 0 3,Breaks the rule of moving same piece more than once in the opening...but there's a clear and present danger on f2 now. So...
6,Nc6,b8c6,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/3P4/PPP2PPP/RNBQK1NR w KQkq - 1 4,Breaks the rule of moving same piece more than once in the opening...but there's a clear and present danger on f2 now. So...
7,Nf3,g1f3,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 2 4,Breaks the rule of moving same piece more than once in the opening...but there's a clear and present danger on f2 now. So...
8,Bc5,f8c5,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 3 5,Breaks the rule of moving same piece more than once in the opening...but there's a clear and present danger on f2 now. So...
9,Nc3,b1c3,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 4 5,Breaks the rule of moving same piece more than once in the opening...but there's a clear and present danger on f2 now. So...
10,Ng4,f6g4,r1bqk2r/pppp1ppp/2n5/2b1p3/2B1P1n1/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 5 6,Breaks the rule of moving same piece more than once in the opening...but there's a clear and present danger on f2 now. So...
11,d4,d3d4,r1bqk2r/pppp1ppp/2n5/2b1p3/2BPP1n1/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 6,Removes the threat on f2 and attacks black's DSB
12,exd4,e5d4,r1bqk2r/pppp1ppp/2n5/2b5/2BpP1n1/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 7,Everyone loves the center pawn exchange more than the US stock exchange i bet
13,Nxd4,f3d4,r1bqk2r/pppp1ppp/2n5/2b5/2BNP1n1/2N5/PPP2PPP/R1BQK2R b KQkq - 0 7,Getting material back
14,Bxd4,c5d4,r1bqk2r/pppp1ppp/2n5/8/2BbP1n1/2N5/PPP2PPP/R1BQK2R w KQkq - 0 8,I believe it may have been better for black if he focused on developing the LSB which is locked at this point
15,Qxg4,d1g4,r1bqk2r/pppp1ppp/2n5/8/2BbP1Q1/2N5/PPP2PPP/R1B1K2R b KQkq - 0 8,Getting material back and attacking g7.
16,Qf6,d8f6,r1b1k2r/pppp1ppp/2n2q2/8/2BbP1Q1/2N5/PPP2PPP/R1B1K2R w KQkq - 1 9,Protecting g7 and attacking f2
17,Qg3,g4g3,r1b1k2r/pppp1ppp/2n2q2/8/2BbP3/2N3Q1/PPP2PPP/R1B1K2R b KQkq - 2 9,"Protecting f2, and threatening c7 (if needed i suppose)"
18,Nb4,c6b4,r1b1k2r/pppp1ppp/5q2/8/1nBbP3/2N3Q1/PPP2PPP/R1B1K2R w KQkq - 3 10,Threatening a fork from c2. I still think black should focus more on developing this early in the game.
19,Bb3,c4b3,r1b1k2r/pppp1ppp/5q2/8/1n1bP3/1BN3Q1/PPP2PPP/R1B1K2R b KQkq - 4 10,Preventing the fork
20,h5,h7h5,r1b1k2r/pppp1pp1/5q2/7p/1n1bP3/1BN3Q1/PPP2PPP/R1B1K2R w KQkq - 0 11,Not sure...perhaps to threatening white's kingside?
21,Be3,c1e3,r1b1k2r/pppp1pp1/5q2/7p/1n1bP3/1BN1B1Q1/PPP2PPP/R3K2R b KQkq - 1 11,I don't like that d4 bishop so trying to move it away. if he exchanges bishop i'll have an open f-file for my rook
22,Bxc3+,d4c3,r1b1k2r/pppp1pp1/5q2/7p/1n2P3/1Bb1B1Q1/PPP2PPP/R3K2R w KQkq - 0 12,Threatening fork by Queen on c3 after 11...bxc3 12. Qxc3
23,bxc3,b2c3,r1b1k2r/pppp1pp1/5q2/7p/1n2P3/1BP1B1Q1/P1P2PPP/R3K2R b KQkq - 0 12,Which I didn't see at that time
24,d6,d7d6,r1b1k2r/ppp2pp1/3p1q2/7p/1n2P3/1BP1B1Q1/P1P2PPP/R3K2R w KQkq - 0 13,And apparently black didn't see the fork at c3 either. Bringing black's LSB into play
25,O-O,e1g1,r1b1k2r/ppp2pp1/3p1q2/7p/1n2P3/1BP1B1Q1/P1P2PPP/R4RK1 b kq - 1 13,Long live the king! Rooks are connected
26,Nc6,b4c6,r1b1k2r/ppp2pp1/2np1q2/7p/4P3/1BP1B1Q1/P1P2PPP/R4RK1 w kq - 2 14,Only move besides a6 (which would be a worse choice for a knight i think)
27,Rad1,a1d1,r1b1k2r/ppp2pp1/2np1q2/7p/4P3/1BP1B1Q1/P1P2PPP/3R1RK1 b kq - 3 14,Claiming the open file
