N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,a kings side opening
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,i answer with normal opening
3,f4,f2f4,rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,"correct me if im wrong, but that is the kings gamebit, i think"
4,exf4,e5f4,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,i take it
5,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,he brings out knight
6,Nf6,g8f6,rnbqkb1r/pppp1ppp/5n2/8/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq - 2 4,i do the same and attack the pawn
7,e5,e4e5,rnbqkb1r/pppp1ppp/5n2/4P3/5p2/5N2/PPPP2PP/RNBQKB1R b KQkq - 0 4,he attacks my knight
8,Nd5,f6d5,rnbqkb1r/pppp1ppp/8/3nP3/5p2/5N2/PPPP2PP/RNBQKB1R w KQkq - 1 5,and of course i move it
9,c4,c2c4,rnbqkb1r/pppp1ppp/8/3nP3/2P2p2/5N2/PP1P2PP/RNBQKB1R b KQkq - 0 5,i think he wants my knight
10,Nb6,d5b6,rnbqkb1r/pppp1ppp/1n6/4P3/2P2p2/5N2/PP1P2PP/RNBQKB1R w KQkq - 1 6,i run
11,d4,d2d4,rnbqkb1r/pppp1ppp/1n6/4P3/2PP1p2/5N2/PP4PP/RNBQKB1R b KQkq - 0 6,and he has a good attack position
12,c5,c7c5,rnbqkb1r/pp1p1ppp/1n6/2p1P3/2PP1p2/5N2/PP4PP/RNBQKB1R w KQkq - 0 7,i try to break up the formation
13,d5,d4d5,rnbqkb1r/pp1p1ppp/1n6/2pPP3/2P2p2/5N2/PP4PP/RNBQKB1R b KQkq - 0 7,but he moves the pawn away
14,d6,d7d6,rnbqkb1r/pp3ppp/1n1p4/2pPP3/2P2p2/5N2/PP4PP/RNBQKB1R w KQkq - 0 8,i try again
15,Bxf4,c1f4,rnbqkb1r/pp3ppp/1n1p4/2pPP3/2P2B2/5N2/PP4PP/RN1QKB1R b KQkq - 0 8,"and he takes the pawn. we are equal on material, but he has a better position then me"
16,dxe5,d6e5,rnbqkb1r/pp3ppp/1n6/2pPp3/2P2B2/5N2/PP4PP/RN1QKB1R w KQkq - 0 9,i break up his attack
17,Bxe5,f4e5,rnbqkb1r/pp3ppp/1n6/2pPB3/2P5/5N2/PP4PP/RN1QKB1R b KQkq - 0 9,he takes it back
18,Bg4,c8g4,rn1qkb1r/pp3ppp/1n6/2pPB3/2P3b1/5N2/PP4PP/RN1QKB1R w KQkq - 1 10,i try an attack
19,Nbd2,b1d2,rn1qkb1r/pp3ppp/1n6/2pPB3/2P3b1/5N2/PP1N2PP/R2QKB1R b KQkq - 2 10,he protects it
20,Nb8d7,b8d7,r2qkb1r/pp1n1ppp/1n6/2pPB3/2P3b1/5N2/PP1N2PP/R2QKB1R w KQkq - 3 11,i attack bishop
