N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Vienna game, an opening which was popular in last decades of 19'th century. Very often it included move 3. f2-f4 and looked like king's gambit, but in this game it was played differently."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"Vienna game, an opening which was popular in last decades of 19'th century. Very often it included move 3. f2-f4 and looked like king's gambit, but in this game it was played differently."
3,Nc3,b1c3,rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,"Vienna game, an opening which was popular in last decades of 19'th century. Very often it included move 3. f2-f4 and looked like king's gambit, but in this game it was played differently."
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,"Paulsen prefers king's fianketto, which leads to original position rich with combinations."
5,g3,g2g3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N3P1/PPPP1P1P/R1BQKBNR b KQkq - 0 3,"Paulsen prefers king's fianketto, which leads to original position rich with combinations."
6,Bc5,f8c5,r1bqk1nr/pppp1ppp/2n5/2b1p3/4P3/2N3P1/PPPP1P1P/R1BQKBNR w KQkq - 1 4,"Paulsen prefers king's fianketto, which leads to original position rich with combinations."
7,Bg2,f1g2,r1bqk1nr/pppp1ppp/2n5/2b1p3/4P3/2N3P1/PPPP1PBP/R1BQK1NR b KQkq - 2 4,"Paulsen prefers king's fianketto, which leads to original position rich with combinations."
8,d6,d7d6,r1bqk1nr/ppp2ppp/2np4/2b1p3/4P3/2N3P1/PPPP1PBP/R1BQK1NR w KQkq - 0 5,"Paulsen plans to play f2-f4, that's why he develops the knight to d2. But to make this move, he also needs to remove the black bishop c4."
9,d3,d2d3,r1bqk1nr/ppp2ppp/2np4/2b1p3/4P3/2NP2P1/PPP2PBP/R1BQK1NR b KQkq - 0 5,"Paulsen plans to play f2-f4, that's why he develops the knight to d2. But to make this move, he also needs to remove the black bishop c4."
10,Nf6,g8f6,r1bqk2r/ppp2ppp/2np1n2/2b1p3/4P3/2NP2P1/PPP2PBP/R1BQK1NR w KQkq - 1 6,"Paulsen plans to play f2-f4, that's why he develops the knight to d2. But to make this move, he also needs to remove the black bishop c4."
