N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"this is the tournament game. Played many times by the
tourney's players.
just killed me with this opening."
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"my only move when playing black.
for years. who knew ?"
3,f4,f2f4,rnbqkbnr/pp1ppppp/8/2p5/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,Some wild gambit from a smoke shop.
4,d5,d7d5,rnbqkbnr/pp2pppp/8/2pp4/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,"here come black,challenging for the center."
5,Nf3,g1f3,rnbqkbnr/pp2pppp/8/2pp4/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,Everyone knows this is great - old opening move. Nf3
6,dxe4,d5e4,rnbqkbnr/pp2pppp/8/2p5/4pP2/5N2/PPPP2PP/RNBQKB1R w KQkq - 0 4,this game is almost over !!!
7,Ng5,f3g5,rnbqkbnr/pp2pppp/8/2p3N1/4pP2/8/PPPP2PP/RNBQKB1R b KQkq - 1 4,worse case scenario here is white wins back pawn.
8,Nf6,g8f6,rnbqkb1r/pp2pppp/5n2/2p3N1/4pP2/8/PPPP2PP/RNBQKB1R w KQkq - 2 5,"Ah well, here is man's instinct to support all things in danger.
No doubt black feels white Knight is ""out of position"""
9,Bc4,f1c4,rnbqkb1r/pp2pppp/5n2/2p3N1/2B1pP2/8/PPPP2PP/RNBQK2R b KQkq - 3 5,"THIS could be it.   !!!
target f7"
10,Bg4,c8g4,rn1qkb1r/pp2pppp/5n2/2p3N1/2B1pPb1/8/PPPP2PP/RNBQK2R w KQkq - 4 6,"CLANK. !!!  And there it is. Thanks to Freddy we all have a killer opening.
Some credit is due  Gameknot DB. But even that leaves you on your own, and you have to go it alone"
11,Qxg4,d1g4,rn1qkb1r/pp2pppp/5n2/2p3N1/2B1pPQ1/8/PPPP2PP/RNB1K2R b KQkq - 0 6,"Oh yeah !!! this opening involves a Queen sacrafice EARLY !!!
whew, well, all gambit s take corage. You MUST follow through on gambits, or dont play them."
12,Nxg4,f6g4,rn1qkb1r/pp2pppp/8/2p3N1/2B1pPn1/8/PPPP2PP/RNB1K2R w KQkq - 0 7,doh! Naturally the Queen is gone to the stalwart guardian Knight
13,Bxf7+,c4f7,rn1qkb1r/pp2pBpp/8/2p3N1/4pPn1/8/PPPP2PP/RNB1K2R b KQkq - 0 7,"This is about a long ten move mate where black will be left with but one decision the rest of the way.
I think i may have played this opening in the '40's.
Variant of Ruy Lopez."
14,Kd7,e8d7,rn1q1b1r/pp1kpBpp/8/2p3N1/4pPn1/8/PPPP2PP/RNB1K2R w KQ - 1 8,His nibs on the move. The object is to keep him rolling. !
15,Be6+,f7e6,rn1q1b1r/pp1kp1pp/4B3/2p3N1/4pPn1/8/PPPP2PP/RNB1K2R b KQ - 2 8,gonna see some checks !!
16,Kc7,d7c7,rn1q1b1r/ppk1p1pp/4B3/2p3N1/4pPn1/8/PPPP2PP/RNB1K2R w KQ - 3 9,"I take this Knight. It has proven to have many attributes and may very well be THE PLAY OF THE GAME !!!
We could discuss this nove till the cows come home, just accept it as part of the gambit.
Dont overlook it."
17,Bxg4,e6g4,rn1q1b1r/ppk1p1pp/8/2p3N1/4pPB1/8/PPPP2PP/RNB1K2R b KQ - 0 9,"I take this Knight. It has proven to have many attributes and may very well be THE PLAY OF THE GAME !!!
We could discuss this nove till the cows come home, just accept it as part of the gambit.
Dont overlook it."
18,Qd6,d8d6,rn3b1r/ppk1p1pp/3q4/2p3N1/4pPB1/8/PPPP2PP/RNB1K2R w KQ - 1 10,"Black mad ""natural"" move. getting away from fork at f7.?"
19,Ne6+,g5e6,rn3b1r/ppk1p1pp/3qN3/2p5/4pPB1/8/PPPP2PP/RNB1K2R b KQ - 2 10,"Alas !!The fork was not the goal in this gambit. !!!
Combos galore abound."
20,Kb6,c7b6,rn3b1r/pp2p1pp/1k1qN3/2p5/4pPB1/8/PPPP2PP/RNB1K2R w KQ - 3 11,black suspects nothing. Just feeling harassed. (we've all been there)
21,Na3,b1a3,rn3b1r/pp2p1pp/1k1qN3/2p5/4pPB1/N7/PPPP2PP/R1B1K2R b KQ - 4 11,"Here come the Judge, threatening new fork (N-c4)with new Knight.
Black is facing an inconvenient truth. !!"
