N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Woo hoo he accepted the whole thing!
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Woo hoo he accepted the whole thing!
3,d4,d2d4,rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,Woo hoo he accepted the whole thing!
4,exd4,e5d4,rnbqkbnr/pppp1ppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,Woo hoo he accepted the whole thing!
5,c3,c2c3,rnbqkbnr/pppp1ppp/8/8/3pP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,Woo hoo he accepted the whole thing!
6,dxc3,d4c3,rnbqkbnr/pppp1ppp/8/8/4P3/2p5/PP3PPP/RNBQKBNR w KQkq - 0 4,Woo hoo he accepted the whole thing!
7,Bc4,f1c4,rnbqkbnr/pppp1ppp/8/8/2B1P3/2p5/PP3PPP/RNBQK1NR b KQkq - 1 4,Woo hoo he accepted the whole thing!
8,cxb2,c3b2,rnbqkbnr/pppp1ppp/8/8/2B1P3/8/Pp3PPP/RNBQK1NR w KQkq - 0 5,Woo hoo he accepted the whole thing!
9,Bxb2,c1b2,rnbqkbnr/pppp1ppp/8/8/2B1P3/8/PB3PPP/RN1QK1NR b KQkq - 0 5,Woo hoo he accepted the whole thing!
10,d6,d7d6,rnbqkbnr/ppp2ppp/3p4/8/2B1P3/8/PB3PPP/RN1QK1NR w KQkq - 0 6,"? Probably not very good, but I was trying to put pressure on him and it was blitz. But this was bad as it allowed him to develop with tempo."
11,Qd5,d1d5,rnbqkbnr/ppp2ppp/3p4/3Q4/2B1P3/8/PB3PPP/RN2K1NR b KQkq - 1 6,"? Probably not very good, but I was trying to put pressure on him and it was blitz. But this was bad as it allowed him to develop with tempo."
12,Be6,c8e6,rn1qkbnr/ppp2ppp/3pb3/3Q4/2B1P3/8/PB3PPP/RN2K1NR w KQkq - 2 7,? I don't think this is great.
13,Qb5+,d5b5,rn1qkbnr/ppp2ppp/3pb3/1Q6/2B1P3/8/PB3PPP/RN2K1NR b KQkq - 3 7,? I don't think this is great.
