N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,Nc3,b1c3,rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,"what opening is this?  
I am black"
2,Nc6,b8c6,r1bqkbnr/pppppppp/2n5/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 2 2,knight
3,Nb5,c3b5,r1bqkbnr/pppppppp/2n5/1N6/8/8/PPPPPPPP/R1BQKBNR b KQkq - 3 2,double moved the knight
4,Nf6,g8f6,r1bqkb1r/pppppppp/2n2n2/1N6/8/8/PPPPPPPP/R1BQKBNR w KQkq - 4 3,both knights out
5,Nf3,g1f3,r1bqkb1r/pppppppp/2n2n2/1N6/8/5N2/PPPPPPPP/R1BQKB1R b KQkq - 5 3,same
6,g6,g7g6,r1bqkb1r/pppppp1p/2n2np1/1N6/8/5N2/PPPPPPPP/R1BQKB1R w KQkq - 0 4,pawn moves
7,Ng5,f3g5,r1bqkb1r/pppppp1p/2n2np1/1N4N1/8/8/PPPPPPPP/R1BQKB1R b KQkq - 1 4,likes to move knights
8,Bh6,f8h6,r1bqk2r/pppppp1p/2n2npb/1N4N1/8/8/PPPPPPPP/R1BQKB1R w KQkq - 2 5,bishop out
9,Nxf7,g5f7,r1bqk2r/pppppN1p/2n2npb/1N6/8/8/PPPPPPPP/R1BQKB1R b KQkq - 0 5,why is he just moving  his knights. A weird start to this chessgame
10,Kxf7,e8f7,r1bq3r/pppppk1p/2n2npb/1N6/8/8/PPPPPPPP/R1BQKB1R w KQ - 0 6,took knight
11,Nd4,b5d4,r1bq3r/pppppk1p/2n2npb/8/3N4/8/PPPPPPPP/R1BQKB1R b KQ - 1 6,I do not understand what this player is doing.
12,Nxd4,c6d4,r1bq3r/pppppk1p/5npb/8/3n4/8/PPPPPPPP/R1BQKB1R w KQ - 0 7,good at least I do not have to deal with those knights any more
13,c3,c2c3,r1bq3r/pppppk1p/5npb/8/3n4/2P5/PP1PPPPP/R1BQKB1R b KQ - 0 7,moved pawn
14,Nc6,d4c6,r1bq3r/pppppk1p/2n2npb/8/8/2P5/PP1PPPPP/R1BQKB1R w KQ - 1 8,moved back
15,a4,a2a4,r1bq3r/pppppk1p/2n2npb/8/P7/2P5/1P1PPPPP/R1BQKB1R b KQ - 0 8,now he is the mood on moving pieces. I do not think he knows what he is doing.
16,a5,a7a5,r1bq3r/1ppppk1p/2n2npb/p7/P7/2P5/1P1PPPPP/R1BQKB1R w KQ - 0 9,moves pawn
17,Ra3,a1a3,r1bq3r/1ppppk1p/2n2npb/p7/P7/R1P5/1P1PPPPP/2BQKB1R b K - 1 9,this will a a very weird gmae
18,b6,b7b6,r1bq3r/2pppk1p/1pn2npb/p7/P7/R1P5/1P1PPPPP/2BQKB1R w K - 0 10,moves pawn
19,c4,c3c4,r1bq3r/2pppk1p/1pn2npb/p7/P1P5/R7/1P1PPPPP/2BQKB1R b K - 0 10,moves pawn
20,d6,d7d6,r1bq3r/2p1pk1p/1pnp1npb/p7/P1P5/R7/1P1PPPPP/2BQKB1R w K - 0 11,moves pawn
