N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,Not my usual
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,The Tarrasch
3,c4,c2c4,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,The Tarrasch
4,e6,e7e6,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,The Tarrasch
5,Nc3,b1c3,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,The Tarrasch
6,c5,c7c5,rnbqkbnr/pp3ppp/4p3/2pp4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,The Tarrasch
7,cxd5,c4d5,rnbqkbnr/pp3ppp/4p3/2pP4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,Still by the book obviously my friend had read the book I had lent him about openings
8,exd5,e6d5,rnbqkbnr/pp3ppp/8/2pp4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,Still by the book obviously my friend had read the book I had lent him about openings
9,Nf3,g1f3,rnbqkbnr/pp3ppp/8/2pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 5,Still by the book obviously my friend had read the book I had lent him about openings
10,Nc6,b8c6,r1bqkbnr/pp3ppp/2n5/2pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 6,Still by the book obviously my friend had read the book I had lent him about openings
11,g3,g2g3,r1bqkbnr/pp3ppp/2n5/2pp4/3P4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq - 0 6,Still by the book obviously my friend had read the book I had lent him about openings
12,Nf6,g8f6,r1bqkb1r/pp3ppp/2n2n2/2pp4/3P4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 1 7,Still by the book obviously my friend had read the book I had lent him about openings
13,Bg2,f1g2,r1bqkb1r/pp3ppp/2n2n2/2pp4/3P4/2N2NP1/PP2PPBP/R1BQK2R b KQkq - 2 7,Still by the book obviously my friend had read the book I had lent him about openings
14,Be7,f8e7,r1bqk2r/pp2bppp/2n2n2/2pp4/3P4/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 3 8,Still by the book obviously my friend had read the book I had lent him about openings
15,O-O,e1g1,r1bqk2r/pp2bppp/2n2n2/2pp4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 b kq - 4 8,I clearly saw that he had thought about playing Nxd4 but went by the book
16,O-O,e8g8,r1bq1rk1/pp2bppp/2n2n2/2pp4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 5 9,I clearly saw that he had thought about playing Nxd4 but went by the book
17,Bg5,c1g5,r1bq1rk1/pp2bppp/2n2n2/2pp2B1/3P4/2N2NP1/PP2PPBP/R2Q1RK1 b - - 6 9,I clearly saw that he had thought about playing Nxd4 but went by the book
18,cxd4,c5d4,r1bq1rk1/pp2bppp/2n2n2/3p2B1/3p4/2N2NP1/PP2PPBP/R2Q1RK1 w - - 0 10,I clearly saw that he had thought about playing Nxd4 but went by the book
19,Nxd4,f3d4,r1bq1rk1/pp2bppp/2n2n2/3p2B1/3N4/2N3P1/PP2PPBP/R2Q1RK1 b - - 0 10,I clearly saw that he had thought about playing Nxd4 but went by the book
20,h6,h7h6,r1bq1rk1/pp2bpp1/2n2n1p/3p2B1/3N4/2N3P1/PP2PPBP/R2Q1RK1 w - - 0 11,I had considered Bxf6 but planned on Opening up the game
21,Be3,g5e3,r1bq1rk1/pp2bpp1/2n2n1p/3p4/3N4/2N1B1P1/PP2PPBP/R2Q1RK1 b - - 1 11,I had considered Bxf6 but planned on Opening up the game
22,Re8,f8e8,r1bqr1k1/pp2bpp1/2n2n1p/3p4/3N4/2N1B1P1/PP2PPBP/R2Q1RK1 w - - 2 12,Controlling the half open e-file
23,Qb3,d1b3,r1bqr1k1/pp2bpp1/2n2n1p/3p4/3N4/1QN1B1P1/PP2PPBP/R4RK1 b - - 3 12,Karpov used this against Kasparov and caused him a lot of discomfort
24,Na5,c6a5,r1bqr1k1/pp2bpp1/5n1p/n2p4/3N4/1QN1B1P1/PP2PPBP/R4RK1 w - - 4 13,Stilling following the Karpov-Kasparov line
25,Qc2,b3c2,r1bqr1k1/pp2bpp1/5n1p/n2p4/3N4/2N1B1P1/PPQ1PPBP/R4RK1 b - - 5 13,Stilling following the Karpov-Kasparov line
26,Bg4,c8g4,r2qr1k1/pp2bpp1/5n1p/n2p4/3N2b1/2N1B1P1/PPQ1PPBP/R4RK1 w - - 6 14,Developing the final minor piece to one of the best squares
27,Nf5,d4f5,r2qr1k1/pp2bpp1/5n1p/n2p1N2/6b1/2N1B1P1/PPQ1PPBP/R4RK1 b - - 7 14,Here ended the Karpov-Kasparov line in my book
28,Bxf5,g4f5,r2qr1k1/pp2bpp1/5n1p/n2p1b2/8/2N1B1P1/PPQ1PPBP/R4RK1 w - - 0 15,My friend decided to get the game under way
29,Qxf5,c2f5,r2qr1k1/pp2bpp1/5n1p/n2p1Q2/8/2N1B1P1/PP2PPBP/R4RK1 b - - 0 15,My friend decided to get the game under way
30,Nc4,a5c4,r2qr1k1/pp2bpp1/5n1p/3p1Q2/2n5/2N1B1P1/PP2PPBP/R4RK1 w - - 1 16,Wanting to open up the board and put my bishop pair to good use
31,Nxd5,c3d5,r2qr1k1/pp2bpp1/5n1p/3N1Q2/2n5/4B1P1/PP2PPBP/R4RK1 b - - 0 16,Wanting to open up the board and put my bishop pair to good use
32,Nxd5,f6d5,r2qr1k1/pp2bpp1/7p/3n1Q2/2n5/4B1P1/PP2PPBP/R4RK1 w - - 0 17,Exchanging the Queens would make my bishops more effective
33,Qxd5,f5d5,r2qr1k1/pp2bpp1/7p/3Q4/2n5/4B1P1/PP2PPBP/R4RK1 b - - 0 17,Exchanging the Queens would make my bishops more effective
34,Qxd5,d8d5,r3r1k1/pp2bpp1/7p/3q4/2n5/4B1P1/PP2PPBP/R4RK1 w - - 0 18,He makes sure to get rid of my Bishop pair
35,Bxd5,g2d5,r3r1k1/pp2bpp1/7p/3B4/2n5/4B1P1/PP2PP1P/R4RK1 b - - 0 18,He makes sure to get rid of my Bishop pair
36,Nxe3,c4e3,r3r1k1/pp2bpp1/7p/3B4/8/4n1P1/PP2PP1P/R4RK1 w - - 0 19,He makes sure to get rid of my Bishop pair
37,fxe3,f2e3,r3r1k1/pp2bpp1/7p/3B4/8/4P1P1/PP2P2P/R4RK1 b - - 0 19,I thought this would be a draw because of opposite coloured bishops and my extra pawn was a doubled pawn
38,Red8,e8d8,r2r2k1/pp2bpp1/7p/3B4/8/4P1P1/PP2P2P/R4RK1 w - - 1 20,attacking the bishop
39,Be4,d5e4,r2r2k1/pp2bpp1/7p/8/4B3/4P1P1/PP2P2P/R4RK1 b - - 2 20,I could have played Bxb7 which wins a pawn
40,Rd7,d8d7,r5k1/pp1rbpp1/7p/8/4B3/4P1P1/PP2P2P/R4RK1 w - - 3 21,wanting to double rooks
41,Bf5,e4f5,r5k1/pp1rbpp1/7p/5B2/8/4P1P1/PP2P2P/R4RK1 b - - 4 21,Wanting to trade rooks and control the d-file
42,Rd6,d7d6,r5k1/pp2bpp1/3r3p/5B2/8/4P1P1/PP2P2P/R4RK1 w - - 5 22,Wanting to trade rooks and control the d-file
43,Rfd1,f1d1,r5k1/pp2bpp1/3r3p/5B2/8/4P1P1/PP2P2P/R2R2K1 b - - 6 22,Wanting to trade rooks and control the d-file
44,Rc8,a8c8,2r3k1/pp2bpp1/3r3p/5B2/8/4P1P1/PP2P2P/R2R2K1 w - - 7 23,?
