N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Hai everyone. This is my past game in 83rd GK tournament. I am annotating this game since it has some interesting moves and its kinda quick game.
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,My usual move...
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,My usual move...
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Playing in a defense is always my favorite.
5,c3,c2c3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,Playing in a defense is always my favorite.
6,Nf6,g8f6,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4,My opponent is very aggressive its seems.. Its OK.
7,d3,d2d3,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2PP1N2/PP3PPP/RNBQKB1R b KQkq - 0 4,My opponent is very aggressive its seems.. Its OK.
8,d6,d7d6,r1bqkb1r/ppp2ppp/2np1n2/4p3/4P3/2PP1N2/PP3PPP/RNBQKB1R w KQkq - 0 5,My opponent is very aggressive its seems.. Its OK.
9,d4,d3d4,r1bqkb1r/ppp2ppp/2np1n2/4p3/3PP3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 5,My opponent is very aggressive its seems.. Its OK.
10,Nxe4,f6e4,r1bqkb1r/ppp2ppp/2np4/4p3/3Pn3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 6,My opponent is very aggressive its seems.. Its OK.
11,dxe5,d4e5,r1bqkb1r/ppp2ppp/2np4/4P3/4n3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 6,I wanna open d rank to execute my attack.
12,g6,g7g6,r1bqkb1r/ppp2p1p/2np2p1/4P3/4n3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 7,My QUEEN came out for an attack..
13,Qd5,d1d5,r1bqkb1r/ppp2p1p/2np2p1/3QP3/4n3/2P2N2/PP3PPP/RNB1KB1R b KQkq - 1 7,My QUEEN came out for an attack..
14,Bf5,c8f5,r2qkb1r/ppp2p1p/2np2p1/3QPb2/4n3/2P2N2/PP3PPP/RNB1KB1R w KQkq - 2 8,My opp. also prepares his pieces for an attack..
15,g4,g2g4,r2qkb1r/ppp2p1p/2np2p1/3QPb2/4n1P1/2P2N2/PP3P1P/RNB1KB1R b KQkq - 0 8,Forced...
16,Nxf2,e4f2,r2qkb1r/ppp2p1p/2np2p1/3QPb2/6P1/2P2N2/PP3n1P/RNB1KB1R w KQkq - 0 9,Not taking my pawn and aiming for my ROOK..
17,gxf5,g4f5,r2qkb1r/ppp2p1p/2np2p1/3QPP2/8/2P2N2/PP3n1P/RNB1KB1R b KQkq - 0 9,"But, i didn't bother.."
18,Nxh1,f2h1,r2qkb1r/ppp2p1p/2np2p1/3QPP2/8/2P2N2/PP5P/RNB1KB1n w Qkq - 0 10,Positioning my pieces for an aggressive attack. Only some few moves makes a MASTER BLASTER checkmate.
19,Bg5,c1g5,r2qkb1r/ppp2p1p/2np2p1/3QPPB1/8/2P2N2/PP5P/RN2KB1n b Qkq - 1 10,Positioning my pieces for an aggressive attack. Only some few moves makes a MASTER BLASTER checkmate.
20,Be7,f8e7,r2qk2r/ppp1bp1p/2np2p1/3QPPB1/8/2P2N2/PP5P/RN2KB1n w Qkq - 2 11,Bishop Protecting the QUEEN
21,f6,f5f6,r2qk2r/ppp1bp1p/2np1Pp1/3QP1B1/8/2P2N2/PP5P/RN2KB1n b Qkq - 0 11,My simple move but effective.
22,Bf8,e7f8,r2qkb1r/ppp2p1p/2np1Pp1/3QP1B1/8/2P2N2/PP5P/RN2KB1n w Qkq - 1 12,White has good fighting position... Aiming the enemy KING.
23,Bb5,f1b5,r2qkb1r/ppp2p1p/2np1Pp1/1B1QP1B1/8/2P2N2/PP5P/RN2K2n b Qkq - 2 12,White has good fighting position... Aiming the enemy KING.
24,Qd7,d8d7,r3kb1r/pppq1p1p/2np1Pp1/1B1QP1B1/8/2P2N2/PP5P/RN2K2n w Qkq - 3 13,Here you can see how critical situation the Black king is...
25,Nd4,f3d4,r3kb1r/pppq1p1p/2np1Pp1/1B1QP1B1/3N4/2P5/PP5P/RN2K2n b Qkq - 4 13,Bringing my Knight in the right spot.
26,dxe5,d6e5,r3kb1r/pppq1p1p/2n2Pp1/1B1Qp1B1/3N4/2P5/PP5P/RN2K2n w Qkq - 0 14,Taking my pawn.. Not a good idea in this moment..
27,Bxc6,b5c6,r3kb1r/pppq1p1p/2B2Pp1/3Qp1B1/3N4/2P5/PP5P/RN2K2n b Qkq - 0 14,The unexpected move...
28,bxc6,b7c6,r3kb1r/p1pq1p1p/2p2Pp1/3Qp1B1/3N4/2P5/PP5P/RN2K2n w Qkq - 0 15,"POSITIONING my QUEEN in the center, the right spot aiming a fabulous CHECKMATE..."
29,Qxe5+,d5e5,r3kb1r/p1pq1p1p/2p2Pp1/4Q1B1/3N4/2P5/PP5P/RN2K2n b Qkq - 0 15,"POSITIONING my QUEEN in the center, the right spot aiming a fabulous CHECKMATE..."
30,Kd8,e8d8,r2k1b1r/p1pq1p1p/2p2Pp1/4Q1B1/3N4/2P5/PP5P/RN2K2n w Q - 1 16,"POSITIONING my QUEEN in the center, the right spot aiming a fabulous CHECKMATE..."
31,Qe4,e5e4,r2k1b1r/p1pq1p1p/2p2Pp1/6B1/3NQ3/2P5/PP5P/RN2K2n b Q - 2 16,"POSITIONING my QUEEN in the center, the right spot aiming a fabulous CHECKMATE..."
32,h6,h7h6,r2k1b1r/p1pq1p2/2p2Ppp/6B1/3NQ3/2P5/PP5P/RN2K2n w Q - 0 17,No use my opp.
