N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,I start out with the usual king's pawn opening.
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"Usually, I play this move."
3,Nc3,b1c3,rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,I will develop my knight.
4,e5,e7e5,rnbqkbnr/pp1p1ppp/8/2p1p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,This is what I would have done if I were black on my first move.
5,Nf3,g1f3,rnbqkbnr/pp1p1ppp/8/2p1p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,I develop my other knight.
6,d6,d7d6,rnbqkbnr/pp3ppp/3p4/2p1p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,He tries to protect his two pawns.
7,Bb5+,f1b5,rnbqkbnr/pp3ppp/3p4/1Bp1p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4,I put up my bishop with check.
8,Bd7,c8d7,rn1qkbnr/pp1b1ppp/3p4/1Bp1p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 5,He blocks with his bishop attacking my protected bishop.
9,Bxd7+,b5d7,rn1qkbnr/pp1B1ppp/3p4/2p1p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 5,I take the trade.
10,Nxd7,b8d7,r2qkbnr/pp1n1ppp/3p4/2p1p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6,H e takes it with his knight.
11,d3,d2d3,r2qkbnr/pp1n1ppp/3p4/2p1p3/4P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 6,I put my pawn up to release my dark square bishop.
12,h6,h7h6,r2qkbnr/pp1n1pp1/3p3p/2p1p3/4P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 7,He puts his pawn out to prevent my bishop from going to g5.
13,O-O,e1g1,r2qkbnr/pp1n1pp1/3p3p/2p1p3/4P3/2NP1N2/PPP2PPP/R1BQ1RK1 b kq - 1 7,I castle.
14,g5,g7g5,r2qkbnr/pp1n1p2/3p3p/2p1p1p1/4P3/2NP1N2/PPP2PPP/R1BQ1RK1 w kq - 0 8,He moves another pawn up protected by the knight and blocking f4.
15,Be3,c1e3,r2qkbnr/pp1n1p2/3p3p/2p1p1p1/4P3/2NPBN2/PPP2PPP/R2Q1RK1 b kq - 1 8,I bring my bishop out.
16,g4,g5g4,r2qkbnr/pp1n1p2/3p3p/2p1p3/4P1p1/2NPBN2/PPP2PPP/R2Q1RK1 w kq - 0 9,He moves his pawn down attacking my knight.
17,Nh4,f3h4,r2qkbnr/pp1n1p2/3p3p/2p1p3/4P1pN/2NPB3/PPP2PPP/R2Q1RK1 b kq - 1 9,I move my knight to h4
18,Qxh4,d8h4,r3kbnr/pp1n1p2/3p3p/2p1p3/4P1pq/2NPB3/PPP2PPP/R2Q1RK1 w kq - 0 10,Oops. Didn't see that coming.
19,Nd5,c3d5,r3kbnr/pp1n1p2/3p3p/2pNp3/4P1pq/3PB3/PPP2PPP/R2Q1RK1 b kq - 1 10,I move my knight to try to get to c7.
20,Rc8,a8c8,2r1kbnr/pp1n1p2/3p3p/2pNp3/4P1pq/3PB3/PPP2PPP/R2Q1RK1 w k - 2 11,"Nope, to late."
