N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"This is an odd way to get into an Owen's Defense setup.  Usually Bb4 is played to pin the Nc3, but the move order was different here."
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,"This is an odd way to get into an Owen's Defense setup.  Usually Bb4 is played to pin the Nc3, but the move order was different here."
3,c4,c2c4,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,"This is an odd way to get into an Owen's Defense setup.  Usually Bb4 is played to pin the Nc3, but the move order was different here."
4,e6,e7e6,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,"This is an odd way to get into an Owen's Defense setup.  Usually Bb4 is played to pin the Nc3, but the move order was different here."
5,Bg5,c1g5,rnbqkb1r/pppp1ppp/4pn2/6B1/2PP4/8/PP2PPPP/RN1QKBNR b KQkq - 1 3,"This is an odd way to get into an Owen's Defense setup.  Usually Bb4 is played to pin the Nc3, but the move order was different here."
6,Be7,f8e7,rnbqk2r/ppppbppp/4pn2/6B1/2PP4/8/PP2PPPP/RN1QKBNR w KQkq - 2 4,"This is an odd way to get into an Owen's Defense setup.  Usually Bb4 is played to pin the Nc3, but the move order was different here."
7,Nc3,b1c3,rnbqk2r/ppppbppp/4pn2/6B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 3 4,"This is an odd way to get into an Owen's Defense setup.  Usually Bb4 is played to pin the Nc3, but the move order was different here."
8,b6,b7b6,rnbqk2r/p1ppbppp/1p2pn2/6B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 5,"This is an odd way to get into an Owen's Defense setup.  Usually Bb4 is played to pin the Nc3, but the move order was different here."
9,e4,e2e4,rnbqk2r/p1ppbppp/1p2pn2/6B1/2PPP3/2N5/PP3PPP/R2QKBNR b KQkq - 0 5,"This is an odd way to get into an Owen's Defense setup.  Usually Bb4 is played to pin the Nc3, but the move order was different here."
10,Bb7,c8b7,rn1qk2r/pbppbppp/1p2pn2/6B1/2PPP3/2N5/PP3PPP/R2QKBNR w KQkq - 1 6,"This is an odd way to get into an Owen's Defense setup.  Usually Bb4 is played to pin the Nc3, but the move order was different here."
11,e5,e4e5,rn1qk2r/pbppbppp/1p2pn2/4P1B1/2PP4/2N5/PP3PPP/R2QKBNR b KQkq - 0 6,"Because of White's exchanges, White is now lagging slightly in development."
12,Ne4,f6e4,rn1qk2r/pbppbppp/1p2p3/4P1B1/2PPn3/2N5/PP3PPP/R2QKBNR w KQkq - 1 7,"Because of White's exchanges, White is now lagging slightly in development."
13,Bxe7,g5e7,rn1qk2r/pbppBppp/1p2p3/4P3/2PPn3/2N5/PP3PPP/R2QKBNR b KQkq - 0 7,"Because of White's exchanges, White is now lagging slightly in development."
14,Qxe7,d8e7,rn2k2r/pbppqppp/1p2p3/4P3/2PPn3/2N5/PP3PPP/R2QKBNR w KQkq - 0 8,"Because of White's exchanges, White is now lagging slightly in development."
15,Nf3,g1f3,rn2k2r/pbppqppp/1p2p3/4P3/2PPn3/2N2N2/PP3PPP/R2QKB1R b KQkq - 1 8,"After the Q moves off d1, the N is protected only by the g pawn.  Black proceeds to ruin White's pawn structure."
16,d6,d7d6,rn2k2r/pbp1qppp/1p1pp3/4P3/2PPn3/2N2N2/PP3PPP/R2QKB1R w KQkq - 0 9,"After the Q moves off d1, the N is protected only by the g pawn.  Black proceeds to ruin White's pawn structure."
17,Bd3,f1d3,rn2k2r/pbp1qppp/1p1pp3/4P3/2PPn3/2NB1N2/PP3PPP/R2QK2R b KQkq - 1 9,"After the Q moves off d1, the N is protected only by the g pawn.  Black proceeds to ruin White's pawn structure."
18,Nxc3,e4c3,rn2k2r/pbp1qppp/1p1pp3/4P3/2PP4/2nB1N2/PP3PPP/R2QK2R w KQkq - 0 10,"After the Q moves off d1, the N is protected only by the g pawn.  Black proceeds to ruin White's pawn structure."
19,bxc3,b2c3,rn2k2r/pbp1qppp/1p1pp3/4P3/2PP4/2PB1N2/P4PPP/R2QK2R b KQkq - 0 10,"After the Q moves off d1, the N is protected only by the g pawn.  Black proceeds to ruin White's pawn structure."
20,Nd7,b8d7,r3k2r/pbpnqppp/1p1pp3/4P3/2PP4/2PB1N2/P4PPP/R2QK2R w KQkq - 1 11,"After the Q moves off d1, the N is protected only by the g pawn.  Black proceeds to ruin White's pawn structure."
21,Qd2,d1d2,r3k2r/pbpnqppp/1p1pp3/4P3/2PP4/2PB1N2/P2Q1PPP/R3K2R b KQkq - 2 11,"After the Q moves off d1, the N is protected only by the g pawn.  Black proceeds to ruin White's pawn structure."
22,Bxf3,b7f3,r3k2r/p1pnqppp/1p1pp3/4P3/2PP4/2PB1b2/P2Q1PPP/R3K2R w KQkq - 0 12,"After the Q moves off d1, the N is protected only by the g pawn.  Black proceeds to ruin White's pawn structure."
23,gxf3,g2f3,r3k2r/p1pnqppp/1p1pp3/4P3/2PP4/2PB1P2/P2Q1P1P/R3K2R b KQkq - 0 12,"Now White's pawn structure is a shambles.  Black has an extra pawn too, but that won't be the deciding factor.  Black just has to exchange down to an endgame and White is finished."
24,dxe5,d6e5,r3k2r/p1pnqppp/1p2p3/4p3/2PP4/2PB1P2/P2Q1P1P/R3K2R w KQkq - 0 13,"Now White's pawn structure is a shambles.  Black has an extra pawn too, but that won't be the deciding factor.  Black just has to exchange down to an endgame and White is finished."
25,dxe5,d4e5,r3k2r/p1pnqppp/1p2p3/4P3/2P5/2PB1P2/P2Q1P1P/R3K2R b KQkq - 0 13,"Now White's pawn structure is a shambles.  Black has an extra pawn too, but that won't be the deciding factor.  Black just has to exchange down to an endgame and White is finished."
26,Nxe5,d7e5,r3k2r/p1p1qppp/1p2p3/4n3/2P5/2PB1P2/P2Q1P1P/R3K2R w KQkq - 0 14,"Now White's pawn structure is a shambles.  Black has an extra pawn too, but that won't be the deciding factor.  Black just has to exchange down to an endgame and White is finished."
27,Be2,d3e2,r3k2r/p1p1qppp/1p2p3/4n3/2P5/2P2P2/P2QBP1P/R3K2R b KQkq - 1 14,"I was a little surprised by this move considering that the K is exposed, but it does link the Rooks nicely."
28,Rd8,a8d8,3rk2r/p1p1qppp/1p2p3/4n3/2P5/2P2P2/P2QBP1P/R3K2R w KQk - 2 15,"I was a little surprised by this move considering that the K is exposed, but it does link the Rooks nicely."
29,Qe3,d2e3,3rk2r/p1p1qppp/1p2p3/4n3/2P5/2P1QP2/P3BP1P/R3K2R b KQk - 3 15,"I was a little surprised by this move considering that the K is exposed, but it does link the Rooks nicely."
30,Ng6,e5g6,3rk2r/p1p1qppp/1p2p1n1/8/2P5/2P1QP2/P3BP1P/R3K2R w KQk - 4 16,"I was a little surprised by this move considering that the K is exposed, but it does link the Rooks nicely."
31,O-O,e1g1,3rk2r/p1p1qppp/1p2p1n1/8/2P5/2P1QP2/P3BP1P/R4RK1 b k - 5 16,"I was a little surprised by this move considering that the K is exposed, but it does link the Rooks nicely."
