N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,A waste of a tempo.
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,A waste of a tempo.
3,Bg5,c1g5,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 2 2,A waste of a tempo.
4,h6,h7h6,rnbqkb1r/ppppppp1/5n1p/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,A waste of a tempo.
5,Bxf6,g5f6,rnbqkb1r/ppppppp1/5B1p/8/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 0 3,Another silly move.
6,exf6,e7f6,rnbqkb1r/pppp1pp1/5p1p/8/3P4/8/PPP1PPPP/RN1QKBNR w KQkq - 0 4,Another silly move.
7,e4,e2e4,rnbqkb1r/pppp1pp1/5p1p/8/3PP3/8/PPP2PPP/RN1QKBNR b KQkq - 0 4,Another silly move.
8,Bb4+,f8b4,rnbqk2r/pppp1pp1/5p1p/8/1b1PP3/8/PPP2PPP/RN1QKBNR w KQkq - 1 5,Another silly move.
9,c3,c2c3,rnbqk2r/pppp1pp1/5p1p/8/1b1PP3/2P5/PP3PPP/RN1QKBNR b KQkq - 0 5,Threatening Qh5 which will fork f7 and the Bishop on a5.
10,Ba5,b4a5,rnbqk2r/pppp1pp1/5p1p/b7/3PP3/2P5/PP3PPP/RN1QKBNR w KQkq - 1 6,Threatening Qh5 which will fork f7 and the Bishop on a5.
11,Bc4,f1c4,rnbqk2r/pppp1pp1/5p1p/b7/2BPP3/2P5/PP3PPP/RN1QK1NR b KQkq - 2 6,Threatening Qh5 which will fork f7 and the Bishop on a5.
