N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"By 1857, the chess boom reigning after the first international tournament in London had also reached the New World. The First American Congress, which later became the US Championship, took place in the fall of 1857, in New York. It attracted the 16 best players in the country and like the London event, it was held on the KO system: mini-matches of first to win three games, and in the final - five games. This was Morphy's first tournament, and he demonstrated his complete dominance over the field in fine style, as this game against the second-strongest player of the tournament (and likely, the second-strongest player in the US at the time) clearly shows. He easily reached the final (nine wins and one draw!), where he proceeded to crush the as yet little-known German Louis Paulsen, who was then living in the US. Moreover, Morphy played quickly, as usual, whereas his opponent played very slowly, and since the time for thinking was not yet restricted (chess clocks were still a couple of decades away!), the games lasted 10-11 hours, and the drawn second game of the Final as long as 15 hours (out of which Paulsen thought for 12!). This sixth game is probably the most famous game of the match."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"Much quieter is the 4...Bb4, while the Marshall-Rubinstein move 4...Nd4 was still half a century away."
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"Much quieter is the 4...Bb4, while the Marshall-Rubinstein move 4...Nd4 was still half a century away."
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,"Much quieter is the 4...Bb4, while the Marshall-Rubinstein move 4...Nd4 was still half a century away."
5,Nc3,b1c3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,"Much quieter is the 4...Bb4, while the Marshall-Rubinstein move 4...Nd4 was still half a century away."
6,Nf6,g8f6,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,"Much quieter is the 4...Bb4, while the Marshall-Rubinstein move 4...Nd4 was still half a century away."
7,Bb5,f1b5,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4,"Much quieter is the 4...Bb4, while the Marshall-Rubinstein move 4...Nd4 was still half a century away."
8,Bc5,f8c5,r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5,"Much quieter is the 4...Bb4, while the Marshall-Rubinstein move 4...Nd4 was still half a century away."
9,O-O,e1g1,r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 7 5,"If 5.Nxe5 it is considered quite safe to reply 5...Nxe5 (but not 5...Bxf2+?! 6.Kxf2! Nxe5 7.d4) 6.d4 Bd6 (after 6...Bb4?! 7.dxe5 Nxe4 8.Qd4! Black fails to equalize) 7.f4 (7.dxe5 Bxe5=) 7...Nc6 (worse is 7...Ng6?! 8.e5 as in Janowski-Lasker, Cambridge Springs 1904) 8.e5 Bb4 9.d5 (9.exf6 Qxf6=) 9...Ne4! 10.Qd3 Nxc3+ 11.bxc3 Be7, with a solid game for Black."
10,O-O,e8g8,r1bq1rk1/pppp1ppp/2n2n2/1Bb1p3/4P3/2N2N2/PPPP1PPP/R1BQ1RK1 w - - 8 6,"True to his style, Morphy sacrifices a pawn. If 5...d6, then 6.d4 exd4 7.Nxd4 Bd7 8.Nf5! (Paulsen-Zukertort, Leipzig 1877)."
