N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Scandinavien. For an equal game enough, takes away whites' openingplans. I was the lower rated, so I wanted preventing the combinations, what I donot knew."
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"Scandinavien. For an equal game enough, takes away whites' openingplans. I was the lower rated, so I wanted preventing the combinations, what I donot knew."
3,exd5,e4d5,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,"White plays very activ for my f7 square, what the weakest pawn is."
4,Qxd5,d8d5,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,"White plays very activ for my f7 square, what the weakest pawn is."
5,Nc3,b1c3,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,"White plays very activ for my f7 square, what the weakest pawn is."
6,Qd6,d5d6,rnb1kbnr/ppp1pppp/3q4/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,"White plays very activ for my f7 square, what the weakest pawn is."
7,Nf3,g1f3,rnb1kbnr/ppp1pppp/3q4/8/8/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 4,"White plays very activ for my f7 square, what the weakest pawn is."
8,Nf6,g8f6,rnb1kb1r/ppp1pppp/3q1n2/8/8/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 5,"White plays very activ for my f7 square, what the weakest pawn is."
9,Bc4,f1c4,rnb1kb1r/ppp1pppp/3q1n2/8/2B5/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 5,"White plays very activ for my f7 square, what the weakest pawn is."
10,a6,a7a6,rnb1kb1r/1pp1pppp/p2q1n2/8/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6,"White plays very activ for my f7 square, what the weakest pawn is."
11,Ng5,f3g5,rnb1kb1r/1pp1pppp/p2q1n2/6N1/2B5/2N5/PPPP1PPP/R1BQK2R b KQkq - 1 6,"White plays very activ for my f7 square, what the weakest pawn is."
12,e6,e7e6,rnb1kb1r/1pp2ppp/p2qpn2/6N1/2B5/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 7,I move my pieces with tempos.
13,d3,d2d3,rnb1kb1r/1pp2ppp/p2qpn2/6N1/2B5/2NP4/PPP2PPP/R1BQK2R b KQkq - 0 7,I move my pieces with tempos.
14,b5,b7b5,rnb1kb1r/2p2ppp/p2qpn2/1p4N1/2B5/2NP4/PPP2PPP/R1BQK2R w KQkq - 0 8,I move my pieces with tempos.
