N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Here White deviates from the Three Knight's Game (C46).  He is hoping for the knight exachnage so he can place his WSB on d5 however this does hang the e4 pawn.
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Here White deviates from the Three Knight's Game (C46).  He is hoping for the knight exachnage so he can place his WSB on d5 however this does hang the e4 pawn.
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Here White deviates from the Three Knight's Game (C46).  He is hoping for the knight exachnage so he can place his WSB on d5 however this does hang the e4 pawn.
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Here White deviates from the Three Knight's Game (C46).  He is hoping for the knight exachnage so he can place his WSB on d5 however this does hang the e4 pawn.
5,Nc3,b1c3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,Here White deviates from the Three Knight's Game (C46).  He is hoping for the knight exachnage so he can place his WSB on d5 however this does hang the e4 pawn.
6,d6,d7d6,r1bqkbnr/ppp2ppp/2np4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,Here White deviates from the Three Knight's Game (C46).  He is hoping for the knight exachnage so he can place his WSB on d5 however this does hang the e4 pawn.
7,Nd5,c3d5,r1bqkbnr/ppp2ppp/2np4/3Np3/4P3/5N2/PPPP1PPP/R1BQKB1R b KQkq - 1 4,Here White deviates from the Three Knight's Game (C46).  He is hoping for the knight exachnage so he can place his WSB on d5 however this does hang the e4 pawn.
8,Nf6,g8f6,r1bqkb1r/ppp2ppp/2np1n2/3Np3/4P3/5N2/PPPP1PPP/R1BQKB1R w KQkq - 2 5,Here White deviates from the Three Knight's Game (C46).  He is hoping for the knight exachnage so he can place his WSB on d5 however this does hang the e4 pawn.
9,Bc4,f1c4,r1bqkb1r/ppp2ppp/2np1n2/3Np3/2B1P3/5N2/PPPP1PPP/R1BQK2R b KQkq - 3 5,Here White deviates from the Three Knight's Game (C46).  He is hoping for the knight exachnage so he can place his WSB on d5 however this does hang the e4 pawn.
10,Be6,c8e6,r2qkb1r/ppp2ppp/2npbn2/3Np3/2B1P3/5N2/PPPP1PPP/R1BQK2R w KQkq - 4 6,Black builds his attack on the knight.  His better move might have been to capture the e4 pawn.
11,d3,d2d3,r2qkb1r/ppp2ppp/2npbn2/3Np3/2B1P3/3P1N2/PPP2PPP/R1BQK2R b KQkq - 0 6,The d4 move provides security to the e4 pawn and opens the option of moving the d5 knight.
12,Nd4,c6d4,r2qkb1r/ppp2ppp/3pbn2/3Np3/2BnP3/3P1N2/PPP2PPP/R1BQK2R w KQkq - 1 7,The number of threats in the center of the board is building to a breaking point.  Seeing this black applies presure to White's WSB to help reduce these threats.
13,c3,c2c3,r2qkb1r/ppp2ppp/3pbn2/3Np3/2BnP3/2PP1N2/PP3PPP/R1BQK2R b KQkq - 0 7,The number of threats in the center of the board is building to a breaking point.  Seeing this black applies presure to White's WSB to help reduce these threats.
14,b5,b7b5,r2qkb1r/p1p2ppp/3pbn2/1p1Np3/2BnP3/2PP1N2/PP3PPP/R1BQK2R w KQkq - 0 8,The number of threats in the center of the board is building to a breaking point.  Seeing this black applies presure to White's WSB to help reduce these threats.
15,cxd4,c3d4,r2qkb1r/p1p2ppp/3pbn2/1p1Np3/2BPP3/3P1N2/PP3PPP/R1BQK2R b KQkq - 0 8,White determines that it is time to being trading down the pieces in the center.
16,bxc4,b5c4,r2qkb1r/p1p2ppp/3pbn2/3Np3/2pPP3/3P1N2/PP3PPP/R1BQK2R w KQkq - 0 9,This is a great move for white.  It creates a double attack on black's WSB and lays the trap for the c pawn.  If black takes then Qc4 will capture the bishop.  If white would have taken d6 then he would find himself in a weaker position.
17,dxe5,d4e5,r2qkb1r/p1p2ppp/3pbn2/3NP3/2p1P3/3P1N2/PP3PPP/R1BQK2R b KQkq - 0 9,This is a great move for white.  It creates a double attack on black's WSB and lays the trap for the c pawn.  If black takes then Qc4 will capture the bishop.  If white would have taken d6 then he would find himself in a weaker position.
18,Nxd5,f6d5,r2qkb1r/p1p2ppp/3pb3/3nP3/2p1P3/3P1N2/PP3PPP/R1BQK2R w KQkq - 0 10,This is a great move for white.  It creates a double attack on black's WSB and lays the trap for the c pawn.  If black takes then Qc4 will capture the bishop.  If white would have taken d6 then he would find himself in a weaker position.
19,exd5,e4d5,r2qkb1r/p1p2ppp/3pb3/3PP3/2p5/3P1N2/PP3PPP/R1BQK2R b KQkq - 0 10,This is a great move for white.  It creates a double attack on black's WSB and lays the trap for the c pawn.  If black takes then Qc4 will capture the bishop.  If white would have taken d6 then he would find himself in a weaker position.
