N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,this is called Nimzovich defence.
2,Nc6,b8c6,r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,this is called Nimzovich defence.
3,d4,d2d4,r1bqkbnr/pppppppp/2n5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,10....b6??
4,d5,d7d5,r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,10....b6??
5,e5,e4e5,r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,10....b6??
6,e6,e7e6,r1bqkbnr/ppp2ppp/2n1p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,10....b6??
7,Nc3,b1c3,r1bqkbnr/ppp2ppp/2n1p3/3pP3/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 4,10....b6??
8,Bb4,f8b4,r1bqk1nr/ppp2ppp/2n1p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 5,10....b6??
9,Nf3,g1f3,r1bqk1nr/ppp2ppp/2n1p3/3pP3/1b1P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 3 5,10....b6??
10,Bxc3+,b4c3,r1bqk1nr/ppp2ppp/2n1p3/3pP3/3P4/2b2N2/PPP2PPP/R1BQKB1R w KQkq - 0 6,10....b6??
11,bxc3,b2c3,r1bqk1nr/ppp2ppp/2n1p3/3pP3/3P4/2P2N2/P1P2PPP/R1BQKB1R b KQkq - 0 6,10....b6??
12,f6,f7f6,r1bqk1nr/ppp3pp/2n1pp2/3pP3/3P4/2P2N2/P1P2PPP/R1BQKB1R w KQkq - 0 7,10....b6??
13,Bd3,f1d3,r1bqk1nr/ppp3pp/2n1pp2/3pP3/3P4/2PB1N2/P1P2PPP/R1BQK2R b KQkq - 1 7,10....b6??
14,Bd7,c8d7,r2qk1nr/pppb2pp/2n1pp2/3pP3/3P4/2PB1N2/P1P2PPP/R1BQK2R w KQkq - 2 8,10....b6??
15,O-O,e1g1,r2qk1nr/pppb2pp/2n1pp2/3pP3/3P4/2PB1N2/P1P2PPP/R1BQ1RK1 b kq - 3 8,10....b6??
16,Qe7,d8e7,r3k1nr/pppbq1pp/2n1pp2/3pP3/3P4/2PB1N2/P1P2PPP/R1BQ1RK1 w kq - 4 9,10....b6??
17,a4,a2a4,r3k1nr/pppbq1pp/2n1pp2/3pP3/P2P4/2PB1N2/2P2PPP/R1BQ1RK1 b kq - 0 9,10....b6??
18,O-O-O,e8c8,2kr2nr/pppbq1pp/2n1pp2/3pP3/P2P4/2PB1N2/2P2PPP/R1BQ1RK1 w - - 1 10,10....b6??
19,Qe2,d1e2,2kr2nr/pppbq1pp/2n1pp2/3pP3/P2P4/2PB1N2/2P1QPPP/R1B2RK1 b - - 2 10,10....b6??
20,b6,b7b6,2kr2nr/p1pbq1pp/1pn1pp2/3pP3/P2P4/2PB1N2/2P1QPPP/R1B2RK1 w - - 0 11,10....b6??
21,Bd2,c1d2,2kr2nr/p1pbq1pp/1pn1pp2/3pP3/P2P4/2PB1N2/2PBQPPP/R4RK1 b - - 1 11,11....a5? black destroyed his queenside and his king will be easily exposed to danger.
22,a5,a7a5,2kr2nr/2pbq1pp/1pn1pp2/p2pP3/P2P4/2PB1N2/2PBQPPP/R4RK1 w - - 0 12,11....a5? black destroyed his queenside and his king will be easily exposed to danger.
