N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,Nc3,b1c3,rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,"Never seen this before in my life. A weak opening, in my opinion,"
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2,I play a sort of Reversed Queen's Gambit
3,d4,d2d4,rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 0 2,I play a sort of Reversed Queen's Gambit
4,c5,c7c5,rnbqkbnr/pp2pppp/8/2pp4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,I play a sort of Reversed Queen's Gambit
5,dxc5,d4c5,rnbqkbnr/pp2pppp/8/2Pp4/8/2N5/PPP1PPPP/R1BQKBNR b KQkq - 0 3,A bold sortie by me! There is no possible defence for my opponent!
6,e5,e7e5,rnbqkbnr/pp3ppp/8/2Ppp3/8/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 4,A bold sortie by me! There is no possible defence for my opponent!
7,Nxd5,c3d5,rnbqkbnr/pp3ppp/8/2PNp3/8/8/PPP1PPPP/R1BQKBNR b KQkq - 0 4,A bold sortie by me! There is no possible defence for my opponent!
8,Be6,c8e6,rn1qkbnr/pp3ppp/4b3/2PNp3/8/8/PPP1PPPP/R1BQKBNR w KQkq - 1 5,A bold sortie by me! There is no possible defence for my opponent!
9,Ne3,d5e3,rn1qkbnr/pp3ppp/4b3/2P1p3/8/4N3/PPP1PPPP/R1BQKBNR b KQkq - 2 5,A bold sortie by me! There is no possible defence for my opponent!
10,Qxd1+,d8d1,rn2kbnr/pp3ppp/4b3/2P1p3/8/4N3/PPP1PPPP/R1BqKBNR w KQkq - 0 6,A bold sortie by me! There is no possible defence for my opponent!
11,Nxd1,e3d1,rn2kbnr/pp3ppp/4b3/2P1p3/8/8/PPP1PPPP/R1BNKBNR b KQkq - 0 6,A bold sortie by me! There is no possible defence for my opponent!
12,Bxc5,f8c5,rn2k1nr/pp3ppp/4b3/2b1p3/8/8/PPP1PPPP/R1BNKBNR w KQkq - 0 7,A bold sortie by me! There is no possible defence for my opponent!
13,Nc3,d1c3,rn2k1nr/pp3ppp/4b3/2b1p3/8/2N5/PPP1PPPP/R1B1KBNR b KQkq - 1 7,A bold sortie by me! There is no possible defence for my opponent!
14,Bb6,c5b6,rn2k1nr/pp3ppp/1b2b3/4p3/8/2N5/PPP1PPPP/R1B1KBNR w KQkq - 2 8,A bold sortie by me! There is no possible defence for my opponent!
15,Bd2,c1d2,rn2k1nr/pp3ppp/1b2b3/4p3/8/2N5/PPPBPPPP/R3KBNR b KQkq - 3 8,A bold sortie by me! There is no possible defence for my opponent!
16,Nf6,g8f6,rn2k2r/pp3ppp/1b2bn2/4p3/8/2N5/PPPBPPPP/R3KBNR w KQkq - 4 9,A bold sortie by me! There is no possible defence for my opponent!
17,O-O-O,e1c1,rn2k2r/pp3ppp/1b2bn2/4p3/8/2N5/PPPBPPPP/2KR1BNR b kq - 5 9,A bold sortie by me! There is no possible defence for my opponent!
18,Ng4,f6g4,rn2k2r/pp3ppp/1b2b3/4p3/6n1/2N5/PPPBPPPP/2KR1BNR w kq - 6 10,A bold sortie by me! There is no possible defence for my opponent!
19,Ne4,c3e4,rn2k2r/pp3ppp/1b2b3/4p3/4N1n1/8/PPPBPPPP/2KR1BNR b kq - 7 10,He does his best though...
20,Bd5,e6d5,rn2k2r/pp3ppp/1b6/3bp3/4N1n1/8/PPPBPPPP/2KR1BNR w kq - 8 11,His best isn't good enough!
21,Nd6+,e4d6,rn2k2r/pp3ppp/1b1N4/3bp3/6n1/8/PPPBPPPP/2KR1BNR b kq - 9 11,Now the game looks easy...
22,Kf8,e8f8,rn3k1r/pp3ppp/1b1N4/3bp3/6n1/8/PPPBPPPP/2KR1BNR w - - 10 12,Now the game looks easy...
23,Re1,d1e1,rn3k1r/pp3ppp/1b1N4/3bp3/6n1/8/PPPBPPPP/2K1RBNR b - - 11 12,Now the game looks easy...
24,Nxf2,g4f2,rn3k1r/pp3ppp/1b1N4/3bp3/8/8/PPPBPnPP/2K1RBNR w - - 0 13,Now the game looks easy...
25,Nh3,g1h3,rn3k1r/pp3ppp/1b1N4/3bp3/8/7N/PPPBPnPP/2K1RB1R b - - 1 13,Now the game looks easy...
26,Nxh1,f2h1,rn3k1r/pp3ppp/1b1N4/3bp3/8/7N/PPPBP1PP/2K1RB1n w - - 0 14,Now the game looks easy...
27,e3,e2e3,rn3k1r/pp3ppp/1b1N4/3bp3/8/4P2N/PPPB2PP/2K1RB1n b - - 0 14,The knight was trapped anyway. And I am still ahead
28,Bc5,b6c5,rn3k1r/pp3ppp/3N4/2bbp3/8/4P2N/PPPB2PP/2K1RB1n w - - 1 15,The knight was trapped anyway. And I am still ahead
29,Nf5,d6f5,rn3k1r/pp3ppp/8/2bbpN2/8/4P2N/PPPB2PP/2K1RB1n b - - 2 15,The knight was trapped anyway. And I am still ahead
30,Be6,d5e6,rn3k1r/pp3ppp/4b3/2b1pN2/8/4P2N/PPPB2PP/2K1RB1n w - - 3 16,The knight was trapped anyway. And I am still ahead
31,Ng3,f5g3,rn3k1r/pp3ppp/4b3/2b1p3/8/4P1NN/PPPB2PP/2K1RB1n b - - 4 16,The knight was trapped anyway. And I am still ahead
32,Bxh3,e6h3,rn3k1r/pp3ppp/8/2b1p3/8/4P1Nb/PPPB2PP/2K1RB1n w - - 0 17,The knight was trapped anyway. And I am still ahead
33,Nxh1,g3h1,rn3k1r/pp3ppp/8/2b1p3/8/4P2b/PPPB2PP/2K1RB1N b - - 0 17,The knight was trapped anyway. And I am still ahead
34,Be6,h3e6,rn3k1r/pp3ppp/4b3/2b1p3/8/4P3/PPPB2PP/2K1RB1N w - - 1 18,"Exchanges only play into my hands, as I am leading on material."
35,b4,b2b4,rn3k1r/pp3ppp/4b3/2b1p3/1P6/4P3/P1PB2PP/2K1RB1N b - - 0 18,"Exchanges only play into my hands, as I am leading on material."
36,Bb6,c5b6,rn3k1r/pp3ppp/1b2b3/4p3/1P6/4P3/P1PB2PP/2K1RB1N w - - 1 19,"Exchanges only play into my hands, as I am leading on material."
37,Bc3,d2c3,rn3k1r/pp3ppp/1b2b3/4p3/1P6/2B1P3/P1P3PP/2K1RB1N b - - 2 19,"Exchanges only play into my hands, as I am leading on material."
38,Nd7,b8d7,r4k1r/pp1n1ppp/1b2b3/4p3/1P6/2B1P3/P1P3PP/2K1RB1N w - - 3 20,"Exchanges only play into my hands, as I am leading on material."
39,Ng3,h1g3,r4k1r/pp1n1ppp/1b2b3/4p3/1P6/2B1P1N1/P1P3PP/2K1RB2 b - - 4 20,"Exchanges only play into my hands, as I am leading on material."
40,Bxa2,e6a2,r4k1r/pp1n1ppp/1b6/4p3/1P6/2B1P1N1/b1P3PP/2K1RB2 w - - 0 21,"Exchanges only play into my hands, as I am leading on material."
41,Bb5,f1b5,r4k1r/pp1n1ppp/1b6/1B2p3/1P6/2B1P1N1/b1P3PP/2K1R3 b - - 1 21,"Exchanges only play into my hands, as I am leading on material."
42,Rd8,a8d8,3r1k1r/pp1n1ppp/1b6/1B2p3/1P6/2B1P1N1/b1P3PP/2K1R3 w - - 2 22,"Exchanges only play into my hands, as I am leading on material."
43,Nf5,g3f5,3r1k1r/pp1n1ppp/1b6/1B2pN2/1P6/2B1P3/b1P3PP/2K1R3 b - - 3 22,"Exchanges only play into my hands, as I am leading on material."
44,f6,f7f6,3r1k1r/pp1n2pp/1b3p2/1B2pN2/1P6/2B1P3/b1P3PP/2K1R3 w - - 0 23,"Exchanges only play into my hands, as I am leading on material."
45,Nd6,f5d6,3r1k1r/pp1n2pp/1b1N1p2/1B2p3/1P6/2B1P3/b1P3PP/2K1R3 b - - 1 23,"Exchanges only play into my hands, as I am leading on material."
46,Bd5,a2d5,3r1k1r/pp1n2pp/1b1N1p2/1B1bp3/1P6/2B1P3/2P3PP/2K1R3 w - - 2 24,"Exchanges only play into my hands, as I am leading on material."
47,e4,e3e4,3r1k1r/pp1n2pp/1b1N1p2/1B1bp3/1P2P3/2B5/2P3PP/2K1R3 b - - 0 24,"Exchanges only play into my hands, as I am leading on material."
48,Bc6,d5c6,3r1k1r/pp1n2pp/1bbN1p2/1B2p3/1P2P3/2B5/2P3PP/2K1R3 w - - 1 25,"Exchanges only play into my hands, as I am leading on material."
49,Bxc6,b5c6,3r1k1r/pp1n2pp/1bBN1p2/4p3/1P2P3/2B5/2P3PP/2K1R3 b - - 0 25,"Exchanges only play into my hands, as I am leading on material."
50,bxc6,b7c6,3r1k1r/p2n2pp/1bpN1p2/4p3/1P2P3/2B5/2P3PP/2K1R3 w - - 0 26,"Exchanges only play into my hands, as I am leading on material."
