N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,g3,g2g3,rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1,"This makes slightly more sense than h3.  Not that I know how to exploit it, but this opening immediately tells me I'm playing someone who has studied some and is trying to fox me with unusual play."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2,No point playing d5 and giving White something to attack right away.
3,e3,e2e3,rnbqkbnr/pppp1ppp/8/4p3/8/4P1P1/PPPP1P1P/RNBQKBNR b KQkq - 0 2,"This is very pretty, but leaves me unsure of the real point of the opening."
4,d5,d7d5,rnbqkbnr/ppp2ppp/8/3pp3/8/4P1P1/PPPP1P1P/RNBQKBNR w KQkq - 0 3,"Sure, I'll play White with the Black pieces."
5,b3,b2b3,rnbqkbnr/ppp2ppp/8/3pp3/8/1P2P1P1/P1PP1P1P/RNBQKBNR b KQkq - 0 3,"Oh goody, double fiancetto."
6,e4,e5e4,rnbqkbnr/ppp2ppp/8/3p4/4p3/1P2P1P1/P1PP1P1P/RNBQKBNR w KQkq - 0 4,"I don't understand White's opening; what I do know is that this move messes with the normal flow of the game.  After 3. b3 I needed something to give me space to figure the position out.  Looking at it now, perhaps 3. ... Bb4 or 3. ... Nc6 was in order.  Apparently Nf6 is ""standard""."
7,Ne2,g1e2,rnbqkbnr/ppp2ppp/8/3p4/4p3/1P2P1P1/P1PPNP1P/RNBQKB1R b KQkq - 1 4,A minor victory for Black.  The immediate response 4. Nc3 causes all kinds of problems.  Issues.  Complications.
8,Nf6,g8f6,rnbqkb1r/ppp2ppp/5n2/3p4/4p3/1P2P1P1/P1PPNP1P/RNBQKB1R w KQkq - 2 5,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
9,Bb2,c1b2,rnbqkb1r/ppp2ppp/5n2/3p4/4p3/1P2P1P1/PBPPNP1P/RN1QKB1R b KQkq - 3 5,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
10,Be7,f8e7,rnbqk2r/ppp1bppp/5n2/3p4/4p3/1P2P1P1/PBPPNP1P/RN1QKB1R w KQkq - 4 6,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
11,Bg2,f1g2,rnbqk2r/ppp1bppp/5n2/3p4/4p3/1P2P1P1/PBPPNPBP/RN1QK2R b KQkq - 5 6,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
12,O-O,e8g8,rnbq1rk1/ppp1bppp/5n2/3p4/4p3/1P2P1P1/PBPPNPBP/RN1QK2R w KQ - 6 7,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
13,O-O,e1g1,rnbq1rk1/ppp1bppp/5n2/3p4/4p3/1P2P1P1/PBPPNPBP/RN1Q1RK1 b - - 7 7,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
14,Nc6,b8c6,r1bq1rk1/ppp1bppp/2n2n2/3p4/4p3/1P2P1P1/PBPPNPBP/RN1Q1RK1 w - - 8 8,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
15,Nd4,e2d4,r1bq1rk1/ppp1bppp/2n2n2/3p4/3Np3/1P2P1P1/PBPP1PBP/RN1Q1RK1 b - - 9 8,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
16,Bg4,c8g4,r2q1rk1/ppp1bppp/2n2n2/3p4/3Np1b1/1P2P1P1/PBPP1PBP/RN1Q1RK1 w - - 10 9,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
17,Qc1,d1c1,r2q1rk1/ppp1bppp/2n2n2/3p4/3Np1b1/1P2P1P1/PBPP1PBP/RNQ2RK1 b - - 11 9,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
18,Qd7,d8d7,r4rk1/pppqbppp/2n2n2/3p4/3Np1b1/1P2P1P1/PBPP1PBP/RNQ2RK1 w - - 12 10,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
19,d3,d2d3,r4rk1/pppqbppp/2n2n2/3p4/3Np1b1/1P1PP1P1/PBP2PBP/RNQ2RK1 b - - 0 10,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
20,Rfe8,f8e8,r3r1k1/pppqbppp/2n2n2/3p4/3Np1b1/1P1PP1P1/PBP2PBP/RNQ2RK1 w - - 1 11,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
21,Nd2,b1d2,r3r1k1/pppqbppp/2n2n2/3p4/3Np1b1/1P1PP1P1/PBPN1PBP/R1Q2RK1 b - - 2 11,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
22,Bc5,e7c5,r3r1k1/pppq1ppp/2n2n2/2bp4/3Np1b1/1P1PP1P1/PBPN1PBP/R1Q2RK1 w - - 3 12,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
23,Nb5,d4b5,r3r1k1/pppq1ppp/2n2n2/1Nbp4/4p1b1/1P1PP1P1/PBPN1PBP/R1Q2RK1 b - - 4 12,"Despite White's odd opening favoring his bishops, this is the first piece he's put across the board in the game."
24,d4,d5d4,r3r1k1/pppq1ppp/2n2n2/1Nb5/3pp1b1/1P1PP1P1/PBPN1PBP/R1Q2RK1 w - - 0 13,Possibly a mistake by Black? 13. Nxe4 dxe3 14. fxe3 Nxe4 15. Bxe4 and Black is down a pawn.  15. ... a6 drives back the knight but the situation is unclear.
25,exd4,e3d4,r3r1k1/pppq1ppp/2n2n2/1Nb5/3Pp1b1/1P1P2P1/PBPN1PBP/R1Q2RK1 b - - 0 13,Giving White the column is unconscionable; leaving the two Rooks in place is recipe for mate; White could always isolate the pawn with a boneheaded 26. fxe3.
26,Nxd4,c6d4,r3r1k1/pppq1ppp/5n2/1Nb5/3np1b1/1P1P2P1/PBPN1PBP/R1Q2RK1 w - - 0 14,Giving White the column is unconscionable; leaving the two Rooks in place is recipe for mate; White could always isolate the pawn with a boneheaded 26. fxe3.
27,Nxd4,b5d4,r3r1k1/pppq1ppp/5n2/2b5/3Np1b1/1P1P2P1/PBPN1PBP/R1Q2RK1 b - - 0 14,Giving White the column is unconscionable; leaving the two Rooks in place is recipe for mate; White could always isolate the pawn with a boneheaded 26. fxe3.
28,Bxd4,c5d4,r3r1k1/pppq1ppp/5n2/8/3bp1b1/1P1P2P1/PBPN1PBP/R1Q2RK1 w - - 0 15,Giving White the column is unconscionable; leaving the two Rooks in place is recipe for mate; White could always isolate the pawn with a boneheaded 26. fxe3.
