N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,This short game is an example of the classic Bishop sacrifice on h7.
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,"An invitation to the Richter Veresov attack, which is not played very much these days on the high levels."
3,Nc3,b1c3,rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,"An invitation to the Richter Veresov attack, which is not played very much these days on the high levels."
4,e6,e7e6,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,Invitation declined! Black wants a French setup.
5,e4,e2e4,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,"Not a good move. I would suggest an idea like 5. - b6 followed by Ba6 to exchange the ""bad"" French Bishop. Now it is buried behind his own pawns. 5. - Ne7 right away could also be played."
6,Bb4,f8b4,rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 4,"Not a good move. I would suggest an idea like 5. - b6 followed by Ba6 to exchange the ""bad"" French Bishop. Now it is buried behind his own pawns. 5. - Ne7 right away could also be played."
7,e5,e4e5,rnbqk1nr/ppp2ppp/4p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,"Not a good move. I would suggest an idea like 5. - b6 followed by Ba6 to exchange the ""bad"" French Bishop. Now it is buried behind his own pawns. 5. - Ne7 right away could also be played."
8,Bxc3+,b4c3,rnbqk1nr/ppp2ppp/4p3/3pP3/3P4/2b5/PPP2PPP/R1BQKBNR w KQkq - 0 5,"Not a good move. I would suggest an idea like 5. - b6 followed by Ba6 to exchange the ""bad"" French Bishop. Now it is buried behind his own pawns. 5. - Ne7 right away could also be played."
9,bxc3,b2c3,rnbqk1nr/ppp2ppp/4p3/3pP3/3P4/2P5/P1P2PPP/R1BQKBNR b KQkq - 0 5,"Not a good move. I would suggest an idea like 5. - b6 followed by Ba6 to exchange the ""bad"" French Bishop. Now it is buried behind his own pawns. 5. - Ne7 right away could also be played."
10,a6,a7a6,rnbqk1nr/1pp2ppp/p3p3/3pP3/3P4/2P5/P1P2PPP/R1BQKBNR w KQkq - 0 6,"Not a good move. I would suggest an idea like 5. - b6 followed by Ba6 to exchange the ""bad"" French Bishop. Now it is buried behind his own pawns. 5. - Ne7 right away could also be played."
11,Nf3,g1f3,rnbqk1nr/1pp2ppp/p3p3/3pP3/3P4/2P2N2/P1P2PPP/R1BQKB1R b KQkq - 1 6,And this is simply suicide with the Knight on e7 instead of f6 ...
12,Ne7,g8e7,rnbqk2r/1pp1nppp/p3p3/3pP3/3P4/2P2N2/P1P2PPP/R1BQKB1R w KQkq - 2 7,And this is simply suicide with the Knight on e7 instead of f6 ...
13,Bd3,f1d3,rnbqk2r/1pp1nppp/p3p3/3pP3/3P4/2PB1N2/P1P2PPP/R1BQK2R b KQkq - 3 7,And this is simply suicide with the Knight on e7 instead of f6 ...
14,O-O,e8g8,rnbq1rk1/1pp1nppp/p3p3/3pP3/3P4/2PB1N2/P1P2PPP/R1BQK2R w KQ - 4 8,And this is simply suicide with the Knight on e7 instead of f6 ...
15,Bxh7+,d3h7,rnbq1rk1/1pp1nppB/p3p3/3pP3/3P4/2P2N2/P1P2PPP/R1BQK2R b KQ - 0 8,Of course!
16,Kxh7,g8h7,rnbq1r2/1pp1nppk/p3p3/3pP3/3P4/2P2N2/P1P2PPP/R1BQK2R w KQ - 0 9,"The King has to go forward, or else the White Queen goes to h5 with a quick conclusion."
17,Ng5+,f3g5,rnbq1r2/1pp1nppk/p3p3/3pP1N1/3P4/2P5/P1P2PPP/R1BQK2R b KQ - 1 9,"The King has to go forward, or else the White Queen goes to h5 with a quick conclusion."
18,Kg6,h7g6,rnbq1r2/1pp1npp1/p3p1k1/3pP1N1/3P4/2P5/P1P2PPP/R1BQK2R w KQ - 2 10,"The King has to go forward, or else the White Queen goes to h5 with a quick conclusion."
19,h4,h2h4,rnbq1r2/1pp1npp1/p3p1k1/3pP1N1/3P3P/2P5/P1P2PP1/R1BQK2R b KQ - 0 10,"This simply looses the Queen, so the less evil would be 10. - Qe8, but then White has a strong attack, and Black will loose material to parry it. One possibility is a Queen check on d3 followed by Qg3."
20,f6,f7f6,rnbq1r2/1pp1n1p1/p3ppk1/3pP1N1/3P3P/2P5/P1P2PP1/R1BQK2R w KQ - 0 11,"This simply looses the Queen, so the less evil would be 10. - Qe8, but then White has a strong attack, and Black will loose material to parry it. One possibility is a Queen check on d3 followed by Qg3."
21,h5+,h4h5,rnbq1r2/1pp1n1p1/p3ppk1/3pP1NP/3P4/2P5/P1P2PP1/R1BQK2R b KQ - 0 11,Only move. 11. Kf5 leads to mate in one (Qf3++).
22,Kh6,g6h6,rnbq1r2/1pp1n1p1/p3pp1k/3pP1NP/3P4/2P5/P1P2PP1/R1BQK2R w KQ - 1 12,Only move. 11. Kf5 leads to mate in one (Qf3++).
23,Nf7+,g5f7,rnbq1r2/1pp1nNp1/p3pp1k/3pP2P/3P4/2P5/P1P2PP1/R1BQK2R b KQ - 2 12,"The ""fork"" which costs the Black Queen, and 2 light pieces is not enough compensation. White still has a tremendous attack, and the Black queen-side of the board is totally undeveloped. Black resigned."
