N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Hello all.  I'm annotating this loss in the hope someone can tell me where I went wrong.  So, please feel free to suggest either alternative moves or even entirely different plans..."
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"The Scheveningen.  I normally play the Najdorf, but it's good to mix things up every so often."
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"The Scheveningen.  I normally play the Najdorf, but it's good to mix things up every so often."
4,d6,d7d6,rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,"The Scheveningen.  I normally play the Najdorf, but it's good to mix things up every so often."
5,d4,d2d4,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"The Scheveningen.  I normally play the Najdorf, but it's good to mix things up every so often."
6,cxd4,c5d4,rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,"The Scheveningen.  I normally play the Najdorf, but it's good to mix things up every so often."
7,Nxd4,f3d4,rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,"The Scheveningen.  I normally play the Najdorf, but it's good to mix things up every so often."
8,Nf6,g8f6,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,"The Scheveningen.  I normally play the Najdorf, but it's good to mix things up every so often."
9,Nc3,b1c3,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,"The Scheveningen.  I normally play the Najdorf, but it's good to mix things up every so often."
10,e6,e7e6,rnbqkb1r/pp3ppp/3ppn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,"The Scheveningen.  I normally play the Najdorf, but it's good to mix things up every so often."
11,Bc4,f1c4,rnbqkb1r/pp3ppp/3ppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq - 1 6,Oh - spoke too soon.  Najdorf after all ;)
12,a6,a7a6,rnbqkb1r/1p3ppp/p2ppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,Oh - spoke too soon.  Najdorf after all ;)
13,O-O,e1g1,rnbqkb1r/1p3ppp/p2ppn2/8/2BNP3/2N5/PPP2PPP/R1BQ1RK1 b kq - 1 7,Black may as well take the tempo given by White's decision not to retreat the bishop to b3 on mv 7.  All theory of course.
14,b5,b7b5,rnbqkb1r/5ppp/p2ppn2/1p6/2BNP3/2N5/PPP2PPP/R1BQ1RK1 w kq - 0 8,Black may as well take the tempo given by White's decision not to retreat the bishop to b3 on mv 7.  All theory of course.
15,Bb3,c4b3,rnbqkb1r/5ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQ1RK1 b kq - 1 8,Preparing ...Nc6; preventing e5 - for now.
16,Be7,f8e7,rnbqk2r/4bppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQ1RK1 w kq - 2 9,Preparing ...Nc6; preventing e5 - for now.
17,Qf3,d1f3,rnbqk2r/4bppp/p2ppn2/1p6/3NP3/1BN2Q2/PPP2PPP/R1B2RK1 b kq - 3 9,Preparing ...Nc6; preventing e5 - for now.
18,Qc7,d8c7,rnb1k2r/2q1bppp/p2ppn2/1p6/3NP3/1BN2Q2/PPP2PPP/R1B2RK1 w kq - 4 10,Preparing ...Nc6; preventing e5 - for now.
19,Qg3,f3g3,rnb1k2r/2q1bppp/p2ppn2/1p6/3NP3/1BN3Q1/PPP2PPP/R1B2RK1 b kq - 5 10,"Castling into it, but with the 'moral protection' of theory."
20,O-O,e8g8,rnb2rk1/2q1bppp/p2ppn2/1p6/3NP3/1BN3Q1/PPP2PPP/R1B2RK1 w - - 6 11,"Castling into it, but with the 'moral protection' of theory."
21,Bh6,c1h6,rnb2rk1/2q1bppp/p2ppn1B/1p6/3NP3/1BN3Q1/PPP2PPP/R4RK1 b - - 7 11,"Crude, but it still forces Black to do something.  It is mate that's being threatened, after all."
22,Ne8,f6e8,rnb1nrk1/2q1bppp/p2pp2B/1p6/3NP3/1BN3Q1/PPP2PPP/R4RK1 w - - 8 12,"This seems to be a new move (which is to say no more than that I couldn't find any games with it!).  The idea is to pressurise the d5 pawn and prepare e5, opening lines."
23,Rad1,a1d1,rnb1nrk1/2q1bppp/p2pp2B/1p6/3NP3/1BN3Q1/PPP2PPP/3R1RK1 b - - 9 12,"This seems to be a new move (which is to say no more than that I couldn't find any games with it!).  The idea is to pressurise the d5 pawn and prepare e5, opening lines."
24,Bd7,c8d7,rn2nrk1/2qbbppp/p2pp2B/1p6/3NP3/1BN3Q1/PPP2PPP/3R1RK1 w - - 10 13,"This seems to be a new move (which is to say no more than that I couldn't find any games with it!).  The idea is to pressurise the d5 pawn and prepare e5, opening lines."
25,Nf3,d4f3,rn2nrk1/2qbbppp/p2pp2B/1p6/4P3/1BN2NQ1/PPP2PPP/3R1RK1 b - - 11 13,"This seems to be a new move (which is to say no more than that I couldn't find any games with it!).  The idea is to pressurise the d5 pawn and prepare e5, opening lines."
26,Nc6,b8c6,r3nrk1/2qbbppp/p1npp2B/1p6/4P3/1BN2NQ1/PPP2PPP/3R1RK1 w - - 12 14,"This seems to be a new move (which is to say no more than that I couldn't find any games with it!).  The idea is to pressurise the d5 pawn and prepare e5, opening lines."
27,Bf4,h6f4,r3nrk1/2qbbppp/p1npp3/1p6/4PB2/1BN2NQ1/PPP2PPP/3R1RK1 b - - 13 14,"This seems to be a new move (which is to say no more than that I couldn't find any games with it!).  The idea is to pressurise the d5 pawn and prepare e5, opening lines."
28,b4,b5b4,r3nrk1/2qbbppp/p1npp3/8/1p2PB2/1BN2NQ1/PPP2PPP/3R1RK1 w - - 0 15,"A difficult decision but it felt like the right sort of move to be playing.  I had seen White's reply but decided there was nothing too horrid lurking in it.  Eventually, this move forces a relocation of the Nc3."
29,e5,e4e5,r3nrk1/2qbbppp/p1npp3/4P3/1p3B2/1BN2NQ1/PPP2PPP/3R1RK1 b - - 0 15,"(!?) Now Black has to be careful.  15...bxc3?! 16. exd6 (forking Q and B) ...Bxd6 17. Bxd6 ...Nxd6 18. Qxd6 just looked too strong for White.  Black would then have to protect his Bd7 so, after say ...Ra7, 19. bxc3 is a (doubled) pawn up."
30,dxe5,d6e5,r3nrk1/2qbbppp/p1n1p3/4p3/1p3B2/1BN2NQ1/PPP2PPP/3R1RK1 w - - 0 16,"White is threatening to take the Bd7 so Black must react.  My move (...Nxe5) is the likely cause of my troubles.  The 'machine' is recommending 16...Bd6.  If I considered this at all, I suppose I rejected it on the grounds it seemed foolhardy to put another bishop as bait for the Rd1.  In fact, after 16... Bd6 it's White's turn to make a choice. The Nc3 is en prise, also the  Ne5.  17. Nxd7 ...Bxf4 18. Qf3 ... bxc3 19. Nxf8 ... Kxf8 leaves Black material up and in pretty good shape as White has to deal with the attack on h2.  So, better is 17. Rxd6! ...Qxd6 18. Ne4 ...Qe7 19. Bg5! ...f6 20. Nxd7 ...Qxd7 21. Nc5 with compensation for the White giving up the exchange (the e6 pawn is dropping for a start), but plenty of play for Black, too."
31,Nxe5,f3e5,r3nrk1/2qbbppp/p1n1p3/4N3/1p3B2/1BN3Q1/PPP2PPP/3R1RK1 b - - 0 16,"White is threatening to take the Bd7 so Black must react.  My move (...Nxe5) is the likely cause of my troubles.  The 'machine' is recommending 16...Bd6.  If I considered this at all, I suppose I rejected it on the grounds it seemed foolhardy to put another bishop as bait for the Rd1.  In fact, after 16... Bd6 it's White's turn to make a choice. The Nc3 is en prise, also the  Ne5.  17. Nxd7 ...Bxf4 18. Qf3 ... bxc3 19. Nxf8 ... Kxf8 leaves Black material up and in pretty good shape as White has to deal with the attack on h2.  So, better is 17. Rxd6! ...Qxd6 18. Ne4 ...Qe7 19. Bg5! ...f6 20. Nxd7 ...Qxd7 21. Nc5 with compensation for the White giving up the exchange (the e6 pawn is dropping for a start), but plenty of play for Black, too."
32,Nxe5,c6e5,r3nrk1/2qbbppp/p3p3/4n3/1p3B2/1BN3Q1/PPP2PPP/3R1RK1 w - - 0 17,"White's d-file pressure and dark square Q,B battery make it difficult for Black to avoid slipping into a passive position."
33,Bxe5,f4e5,r3nrk1/2qbbppp/p3p3/4B3/1p6/1BN3Q1/PPP2PPP/3R1RK1 b - - 0 17,"White's d-file pressure and dark square Q,B battery make it difficult for Black to avoid slipping into a passive position."
34,Qb7,c7b7,r3nrk1/1q1bbppp/p3p3/4B3/1p6/1BN3Q1/PPP2PPP/3R1RK1 w - - 1 18,"White's d-file pressure and dark square Q,B battery make it difficult for Black to avoid slipping into a passive position."
35,Ne2,c3e2,r3nrk1/1q1bbppp/p3p3/4B3/1p6/1B4Q1/PPP1NPPP/3R1RK1 b - - 2 18,Finally retreating - 4 moves after it was originally attacked.
36,Bb5,d7b5,r3nrk1/1q2bppp/p3p3/1b2B3/1p6/1B4Q1/PPP1NPPP/3R1RK1 w - - 3 19,"(!) A good start, pinning the knight and getting off the d-file."
37,Rfe1,f1e1,r3nrk1/1q2bppp/p3p3/1b2B3/1p6/1B4Q1/PPP1NPPP/3RR1K1 b - - 4 19,"(!?) Although it feels wrong to give up the 2 bishops, the W knight will otherwise reach d4 when the Bb5 is a gonner anyway."
38,Bxe2,b5e2,r3nrk1/1q2bppp/p3p3/4B3/1p6/1B4Q1/PPP1bPPP/3RR1K1 w - - 0 20,"(!?) Although it feels wrong to give up the 2 bishops, the W knight will otherwise reach d4 when the Bb5 is a gonner anyway."
39,Rxe2,e1e2,r3nrk1/1q2bppp/p3p3/4B3/1p6/1B4Q1/PPP1RPPP/3R2K1 b - - 0 20,(?!) giving Black the opportunity to exchange the B-sq bishops.
40,Bf6,e7f6,r3nrk1/1q3ppp/p3pb2/4B3/1p6/1B4Q1/PPP1RPPP/3R2K1 w - - 1 21,(?!) giving Black the opportunity to exchange the B-sq bishops.
41,a3,a2a3,r3nrk1/1q3ppp/p3pb2/4B3/1p6/PB4Q1/1PP1RPPP/3R2K1 b - - 0 21,(?!) giving Black the opportunity to exchange the B-sq bishops.
42,Qb5,b7b5,r3nrk1/5ppp/p3pb2/1q2B3/1p6/PB4Q1/1PP1RPPP/3R2K1 w - - 1 22,(?!) which he doesn't take... I didn't want to bring White's Q further into the position but actually 21...Bxe5 is probably ok for Black.
43,Re4,e2e4,r3nrk1/5ppp/p3pb2/1q2B3/1p2R3/PB4Q1/1PP2PPP/3R2K1 b - - 2 22,(!) activating the rook.
44,a5,a6a5,r3nrk1/5ppp/4pb2/pq2B3/1p2R3/PB4Q1/1PP2PPP/3R2K1 w - - 0 23,"Maintaining protection of his Be5, while centralising the Queen."
45,Qe3,g3e3,r3nrk1/5ppp/4pb2/pq2B3/1p2R3/PB2Q3/1PP2PPP/3R2K1 b - - 1 23,"Maintaining protection of his Be5, while centralising the Queen."
