N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,g3,g2g3,rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1,Checkmate in 14 moves
2,f5,f7f5,rnbqkbnr/ppppp1pp/8/5p2/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2,White started with g3 and I opened with f5.  I was looking to make a fast attack.
3,Bg2,f1g2,rnbqkbnr/ppppp1pp/8/5p2/8/6P1/PPPPPPBP/RNBQK1NR b KQkq - 1 2,White fianchettoed his bishop and I developed my knight to f6 ready to protect attacks on h5 attacking my king.
4,Nf6,g8f6,rnbqkb1r/ppppp1pp/5n2/5p2/8/6P1/PPPPPPBP/RNBQK1NR w KQkq - 2 3,White fianchettoed his bishop and I developed my knight to f6 ready to protect attacks on h5 attacking my king.
5,f4,f2f4,rnbqkb1r/ppppp1pp/5n2/5p2/5P2/6P1/PPPPP1BP/RNBQK1NR b KQkq - 0 3,Now white opened his king up by pushing his f pawn to f4.  I now allowed my LB to access a diagonal by pushing my d pawn to d6.
6,d6,d7d6,rnbqkb1r/ppp1p1pp/3p1n2/5p2/5P2/6P1/PPPPP1BP/RNBQK1NR w KQkq - 0 4,Now white opened his king up by pushing his f pawn to f4.  I now allowed my LB to access a diagonal by pushing my d pawn to d6.
7,e3,e2e3,rnbqkb1r/ppp1p1pp/3p1n2/5p2/5P2/4P1P1/PPPP2BP/RNBQK1NR b KQkq - 0 4,White pushed a pawn to ee supporting his f4 pawn and allowing his queen to access h4.
8,e5,e7e5,rnbqkb1r/ppp3pp/3p1n2/4pp2/5P2/4P1P1/PPPP2BP/RNBQK1NR w KQkq - 0 5,White pushed a pawn to ee supporting his f4 pawn and allowing his queen to access h4.
9,Ne2,g1e2,rnbqkb1r/ppp3pp/3p1n2/4pp2/5P2/4P1P1/PPPPN1BP/RNBQK2R b KQkq - 1 5,Now white developed his g knight to e2 preparing to castle and I developed my DB to e7 allowing me to castle.
10,Be7,f8e7,rnbqk2r/ppp1b1pp/3p1n2/4pp2/5P2/4P1P1/PPPPN1BP/RNBQK2R w KQkq - 2 6,Now white developed his g knight to e2 preparing to castle and I developed my DB to e7 allowing me to castle.
11,O-O,e1g1,rnbqk2r/ppp1b1pp/3p1n2/4pp2/5P2/4P1P1/PPPPN1BP/RNBQ1RK1 b kq - 3 6,So we both castled.
12,O-O,e8g8,rnbq1rk1/ppp1b1pp/3p1n2/4pp2/5P2/4P1P1/PPPPN1BP/RNBQ1RK1 w - - 4 7,So we both castled.
13,b3,b2b3,rnbq1rk1/ppp1b1pp/3p1n2/4pp2/5P2/1P2P1P1/P1PPN1BP/RNBQ1RK1 b - - 0 7,White pushed his pawn a b2 to b3 to allow his DB to fianchetto.  I developed my LB to e6 giving me access to h3 once my knight moved.
14,Be6,c8e6,rn1q1rk1/ppp1b1pp/3pbn2/4pp2/5P2/1P2P1P1/P1PPN1BP/RNBQ1RK1 w - - 1 8,White pushed his pawn a b2 to b3 to allow his DB to fianchetto.  I developed my LB to e6 giving me access to h3 once my knight moved.
15,Bxb7,g2b7,rn1q1rk1/pBp1b1pp/3pbn2/4pp2/5P2/1P2P1P1/P1PPN2P/RNBQ1RK1 b - - 0 8,I had not protected my b7 pawn from the bishop at G2 so white captured this pawn attacking my a8 rook.  I moved my knight to d7 which would allow my queen to capture the bishop should it capture the rook.
16,Nbd7,b8d7,r2q1rk1/pBpnb1pp/3pbn2/4pp2/5P2/1P2P1P1/P1PPN2P/RNBQ1RK1 w - - 1 9,I had not protected my b7 pawn from the bishop at G2 so white captured this pawn attacking my a8 rook.  I moved my knight to d7 which would allow my queen to capture the bishop should it capture the rook.
17,Bxa8,b7a8,B2q1rk1/p1pnb1pp/3pbn2/4pp2/5P2/1P2P1P1/P1PPN2P/RNBQ1RK1 b - - 0 9,So that is what happened my rook was captured and I recaptured the LB with my queen which now had access to the long diagonal to h1.
18,Qxa8,d8a8,q4rk1/p1pnb1pp/3pbn2/4pp2/5P2/1P2P1P1/P1PPN2P/RNBQ1RK1 w - - 0 10,So that is what happened my rook was captured and I recaptured the LB with my queen which now had access to the long diagonal to h1.
19,Bb2,c1b2,q4rk1/p1pnb1pp/3pbn2/4pp2/5P2/1P2P1P1/PBPPN2P/RN1Q1RK1 b - - 1 10,White moved DB to b2 taking control of diagonal to h8 and I continued to attack moving my f knight to g4 attacking f2 and h2.
20,Ng4,f6g4,q4rk1/p1pnb1pp/3pb3/4pp2/5Pn1/1P2P1P1/PBPPN2P/RN1Q1RK1 w - - 2 11,White moved DB to b2 taking control of diagonal to h8 and I continued to attack moving my f knight to g4 attacking f2 and h2.
21,h3,h2h3,q4rk1/p1pnb1pp/3pb3/4pp2/5Pn1/1P2P1PP/PBPPN3/RN1Q1RK1 b - - 0 11,White pushed h pawn to h3 attacking my knight at g4.  I now brought my LB on to the h1 diagonal with my queen at a8 following the capture of the LB earlier.
22,Bd5,e6d5,q4rk1/p1pnb1pp/3p4/3bpp2/5Pn1/1P2P1PP/PBPPN3/RN1Q1RK1 w - - 1 12,White pushed h pawn to h3 attacking my knight at g4.  I now brought my LB on to the h1 diagonal with my queen at a8 following the capture of the LB earlier.
23,c4,c2c4,q4rk1/p1pnb1pp/3p4/3bpp2/2P2Pn1/1P2P1PP/PB1PN3/RN1Q1RK1 b - - 0 12,White now moved pawn to c4 and I am not sure my opponent understood the difficulties he was in.  I now attack rook at f1 with my LB at g2 protected by the queen at a8 so the king could not capture the bishop.
24,Bg2,d5g2,q4rk1/p1pnb1pp/3p4/4pp2/2P2Pn1/1P2P1PP/PB1PN1b1/RN1Q1RK1 w - - 1 13,White now moved pawn to c4 and I am not sure my opponent understood the difficulties he was in.  I now attack rook at f1 with my LB at g2 protected by the queen at a8 so the king could not capture the bishop.
25,hxg4,h3g4,q4rk1/p1pnb1pp/3p4/4pp2/2P2PP1/1P2P1P1/PB1PN1b1/RN1Q1RK1 b - - 0 13,White captured my knight at g4 and I moved my LB to h3 still attacking the rook but allowing the queen to access the g2 and h1 squares.
26,Bh3,g2h3,q4rk1/p1pnb1pp/3p4/4pp2/2P2PP1/1P2P1Pb/PB1PN3/RN1Q1RK1 w - - 1 14,White captured my knight at g4 and I moved my LB to h3 still attacking the rook but allowing the queen to access the g2 and h1 squares.
27,Re1,f1e1,q4rk1/p1pnb1pp/3p4/4pp2/2P2PP1/1P2P1Pb/PB1PN3/RN1QR1K1 b - - 2 14,"All that white could do was to move the rook with a choice of squares f2, f3 or e1.  I think if the rook had gone to f2 then this would have meant he could take the queen when it came up to f3 or g2.  Whereas white moved the rook out of the way not expecting it to be the end of the game and I moved my queen to g2 and it was checkmate."
