N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,This was back when I played the Hanham Philidor move order. White gains an edge now with Bc4 after best play.
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,This was back when I played the Hanham Philidor move order. White gains an edge now with Bc4 after best play.
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,This was back when I played the Hanham Philidor move order. White gains an edge now with Bc4 after best play.
4,d6,d7d6,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,This was back when I played the Hanham Philidor move order. White gains an edge now with Bc4 after best play.
5,d4,d2d4,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,This was back when I played the Hanham Philidor move order. White gains an edge now with Bc4 after best play.
6,Nd7,b8d7,r1bqkbnr/pppn1ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,This was back when I played the Hanham Philidor move order. White gains an edge now with Bc4 after best play.
7,c4,c2c4,r1bqkbnr/pppn1ppp/3p4/4p3/2PPP3/5N2/PP3PPP/RNBQKB1R b KQkq - 0 4,But this transposes into an Old Indian.
8,Ngf6,g8f6,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PPP3/5N2/PP3PPP/RNBQKB1R w KQkq - 1 5,This does not accomplish much. Better to develop and push the Q side pawns.
9,Nc3,b1c3,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 2 5,This does not accomplish much. Better to develop and push the Q side pawns.
10,Be7,f8e7,r1bqk2r/pppnbppp/3p1n2/4p3/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 3 6,This does not accomplish much. Better to develop and push the Q side pawns.
11,Bd3,f1d3,r1bqk2r/pppnbppp/3p1n2/4p3/2PPP3/2NB1N2/PP3PPP/R1BQK2R b KQkq - 4 6,This does not accomplish much. Better to develop and push the Q side pawns.
12,O-O,e8g8,r1bq1rk1/pppnbppp/3p1n2/4p3/2PPP3/2NB1N2/PP3PPP/R1BQK2R w KQ - 5 7,This does not accomplish much. Better to develop and push the Q side pawns.
13,Be3,c1e3,r1bq1rk1/pppnbppp/3p1n2/4p3/2PPP3/2NBBN2/PP3PPP/R2QK2R b KQ - 6 7,This does not accomplish much. Better to develop and push the Q side pawns.
14,Re8,f8e8,r1bqr1k1/pppnbppp/3p1n2/4p3/2PPP3/2NBBN2/PP3PPP/R2QK2R w KQ - 7 8,This does not accomplish much. Better to develop and push the Q side pawns.
15,Qc2,d1c2,r1bqr1k1/pppnbppp/3p1n2/4p3/2PPP3/2NBBN2/PPQ2PPP/R3K2R b KQ - 8 8,This does not accomplish much. Better to develop and push the Q side pawns.
16,c6,c7c6,r1bqr1k1/pp1nbppp/2pp1n2/4p3/2PPP3/2NBBN2/PPQ2PPP/R3K2R w KQ - 0 9,This does not accomplish much. Better to develop and push the Q side pawns.
17,Ng5,f3g5,r1bqr1k1/pp1nbppp/2pp1n2/4p1N1/2PPP3/2NBB3/PPQ2PPP/R3K2R b KQ - 1 9,This does not accomplish much. Better to develop and push the Q side pawns.
18,Ng4,f6g4,r1bqr1k1/pp1nbppp/2pp4/4p1N1/2PPP1n1/2NBB3/PPQ2PPP/R3K2R w KQ - 2 10,The exchanges favor Black.
19,Nf3,g5f3,r1bqr1k1/pp1nbppp/2pp4/4p3/2PPP1n1/2NBBN2/PPQ2PPP/R3K2R b KQ - 3 10,The exchanges favor Black.
20,Nxe3,g4e3,r1bqr1k1/pp1nbppp/2pp4/4p3/2PPP3/2NBnN2/PPQ2PPP/R3K2R w KQ - 0 11,The exchanges favor Black.
21,fxe3,f2e3,r1bqr1k1/pp1nbppp/2pp4/4p3/2PPP3/2NBPN2/PPQ3PP/R3K2R b KQ - 0 11,The exchanges favor Black.
22,Bg5,e7g5,r1bqr1k1/pp1n1ppp/2pp4/4p1b1/2PPP3/2NBPN2/PPQ3PP/R3K2R w KQ - 1 12,The exchanges favor Black.
23,Nxg5,f3g5,r1bqr1k1/pp1n1ppp/2pp4/4p1N1/2PPP3/2NBP3/PPQ3PP/R3K2R b KQ - 0 12,The exchanges favor Black.
24,Qxg5,d8g5,r1b1r1k1/pp1n1ppp/2pp4/4p1q1/2PPP3/2NBP3/PPQ3PP/R3K2R w KQ - 0 13,The exchanges favor Black.
25,Qe2,c2e2,r1b1r1k1/pp1n1ppp/2pp4/4p1q1/2PPP3/2NBP3/PP2Q1PP/R3K2R b KQ - 1 13,"Purely to provoke d5, fixing the pawn structure."
26,Nf6,d7f6,r1b1r1k1/pp3ppp/2pp1n2/4p1q1/2PPP3/2NBP3/PP2Q1PP/R3K2R w KQ - 2 14,"Purely to provoke d5, fixing the pawn structure."
27,h3,h2h3,r1b1r1k1/pp3ppp/2pp1n2/4p1q1/2PPP3/2NBP2P/PP2Q1P1/R3K2R b KQ - 0 14,"Purely to provoke d5, fixing the pawn structure."
28,Be6,c8e6,r3r1k1/pp3ppp/2ppbn2/4p1q1/2PPP3/2NBP2P/PP2Q1P1/R3K2R w KQ - 1 15,"Purely to provoke d5, fixing the pawn structure."
29,d5,d4d5,r3r1k1/pp3ppp/2ppbn2/3Pp1q1/2P1P3/2NBP2P/PP2Q1P1/R3K2R b KQ - 0 15,Now Black exchanges and hopes for an attack now that the King has decided its home.
30,Bd7,e6d7,r3r1k1/pp1b1ppp/2pp1n2/3Pp1q1/2P1P3/2NBP2P/PP2Q1P1/R3K2R w KQ - 1 16,Now Black exchanges and hopes for an attack now that the King has decided its home.
31,O-O-O,e1c1,r3r1k1/pp1b1ppp/2pp1n2/3Pp1q1/2P1P3/2NBP2P/PP2Q1P1/2KR3R b - - 2 16,Now Black exchanges and hopes for an attack now that the King has decided its home.
32,cxd5,c6d5,r3r1k1/pp1b1ppp/3p1n2/3pp1q1/2P1P3/2NBP2P/PP2Q1P1/2KR3R w - - 0 17,Now Black exchanges and hopes for an attack now that the King has decided its home.
33,Nxd5,c3d5,r3r1k1/pp1b1ppp/3p1n2/3Np1q1/2P1P3/3BP2P/PP2Q1P1/2KR3R b - - 0 17,"White has undoubled the pawns, but Black hopes to get a strong attack in exchange."
34,Nxd5,f6d5,r3r1k1/pp1b1ppp/3p4/3np1q1/2P1P3/3BP2P/PP2Q1P1/2KR3R w - - 0 18,"White has undoubled the pawns, but Black hopes to get a strong attack in exchange."
35,exd5,e4d5,r3r1k1/pp1b1ppp/3p4/3Pp1q1/2P5/3BP2P/PP2Q1P1/2KR3R b - - 0 18,"White has undoubled the pawns, but Black hopes to get a strong attack in exchange."
36,Rac8,a8c8,2r1r1k1/pp1b1ppp/3p4/3Pp1q1/2P5/3BP2P/PP2Q1P1/2KR3R w - - 1 19,"White has undoubled the pawns, but Black hopes to get a strong attack in exchange."
37,Kb1,c1b1,2r1r1k1/pp1b1ppp/3p4/3Pp1q1/2P5/3BP2P/PP2Q1P1/1K1R3R b - - 2 19,"This advance is part of the plan, Black wants to play b5"
38,e4,e5e4,2r1r1k1/pp1b1ppp/3p4/3P2q1/2P1p3/3BP2P/PP2Q1P1/1K1R3R w - - 0 20,"This advance is part of the plan, Black wants to play b5"
39,Bc2,d3c2,2r1r1k1/pp1b1ppp/3p4/3P2q1/2P1p3/4P2P/PPB1Q1P1/1K1R3R b - - 1 20,Black now pressures the weak d pawn.
