N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Here nicely attacking each other !
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Here nicely attacking each other !
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Here nicely attacking each other !
4,Nf6,g8f6,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Here nicely attacking each other !
5,Nxe5,f3e5,rnbqkb1r/pppp1ppp/5n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 0 3,Like to have less pieces.
6,Nxe4,f6e4,rnbqkb1r/pppp1ppp/8/4N3/4n3/8/PPPP1PPP/RNBQKB1R w KQkq - 0 4,Like to have less pieces.
7,Qf3,d1f3,rnbqkb1r/pppp1ppp/8/4N3/4n3/5Q2/PPPP1PPP/RNB1KB1R b KQkq - 1 4,Black side is slightly taking control of the board !
8,Nf6,e4f6,rnbqkb1r/pppp1ppp/5n2/4N3/8/5Q2/PPPP1PPP/RNB1KB1R w KQkq - 2 5,Black side is slightly taking control of the board !
9,b3,b2b3,rnbqkb1r/pppp1ppp/5n2/4N3/8/1P3Q2/P1PP1PPP/RNB1KB1R b KQkq - 0 5,Black side is slightly taking control of the board !
10,d6,d7d6,rnbqkb1r/ppp2ppp/3p1n2/4N3/8/1P3Q2/P1PP1PPP/RNB1KB1R w KQkq - 0 6,Black side is slightly taking control of the board !
11,Nxf7,e5f7,rnbqkb1r/ppp2Npp/3p1n2/8/8/1P3Q2/P1PP1PPP/RNB1KB1R b KQkq - 0 6,Brave white Knight ! It  looks like a sack ! Better be watching !
12,Kxf7,e8f7,rnbq1b1r/ppp2kpp/3p1n2/8/8/1P3Q2/P1PP1PPP/RNB1KB1R w KQ - 0 7,"Black King in front, asking trouble, but fortunately, Bishop covered the King."
13,Bc4+,f1c4,rnbq1b1r/ppp2kpp/3p1n2/8/2B5/1P3Q2/P1PP1PPP/RNB1K2R b KQ - 1 7,"Black King in front, asking trouble, but fortunately, Bishop covered the King."
14,Be6,c8e6,rn1q1b1r/ppp2kpp/3pbn2/8/2B5/1P3Q2/P1PP1PPP/RNB1K2R w KQ - 2 8,"Black King in front, asking trouble, but fortunately, Bishop covered the King."
15,Qxb7,f3b7,rn1q1b1r/pQp2kpp/3pbn2/8/2B5/1P6/P1PP1PPP/RNB1K2R b KQ - 0 8,Further white Queen is trying to do some damage.
16,Nbd7,b8d7,r2q1b1r/pQpn1kpp/3pbn2/8/2B5/1P6/P1PP1PPP/RNB1K2R w KQ - 1 9,"Unfortunately, a fork ! Get back 1 Otherwise..."
17,Bd3,c4d3,r2q1b1r/pQpn1kpp/3pbn2/8/8/1P1B4/P1PP1PPP/RNB1K2R b KQ - 2 9,"Unfortunately, a fork ! Get back 1 Otherwise..."
18,Nc5,d7c5,r2q1b1r/pQp2kpp/3pbn2/2n5/8/1P1B4/P1PP1PPP/RNB1K2R w KQ - 3 10,"Unfortunately, a fork ! Get back 1 Otherwise..."
19,Qf3,b7f3,r2q1b1r/p1p2kpp/3pbn2/2n5/8/1P1B1Q2/P1PP1PPP/RNB1K2R b KQ - 4 10,Another attack. This time white king was the target.
20,Nxd3+,c5d3,r2q1b1r/p1p2kpp/3pbn2/8/8/1P1n1Q2/P1PP1PPP/RNB1K2R w KQ - 0 11,Another attack. This time white king was the target.
21,cxd3,c2d3,r2q1b1r/p1p2kpp/3pbn2/8/8/1P1P1Q2/P2P1PPP/RNB1K2R b KQ - 0 11,Pawn got rid of the Knight. I guess...   11. Qxd3 is better.
22,Bg4,e6g4,r2q1b1r/p1p2kpp/3p1n2/8/6b1/1P1P1Q2/P2P1PPP/RNB1K2R w KQ - 1 12,See ! Further trouble.
23,Qf4,f3f4,r2q1b1r/p1p2kpp/3p1n2/8/5Qb1/1P1P4/P2P1PPP/RNB1K2R b KQ - 2 12,One after another ... because of that silly move.
24,Qe8+,d8e8,r3qb1r/p1p2kpp/3p1n2/8/5Qb1/1P1P4/P2P1PPP/RNB1K2R w KQ - 3 13,One after another ... because of that silly move.
25,Kf1,e1f1,r3qb1r/p1p2kpp/3p1n2/8/5Qb1/1P1P4/P2P1PPP/RNB2K1R b - - 4 13,White King is in great danger ! what to do? Watch out...
26,Qe2+,e8e2,r4b1r/p1p2kpp/3p1n2/8/5Qb1/1P1P4/P2PqPPP/RNB2K1R w - - 5 14,White King is in great danger ! what to do? Watch out...
27,Kg1,f1g1,r4b1r/p1p2kpp/3p1n2/8/5Qb1/1P1P4/P2PqPPP/RNB3KR b - - 6 14,"Done !
White side is too aggressive. First, need some covering for the King then one can attack the other."
28,Qe1#,e2e1,r4b1r/p1p2kpp/3p1n2/8/5Qb1/1P1P4/P2P1PPP/RNB1q1KR w - - 7 15,"Done !
White side is too aggressive. First, need some covering for the King then one can attack the other."
