N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"White play king's gambit.
It is one from my favourite openings,.. but when I play as white"
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"White play king's gambit.
It is one from my favourite openings,.. but when I play as white"
3,f4,f2f4,rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,"White play king's gambit.
It is one from my favourite openings,.. but when I play as white"
4,d5,d7d5,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,In answer I try to play counter-gambit - to give my opponent a pawn too
5,exd5,e4d5,rnbqkbnr/ppp2ppp/8/3Pp3/5P2/8/PPPP2PP/RNBQKBNR b KQkq - 0 3,And my opponent takes it
6,Qxd5,d8d5,rnb1kbnr/ppp2ppp/8/3qp3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,"I take pawn too, by queen, to else to defend my pawn on e5"
7,fxe5,f4e5,rnb1kbnr/ppp2ppp/8/3qP3/8/8/PPPP2PP/RNBQKBNR b KQkq - 0 4,white beats pawn e5
8,Nc6,b8c6,r1b1kbnr/ppp2ppp/2n5/3qP3/8/8/PPPP2PP/RNBQKBNR w KQkq - 1 5,I attack on white pawn by knight to help a queen and simply to develop figures
9,Nc3,b1c3,r1b1kbnr/ppp2ppp/2n5/3qP3/8/2N5/PPPP2PP/R1BQKBNR b KQkq - 2 5,White knight attack black queen
10,Qxe5+,d5e5,r1b1kbnr/ppp2ppp/2n5/4q3/8/2N5/PPPP2PP/R1BQKBNR w KQkq - 0 6,"Queen takes a pawn on e5 with check.
In this position I see some advantage of white side, because black hasn't pawns in the center and its queen may to persecute.
But from another side, queen gave a check to opponent's king and can't to persecute at this moment, so black wins a time (tempo)"
11,Qe2,d1e2,r1b1kbnr/ppp2ppp/2n5/4q3/8/2N5/PPPPQ1PP/R1B1KBNR b KQkq - 1 6,Queen defends a king
12,Qxe2+,e5e2,r1b1kbnr/ppp2ppp/2n5/8/8/2N5/PPPPq1PP/R1B1KBNR w KQkq - 0 7,"Black queen beats white queen, check"
13,Bxe2,f1e2,r1b1kbnr/ppp2ppp/2n5/8/8/2N5/PPPPB1PP/R1B1K1NR b KQkq - 0 7,"Bishop beats a queen. If you catch sight of - a game became develop on: black attacks - white defends, - but not on the contrary - it is a cost of time"
14,Nd4,c6d4,r1b1kbnr/ppp2ppp/8/8/3n4/2N5/PPPPB1PP/R1B1K1NR w KQkq - 1 8,Black knight goes in offensive and menaces by fork on c2
15,Bd1,e2d1,r1b1kbnr/ppp2ppp/8/8/3n4/2N5/PPPP2PP/R1BBK1NR b KQkq - 2 8,White bishop defends point and pawn c2
16,Bf5,c8f5,r3kbnr/ppp2ppp/8/5b2/3n4/2N5/PPPP2PP/R1BBK1NR w KQkq - 3 9,Black bishop also makes a pressure on c2
17,d3,d2d3,r3kbnr/ppp2ppp/8/5b2/3n4/2NP4/PPP3PP/R1BBK1NR b KQkq - 0 9,"White defends by advance a pawn on d3, to overlap a line of the charge of black bishop f5"
18,O-O-O,e8c8,2kr1bnr/ppp2ppp/8/5b2/3n4/2NP4/PPP3PP/R1BBK1NR w KQ - 1 10,"Black makes a long castling, to lock up a king and, first of all, quickly put a rook nearer to the theatre of main actions"
19,Be3,c1e3,2kr1bnr/ppp2ppp/8/5b2/3n4/2NPB3/PPP3PP/R2BK1NR b KQ - 2 10,"White bishop, what free from defence of point c2, attacks black knight. And not only!  I see, that also bishop e3 trains on the in-sheltered black pawn a7, if a knight on d4 will leave itself place"
20,Nxc2+,d4c2,2kr1bnr/ppp2ppp/8/5b2/8/2NPB3/PPn3PP/R2BK1NR w KQ - 0 11,And I hesitate to sacrifice my knight to win a tempo. Black knight beats a pawn c2 - check with fork - an offer from what not easily to give up
21,Bxc2,d1c2,2kr1bnr/ppp2ppp/8/5b2/8/2NPB3/PPB3PP/R3K1NR b KQ - 0 11,White bishop beats black knight on c2
22,Bxd3,f5d3,2kr1bnr/ppp2ppp/8/8/8/2NbB3/PPB3PP/R3K1NR w KQ - 0 12,"Black bishop beats white pawn on d3 and wipes out last opportunity to capture a center by pawns in this game. After this move we can see two absolutely open verticals - d and e, - one from what controls by black rook - it is a plus for black side. From another side white has material advantage +1"
