N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,QPG
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,QPG
3,c4,c2c4,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,Queen's gambit
4,c6,c7c6,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,Slav defence
5,Nc3,b1c3,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,Alekhine variation
6,Nf6,g8f6,rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,In this position I prefer the fianchetto bishop and a strong castle. I wasn't attracted by e6 blocking my light square bishop completely and pinning my f6 knight
7,Bg5,c1g5,rnbqkb1r/pp2pppp/2p2n2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 3 4,In this position I prefer the fianchetto bishop and a strong castle. I wasn't attracted by e6 blocking my light square bishop completely and pinning my f6 knight
8,g6,g7g6,rnbqkb1r/pp2pp1p/2p2np1/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 5,In this position I prefer the fianchetto bishop and a strong castle. I wasn't attracted by e6 blocking my light square bishop completely and pinning my f6 knight
9,e3,e2e3,rnbqkb1r/pp2pp1p/2p2np1/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 5,Exchanging too early?
10,Bg7,f8g7,rnbqk2r/pp2ppbp/2p2np1/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQkq - 1 6,Exchanging too early?
11,Nf3,g1f3,rnbqk2r/pp2ppbp/2p2np1/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 2 6,Exchanging too early?
12,Bg4,c8g4,rn1qk2r/pp2ppbp/2p2np1/3p2B1/2PP2b1/2N1PN2/PP3PPP/R2QKB1R w KQkq - 3 7,Exchanging too early?
13,Be2,f1e2,rn1qk2r/pp2ppbp/2p2np1/3p2B1/2PP2b1/2N1PN2/PP2BPPP/R2QK2R b KQkq - 4 7,Exchanging too early?
14,dxc4,d5c4,rn1qk2r/pp2ppbp/2p2np1/6B1/2pP2b1/2N1PN2/PP2BPPP/R2QK2R w KQkq - 0 8,Exchanging too early?
15,Bxf6,g5f6,rn1qk2r/pp2ppbp/2p2Bp1/8/2pP2b1/2N1PN2/PP2BPPP/R2QK2R b KQkq - 0 8,Exchanging too early?
16,Bxf6,g7f6,rn1qk2r/pp2pp1p/2p2bp1/8/2pP2b1/2N1PN2/PP2BPPP/R2QK2R w KQkq - 0 9,"Nxc4 was largely better, killing the passed pawn and protecting from the following move"
17,Ne5,f3e5,rn1qk2r/pp2pp1p/2p2bp1/4N3/2pP2b1/2N1P3/PP2BPPP/R2QK2R b KQkq - 1 9,"Nxc4 was largely better, killing the passed pawn and protecting from the following move"
18,Bxe2,g4e2,rn1qk2r/pp2pp1p/2p2bp1/4N3/2pP4/2N1P3/PP2bPPP/R2QK2R w KQkq - 0 10,"Nxc4 was largely better, killing the passed pawn and protecting from the following move"
19,Nxe2,c3e2,rn1qk2r/pp2pp1p/2p2bp1/4N3/2pP4/4P3/PP2NPPP/R2QK2R b KQkq - 0 10,"Nxc4 was largely better, killing the passed pawn and protecting from the following move"
