N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Classic e4.
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Regular by NRG.
3,Nc3,b1c3,rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,Developing...
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,Developing as well...
5,b3,b2b3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/1PN5/P1PP1PPP/R1BQKBNR b KQkq - 0 3,Want mayB 2 control the diagonal? with Bb2?
6,Nf6,g8f6,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/1PN5/P1PP1PPP/R1BQKBNR w KQkq - 1 4,"Strengthening same diagonal of a1 h8,   threatening e4 & developing further."
7,Bb2,c1b2,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/1PN5/PBPP1PPP/R2QKBNR b KQkq - 2 4,obviously.
8,Nd4,c6d4,r1bqkb1r/pppp1ppp/5n2/4p3/3nP3/1PN5/PBPP1PPP/R2QKBNR w KQkq - 3 5,"Exellent move by black, captures the middle while protected by e5 well developed, has no threat of c2 because of Nc3 blocking the way."
9,Nge2,g1e2,r1bqkb1r/pppp1ppp/5n2/4p3/3nP3/1PN5/PBPPNPPP/R2QKB1R b KQkq - 4 5,White wants to remove the threat. Black will need to strengthen the posiyion even further to remain in control.
10,Bc5,f8c5,r1bqk2r/pppp1ppp/5n2/2b1p3/3nP3/1PN5/PBPPNPPP/R2QKB1R w KQkq - 5 6,As the prophecy foretold.
11,Na4,c3a4,r1bqk2r/pppp1ppp/5n2/2b1p3/N2nP3/1P6/PBPPNPPP/R2QKB1R b KQkq - 6 6,"Opening up Bb2   a threat on Bc5, but, mistake, left the guerd on e4, now Nxe5, gaining a magor center position."
12,d6,d7d6,r1bqk2r/ppp2ppp/3p1n2/2b1p3/N2nP3/1P6/PBPPNPPP/R2QKB1R w KQkq - 0 7,"But 1st, protect the B, wasting a bit of time, but also opening for Bc8."
13,f4,f2f4,r1bqk2r/ppp2ppp/3p1n2/2b1p3/N2nPP2/1P6/PBPPN1PP/R2QKB1R b KQkq - 0 7,"Bad move by white, should have went for BxNd4 to remove the threat, but probably didn't want to lose the diagonal, then was also possible Nxd5 at least."
14,Bg4,c8g4,r2qk2r/ppp2ppp/3p1n2/2b1p3/N2nPPb1/1P6/PBPPN1PP/R2QKB1R w KQkq - 1 8,Development & the begining of the end game.
15,h3,h2h3,r2qk2r/ppp2ppp/3p1n2/2b1p3/N2nPPb1/1P5P/PBPPN1P1/R2QKB1R b KQkq - 0 8,"Weak try to remove the threat, Black's next move is obvious..."
16,Bxe2,g4e2,r2qk2r/ppp2ppp/3p1n2/2b1p3/N2nPP2/1P5P/PBPPb1P1/R2QKB1R w KQkq - 0 9,Staying in offence & weakening the K's defence.
17,Bxe2,f1e2,r2qk2r/ppp2ppp/3p1n2/2b1p3/N2nPP2/1P5P/PBPPB1P1/R2QK2R b KQkq - 0 9,Obviously.
18,Nxe4,f6e4,r2qk2r/ppp2ppp/3p4/2b1p3/N2nnP2/1P5P/PBPPB1P1/R2QK2R w KQkq - 0 10,Now is the right time to go in.
19,Nxc5,a4c5,r2qk2r/ppp2ppp/3p4/2N1p3/3nnP2/1P5P/PBPPB1P1/R2QK2R b KQkq - 0 10,"2 little, 2 late. Bxd4 would have been much better."
20,Qh4+,d8h4,r3k2r/ppp2ppp/3p4/2N1p3/3nnP1q/1P5P/PBPPB1P1/R2QK2R w KQkq - 1 11,"White resigns because Qh4   Ne4   Nd4 will win anyway, while white's Q is blocked & all others are 2 far from reaching the battlefield. Swift victory by Black."
