N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"A sharp Kalashnikov where White tries a rare sideline and Black defends very well for a time, but ultimately succumbs to a tricky idea from White. The jury is out on this variation after Black's very strong 8..Rg8!"
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"Introducing the modern Kalashnikov Sicilian, which is basically a Sveshnikov setup without the 4..Nf6 5.Nc3 intermezzo. Black immediately lashes out in the center with tempo."
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"Introducing the modern Kalashnikov Sicilian, which is basically a Sveshnikov setup without the 4..Nf6 5.Nc3 intermezzo. Black immediately lashes out in the center with tempo."
4,Nc6,b8c6,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,"Introducing the modern Kalashnikov Sicilian, which is basically a Sveshnikov setup without the 4..Nf6 5.Nc3 intermezzo. Black immediately lashes out in the center with tempo."
5,d4,d2d4,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"Introducing the modern Kalashnikov Sicilian, which is basically a Sveshnikov setup without the 4..Nf6 5.Nc3 intermezzo. Black immediately lashes out in the center with tempo."
6,cxd4,c5d4,r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,"Introducing the modern Kalashnikov Sicilian, which is basically a Sveshnikov setup without the 4..Nf6 5.Nc3 intermezzo. Black immediately lashes out in the center with tempo."
7,Nxd4,f3d4,r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,"Introducing the modern Kalashnikov Sicilian, which is basically a Sveshnikov setup without the 4..Nf6 5.Nc3 intermezzo. Black immediately lashes out in the center with tempo."
8,e5,e7e5,r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,"Introducing the modern Kalashnikov Sicilian, which is basically a Sveshnikov setup without the 4..Nf6 5.Nc3 intermezzo. Black immediately lashes out in the center with tempo."
9,Nb5,d4b5,r1bqkbnr/pp1p1ppp/2n5/1N2p3/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 1 5,"Introducing the modern Kalashnikov Sicilian, which is basically a Sveshnikov setup without the 4..Nf6 5.Nc3 intermezzo. Black immediately lashes out in the center with tempo."
10,d6,d7d6,r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6,"Introducing the modern Kalashnikov Sicilian, which is basically a Sveshnikov setup without the 4..Nf6 5.Nc3 intermezzo. Black immediately lashes out in the center with tempo."
