N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"An adventure in the main line of the 9.Bc4 Yugoslav, the Soltis Variation. It is a typical Dragon encounter, which is to say pawn storms rage on both flanks and Black sacs the Exchange for attacking chances (but not on c3!)."
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"The 9.Bc4 Yugoslav, signaling a double-edged game. This move is far from refuted, but White players are lately flocking to the 9.0-0-0 plan, keeping the bishop at home (intending to save time on the Bc4-b3 maneuver by simply avoiding it) and virtually forcing Black to play 9... d5 with liquidation and a very small edge for White. After 9.Bc4, plenty of tactical possibilities arise."
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"The 9.Bc4 Yugoslav, signaling a double-edged game. This move is far from refuted, but White players are lately flocking to the 9.0-0-0 plan, keeping the bishop at home (intending to save time on the Bc4-b3 maneuver by simply avoiding it) and virtually forcing Black to play 9... d5 with liquidation and a very small edge for White. After 9.Bc4, plenty of tactical possibilities arise."
4,d6,d7d6,rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,"The 9.Bc4 Yugoslav, signaling a double-edged game. This move is far from refuted, but White players are lately flocking to the 9.0-0-0 plan, keeping the bishop at home (intending to save time on the Bc4-b3 maneuver by simply avoiding it) and virtually forcing Black to play 9... d5 with liquidation and a very small edge for White. After 9.Bc4, plenty of tactical possibilities arise."
5,d4,d2d4,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"The 9.Bc4 Yugoslav, signaling a double-edged game. This move is far from refuted, but White players are lately flocking to the 9.0-0-0 plan, keeping the bishop at home (intending to save time on the Bc4-b3 maneuver by simply avoiding it) and virtually forcing Black to play 9... d5 with liquidation and a very small edge for White. After 9.Bc4, plenty of tactical possibilities arise."
6,cxd4,c5d4,rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,"The 9.Bc4 Yugoslav, signaling a double-edged game. This move is far from refuted, but White players are lately flocking to the 9.0-0-0 plan, keeping the bishop at home (intending to save time on the Bc4-b3 maneuver by simply avoiding it) and virtually forcing Black to play 9... d5 with liquidation and a very small edge for White. After 9.Bc4, plenty of tactical possibilities arise."
7,Nxd4,f3d4,rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,"The 9.Bc4 Yugoslav, signaling a double-edged game. This move is far from refuted, but White players are lately flocking to the 9.0-0-0 plan, keeping the bishop at home (intending to save time on the Bc4-b3 maneuver by simply avoiding it) and virtually forcing Black to play 9... d5 with liquidation and a very small edge for White. After 9.Bc4, plenty of tactical possibilities arise."
8,Nf6,g8f6,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,"The 9.Bc4 Yugoslav, signaling a double-edged game. This move is far from refuted, but White players are lately flocking to the 9.0-0-0 plan, keeping the bishop at home (intending to save time on the Bc4-b3 maneuver by simply avoiding it) and virtually forcing Black to play 9... d5 with liquidation and a very small edge for White. After 9.Bc4, plenty of tactical possibilities arise."
9,Nc3,b1c3,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,"The 9.Bc4 Yugoslav, signaling a double-edged game. This move is far from refuted, but White players are lately flocking to the 9.0-0-0 plan, keeping the bishop at home (intending to save time on the Bc4-b3 maneuver by simply avoiding it) and virtually forcing Black to play 9... d5 with liquidation and a very small edge for White. After 9.Bc4, plenty of tactical possibilities arise."
10,g6,g7g6,rnbqkb1r/pp2pp1p/3p1np1/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,"The 9.Bc4 Yugoslav, signaling a double-edged game. This move is far from refuted, but White players are lately flocking to the 9.0-0-0 plan, keeping the bishop at home (intending to save time on the Bc4-b3 maneuver by simply avoiding it) and virtually forcing Black to play 9... d5 with liquidation and a very small edge for White. After 9.Bc4, plenty of tactical possibilities arise."
