N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
4,Nc6,b8c6,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
5,d4,d2d4,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
6,cxd4,c5d4,r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
7,Nxd4,f3d4,r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
8,Nf6,g8f6,r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
9,Nc3,b1c3,r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
10,e5,e7e5,r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
11,Ndb5,d4b5,r1bqkb1r/pp1p1ppp/2n2n2/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 6,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
12,d6,d7d6,r1bqkb1r/pp3ppp/2np1n2/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
13,Bg5,c1g5,r1bqkb1r/pp3ppp/2np1n2/1N2p1B1/4P3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 7,With the. Idea of eventually exchanging on f6 to open the g-file and creating a pawn weakness on f6
14,a6,a7a6,r1bqkb1r/1p3ppp/p1np1n2/1N2p1B1/4P3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 8,Abitibipower has expanded rapidly in order to counter Elyhims plans on the kingside
15,Na3,b5a3,r1bqkb1r/1p3ppp/p1np1n2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R b KQkq - 1 8,Abitibipower has expanded rapidly in order to counter Elyhims plans on the kingside
16,b5,b7b5,r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq - 0 9,Abitibipower has expanded rapidly in order to counter Elyhims plans on the kingside
17,Bxf6,g5f6,r1bqkb1r/5ppp/p1np1B2/1p2p3/4P3/N1N5/PPP2PPP/R2QKB1R b KQkq - 0 9,Almost necessary because freeing the d5 point allows white to create some breathing room for his two knights on the queenside. It also forces black to mess up his pawn structure. Something he will have to resolve in order to fight for an advantage.
18,gxf6,g7f6,r1bqkb1r/5p1p/p1np1p2/1p2p3/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq - 0 10,Black plays to unravel his pawns and get rid of the knight on d5. White can not stop the attack against his knight but he will try exact a even better concession from black
19,Nd5,c3d5,r1bqkb1r/5p1p/p1np1p2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R b KQkq - 1 10,Black plays to unravel his pawns and get rid of the knight on d5. White can not stop the attack against his knight but he will try exact a even better concession from black
