N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"This is the beginning of my ""Amateur Dragon Series."" I want to show some of sample games on both sides of the Dragon that illustrate key ideas in the opening. This is instructive for me as well as anyone interested in the Dragon. I will restrict my notes to key concepts and ideas, with a tilt towards those I have not yet discussed. Hope you enjoy!"
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"This simple game illustrates the ""bite"" in the Dragon for unsuspecting White players who play ""normal"" Sicilian moves without considering the dangers of allowing Black his ideal piece formation on the queenside."
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
4,d6,d7d6,rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
5,d4,d2d4,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
6,cxd4,c5d4,rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
7,Nxd4,f3d4,rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
8,Nf6,g8f6,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
9,Nc3,b1c3,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
10,g6,g7g6,rnbqkb1r/pp2pp1p/3p1np1/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
11,f3,f2f3,rnbqkb1r/pp2pp1p/3p1np1/8/3NP3/2N2P2/PPP3PP/R1BQKB1R b KQkq - 0 6,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
12,Bg7,f8g7,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N2P2/PPP3PP/R1BQKB1R w KQkq - 1 7,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
13,Be3,c1e3,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1BP2/PPP3PP/R2QKB1R b KQkq - 2 7,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
14,O-O,e8g8,rnbq1rk1/pp2ppbp/3p1np1/8/3NP3/2N1BP2/PPP3PP/R2QKB1R w KQ - 3 8,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
15,Qd2,d1d2,rnbq1rk1/pp2ppbp/3p1np1/8/3NP3/2N1BP2/PPPQ2PP/R3KB1R b KQ - 4 8,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
16,Nc6,b8c6,r1bq1rk1/pp2ppbp/2np1np1/8/3NP3/2N1BP2/PPPQ2PP/R3KB1R w KQ - 5 9,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
17,Nxc6,d4c6,r1bq1rk1/pp2ppbp/2Np1np1/8/4P3/2N1BP2/PPPQ2PP/R3KB1R b KQ - 0 9,"A dubious idea against the Dragon; After ..bxc6 Black's central control has increased appreciably; he has the b-file, and he can now play ..Be6 (more natural than ..Bd7) without worrying about Nxe6. Indeed, the pressure on e6 and c6 that Nd4 provides is often so great that Black voluntarily plays ..Nxd4 himself to free his position. This is even better for Black."
18,bxc6,b7c6,r1bq1rk1/p3ppbp/2pp1np1/8/4P3/2N1BP2/PPPQ2PP/R3KB1R w KQ - 0 10,"This normal Rauzer plan, storming Black with h and/or g pawns, no longer works after White's 9th move. It transpires that Black's central   b-file pressure is too great. White's immediate problem is the b2 pawn - how will he defend it after the obvious ..Rb8? If 0-0-0, Black will play ..Rb8, ..Be6, and ..Qa5(-b4) with intolerable pressure. White must counter with the immediate Bc4-b3 maneuver (covering b2), or with the Classical plan Be2 and Rb1 (planning 0-0). I encourage the reader to consider just how crucial it is to protect the b2 square (indeed the whole a3-b2-c3 dark-square complex) when facing the Dragon.
Alternative variation: 10. Be2 Rb8"
19,g4,g2g4,r1bq1rk1/p3ppbp/2pp1np1/8/4P1P1/2N1BP2/PPPQ3P/R3KB1R b KQ - 0 10,"This normal Rauzer plan, storming Black with h and/or g pawns, no longer works after White's 9th move. It transpires that Black's central   b-file pressure is too great. White's immediate problem is the b2 pawn - how will he defend it after the obvious ..Rb8? If 0-0-0, Black will play ..Rb8, ..Be6, and ..Qa5(-b4) with intolerable pressure. White must counter with the immediate Bc4-b3 maneuver (covering b2), or with the Classical plan Be2 and Rb1 (planning 0-0). I encourage the reader to consider just how crucial it is to protect the b2 square (indeed the whole a3-b2-c3 dark-square complex) when facing the Dragon.
Alternative variation: 10. Be2 Rb8"
20,Be6,c8e6,r2q1rk1/p3ppbp/2ppbnp1/8/4P1P1/2N1BP2/PPPQ3P/R3KB1R w KQ - 1 11,Alternative variation: 10... Rb8 11. O-O-O Qa5 12. h4 Qb4
21,h4,h2h4,r2q1rk1/p3ppbp/2ppbnp1/8/4P1PP/2N1BP2/PPPQ4/R3KB1R b KQ - 0 11,"White was already worse, but now he is dead lost. And all he has done is play ""normal"" Dragon moves (save 9. Nxc6?). With the b-file, Black crashes through a few tempi before White can even get started.
Alternative variation: 13. Bd4 c5"
22,Rb8,a8b8,1r1q1rk1/p3ppbp/2ppbnp1/8/4P1PP/2N1BP2/PPPQ4/R3KB1R w KQ - 1 12,"White was already worse, but now he is dead lost. And all he has done is play ""normal"" Dragon moves (save 9. Nxc6?). With the b-file, Black crashes through a few tempi before White can even get started.
Alternative variation: 13. Bd4 c5"
23,h5,h4h5,1r1q1rk1/p3ppbp/2ppbnp1/7P/4P1P1/2N1BP2/PPPQ4/R3KB1R b KQ - 0 12,"White was already worse, but now he is dead lost. And all he has done is play ""normal"" Dragon moves (save 9. Nxc6?). With the b-file, Black crashes through a few tempi before White can even get started.
Alternative variation: 13. Bd4 c5"
24,Rxb2,b8b2,3q1rk1/p3ppbp/2ppbnp1/7P/4P1P1/2N1BP2/PrPQ4/R3KB1R w KQ - 0 13,"White was already worse, but now he is dead lost. And all he has done is play ""normal"" Dragon moves (save 9. Nxc6?). With the b-file, Black crashes through a few tempi before White can even get started.
Alternative variation: 13. Bd4 c5"
25,Bh6,e3h6,3q1rk1/p3ppbp/2ppbnpB/7P/4P1P1/2N2P2/PrPQ4/R3KB1R b KQ - 1 13,"White was already worse, but now he is dead lost. And all he has done is play ""normal"" Dragon moves (save 9. Nxc6?). With the b-file, Black crashes through a few tempi before White can even get started.
Alternative variation: 13. Bd4 c5"
26,Bxh6,g7h6,3q1rk1/p3pp1p/2ppbnpb/7P/4P1P1/2N2P2/PrPQ4/R3KB1R w KQ - 0 14,"Also crushing is the immediate ..Rxc3, as white can get nowhere along the h-file with the f6 knight guarding h7."
27,Qxh6,d2h6,3q1rk1/p3pp1p/2ppbnpQ/7P/4P1P1/2N2P2/PrP5/R3KB1R b KQ - 0 14,"Also crushing is the immediate ..Rxc3, as white can get nowhere along the h-file with the f6 knight guarding h7."
