N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,queens gambit
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,queens gambit
3,c4,c2c4,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,queens gambit
4,c6,c7c6,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,slav defense
5,Nc3,b1c3,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,standard
6,f5,f7f5,rnbqkbnr/pp2p1pp/2p5/3p1p2/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,interesting
7,Nf3,g1f3,rnbqkbnr/pp2p1pp/2p5/3p1p2/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,standard
8,Nf6,g8f6,rnbqkb1r/pp2p1pp/2p2n2/3p1p2/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,standard
9,Bg5,c1g5,rnbqkb1r/pp2p1pp/2p2n2/3p1pB1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 3 5,pinning his knight once he moves the pawn
10,e6,e7e6,rnbqkb1r/pp4pp/2p1pn2/3p1pB1/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,his knight is pinned
11,e3,e2e3,rnbqkb1r/pp4pp/2p1pn2/3p1pB1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 6,opening up by bishop
12,Be7,f8e7,rnbqk2r/pp2b1pp/2p1pn2/3p1pB1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 1 7,defending the pin
13,Bxf6,g5f6,rnbqk2r/pp2b1pp/2p1pB2/3p1p2/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 7,trading
14,Bxf6,e7f6,rnbqk2r/pp4pp/2p1pb2/3p1p2/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 8,trading
15,Bd3,f1d3,rnbqk2r/pp4pp/2p1pb2/3p1p2/2PP4/2NBPN2/PP3PPP/R2QK2R b KQkq - 1 8,allowing myself to castle
16,O-O,e8g8,rnbq1rk1/pp4pp/2p1pb2/3p1p2/2PP4/2NBPN2/PP3PPP/R2QK2R w KQ - 2 9,kingside
17,O-O,e1g1,rnbq1rk1/pp4pp/2p1pb2/3p1p2/2PP4/2NBPN2/PP3PPP/R2Q1RK1 b - - 3 9,we both castle kingside
18,Nd7,b8d7,r1bq1rk1/pp1n2pp/2p1pb2/3p1p2/2PP4/2NBPN2/PP3PPP/R2Q1RK1 w - - 4 10,developing
19,b4,b2b4,r1bq1rk1/pp1n2pp/2p1pb2/3p1p2/1PPP4/2NBPN2/P4PPP/R2Q1RK1 b - - 0 10,pushing my pawns
20,g5,g7g5,r1bq1rk1/pp1n3p/2p1pb2/3p1pp1/1PPP4/2NBPN2/P4PPP/R2Q1RK1 w - - 0 11,same with him
21,c5,c4c5,r1bq1rk1/pp1n3p/2p1pb2/2Pp1pp1/1P1P4/2NBPN2/P4PPP/R2Q1RK1 b - - 0 11,playing aggressively
22,g4,g5g4,r1bq1rk1/pp1n3p/2p1pb2/2Pp1p2/1P1P2p1/2NBPN2/P4PPP/R2Q1RK1 w - - 0 12,as is he
23,Nd2,f3d2,r1bq1rk1/pp1n3p/2p1pb2/2Pp1p2/1P1P2p1/2NBP3/P2N1PPP/R2Q1RK1 b - - 1 12,saving my knight
