N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"A rather quiet first move for Black, but this second move is rather curious.  Interesting."
2,e6,e7e6,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"A rather quiet first move for Black, but this second move is rather curious.  Interesting."
3,d4,d2d4,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,"A rather quiet first move for Black, but this second move is rather curious.  Interesting."
4,Qf6,d8f6,rnb1kbnr/pppp1ppp/4pq2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,"A rather quiet first move for Black, but this second move is rather curious.  Interesting."
5,Be3,c1e3,rnb1kbnr/pppp1ppp/4pq2/8/3PP3/4B3/PPP2PPP/RN1QKBNR b KQkq - 2 3,An attempt to prosecute a delayed attack.
6,d5,d7d5,rnb1kbnr/ppp2ppp/4pq2/3p4/3PP3/4B3/PPP2PPP/RN1QKBNR w KQkq - 0 4,An attempt to prosecute a delayed attack.
7,e5,e4e5,rnb1kbnr/ppp2ppp/4pq2/3pP3/3P4/4B3/PPP2PPP/RN1QKBNR b KQkq - 0 4,An attempt to press forward and gain superiority over a more open center.
8,Qe7,f6e7,rnb1kbnr/ppp1qppp/4p3/3pP3/3P4/4B3/PPP2PPP/RN1QKBNR w KQkq - 1 5,An attempt to press forward and gain superiority over a more open center.
9,c4,c2c4,rnb1kbnr/ppp1qppp/4p3/3pP3/2PP4/4B3/PP3PPP/RN1QKBNR b KQkq - 0 5,An attempt to press forward and gain superiority over a more open center.
10,Qb4+,e7b4,rnb1kbnr/ppp2ppp/4p3/3pP3/1qPP4/4B3/PP3PPP/RN1QKBNR w KQkq - 1 6,"Defeats the aggressive alternative 6...dxc4, beaten by 7. a3 Qb6 8.Bxc4."
11,Qd2,d1d2,rnb1kbnr/ppp2ppp/4p3/3pP3/1qPP4/4B3/PP1Q1PPP/RN2KBNR b KQkq - 2 6,"Defeats the aggressive alternative 6...dxc4, beaten by 7. a3 Qb6 8.Bxc4."
12,Qb6,b4b6,rnb1kbnr/ppp2ppp/1q2p3/3pP3/2PP4/4B3/PP1Q1PPP/RN2KBNR w KQkq - 3 7,"Defeats the aggressive alternative 6...dxc4, beaten by 7. a3 Qb6 8.Bxc4."
13,a3,a2a3,rnb1kbnr/ppp2ppp/1q2p3/3pP3/2PP4/P3B3/1P1Q1PPP/RN2KBNR b KQkq - 0 7,"Black has missed White's bridge to be built, attacking the Queen."
14,c6,c7c6,rnb1kbnr/pp3ppp/1qp1p3/3pP3/2PP4/P3B3/1P1Q1PPP/RN2KBNR w KQkq - 0 8,"Black has missed White's bridge to be built, attacking the Queen."
15,b4,b2b4,rnb1kbnr/pp3ppp/1qp1p3/3pP3/1PPP4/P3B3/3Q1PPP/RN2KBNR b KQkq - 0 8,"Black has missed White's bridge to be built, attacking the Queen."
16,g6,g7g6,rnb1kbnr/pp3p1p/1qp1p1p1/3pP3/1PPP4/P3B3/3Q1PPP/RN2KBNR w KQkq - 0 9,"Black has missed White's bridge to be built, attacking the Queen."
17,c5,c4c5,rnb1kbnr/pp3p1p/1qp1p1p1/2PpP3/1P1P4/P3B3/3Q1PPP/RN2KBNR b KQkq - 0 9,"White has a strong queenside position, attacking Black and getting a good stonewall position far into Black's side of the board."
18,Qc7,b6c7,rnb1kbnr/ppq2p1p/2p1p1p1/2PpP3/1P1P4/P3B3/3Q1PPP/RN2KBNR w KQkq - 1 10,White has made a small mistake and now stands to lose a pawn.
19,f4,f2f4,rnb1kbnr/ppq2p1p/2p1p1p1/2PpP3/1P1P1P2/P3B3/3Q2PP/RN2KBNR b KQkq - 0 10,White has made a small mistake and now stands to lose a pawn.
20,Nh6,g8h6,rnb1kb1r/ppq2p1p/2p1p1pn/2PpP3/1P1P1P2/P3B3/3Q2PP/RN2KBNR w KQkq - 1 11,White has made a small mistake and now stands to lose a pawn.
21,Be2,f1e2,rnb1kb1r/ppq2p1p/2p1p1pn/2PpP3/1P1P1P2/P3B3/3QB1PP/RN2K1NR b KQkq - 2 11,White has made a small mistake and now stands to lose a pawn.
22,Qe7,c7e7,rnb1kb1r/pp2qp1p/2p1p1pn/2PpP3/1P1P1P2/P3B3/3QB1PP/RN2K1NR w KQkq - 3 12,White has made a small mistake and now stands to lose a pawn.
23,g4,g2g4,rnb1kb1r/pp2qp1p/2p1p1pn/2PpP3/1P1P1PP1/P3B3/3QB2P/RN2K1NR b KQkq - 0 12,White has made a small mistake and now stands to lose a pawn.
24,Qh4+,e7h4,rnb1kb1r/pp3p1p/2p1p1pn/2PpP3/1P1P1PPq/P3B3/3QB2P/RN2K1NR w KQkq - 1 13,White has made a small mistake and now stands to lose a pawn.
25,Bf2,e3f2,rnb1kb1r/pp3p1p/2p1p1pn/2PpP3/1P1P1PPq/P7/3QBB1P/RN2K1NR b KQkq - 2 13,"Black is arguably incompetent and misses a good chance, allowing White to continue on the offensive."
26,Qe7,h4e7,rnb1kb1r/pp2qp1p/2p1p1pn/2PpP3/1P1P1PP1/P7/3QBB1P/RN2K1NR w KQkq - 3 14,"Black is arguably incompetent and misses a good chance, allowing White to continue on the offensive."
27,g5,g4g5,rnb1kb1r/pp2qp1p/2p1p1pn/2PpP1P1/1P1P1P2/P7/3QBB1P/RN2K1NR b KQkq - 0 14,"Black has few good attacks and really ought to shore up his defense, but instead moves his king to a place which is not well defended."
28,Nf5,h6f5,rnb1kb1r/pp2qp1p/2p1p1p1/2PpPnP1/1P1P1P2/P7/3QBB1P/RN2K1NR w KQkq - 1 15,"Black has few good attacks and really ought to shore up his defense, but instead moves his king to a place which is not well defended."
29,Nc3,b1c3,rnb1kb1r/pp2qp1p/2p1p1p1/2PpPnP1/1P1P1P2/P1N5/3QBB1P/R3K1NR b KQkq - 2 15,"Black has few good attacks and really ought to shore up his defense, but instead moves his king to a place which is not well defended."
30,Bg7,f8g7,rnb1k2r/pp2qpbp/2p1p1p1/2PpPnP1/1P1P1P2/P1N5/3QBB1P/R3K1NR w KQkq - 3 16,"Black has few good attacks and really ought to shore up his defense, but instead moves his king to a place which is not well defended."
31,Nf3,g1f3,rnb1k2r/pp2qpbp/2p1p1p1/2PpPnP1/1P1P1P2/P1N2N2/3QBB1P/R3K2R b KQkq - 4 16,"Black has few good attacks and really ought to shore up his defense, but instead moves his king to a place which is not well defended."
32,O-O,e8g8,rnb2rk1/pp2qpbp/2p1p1p1/2PpPnP1/1P1P1P2/P1N2N2/3QBB1P/R3K2R w KQ - 5 17,"Black has few good attacks and really ought to shore up his defense, but instead moves his king to a place which is not well defended."
33,Nh4,f3h4,rnb2rk1/pp2qpbp/2p1p1p1/2PpPnP1/1P1P1P1N/P1N5/3QBB1P/R3K2R b KQ - 6 17,Black's dinking around has allowed White to clear off Black's pesky knight.
34,Na6,b8a6,r1b2rk1/pp2qpbp/n1p1p1p1/2PpPnP1/1P1P1P1N/P1N5/3QBB1P/R3K2R w KQ - 7 18,Black's dinking around has allowed White to clear off Black's pesky knight.
35,Nxf5,h4f5,r1b2rk1/pp2qpbp/n1p1p1p1/2PpPNP1/1P1P1P2/P1N5/3QBB1P/R3K2R b KQ - 0 18,Black's dinking around has allowed White to clear off Black's pesky knight.
36,exf5,e6f5,r1b2rk1/pp2qpbp/n1p3p1/2PpPpP1/1P1P1P2/P1N5/3QBB1P/R3K2R w KQ - 0 19,Black's dinking around has allowed White to clear off Black's pesky knight.
37,h4,h2h4,r1b2rk1/pp2qpbp/n1p3p1/2PpPpP1/1P1P1P1P/P1N5/3QBB2/R3K2R b KQ - 0 19,"Now we can see the writing on the wall.  Nonetheless, 21...h6 would force 22.gxh6 Bxh6 23. Rxh6 Kg7 forcing a retreat and allowing for some possible Black action to save a draw."
