N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,Standard Queen's pawn opening.
2,g6,g7g6,rnbqkbnr/pppppp1p/6p1/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,Fianchetto bishop and castle Kingside.
3,e4,e2e4,rnbqkbnr/pppppp1p/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,Fianchetto bishop and castle Kingside.
4,d6,d7d6,rnbqkbnr/ppp1pp1p/3p2p1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,Fianchetto bishop and castle Kingside.
5,Be3,c1e3,rnbqkbnr/ppp1pp1p/3p2p1/8/3PP3/4B3/PPP2PPP/RN1QKBNR b KQkq - 1 3,Fianchetto bishop and castle Kingside.
6,Nf6,g8f6,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/4B3/PPP2PPP/RN1QKBNR w KQkq - 2 4,Fianchetto bishop and castle Kingside.
7,Nc3,b1c3,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N1B3/PPP2PPP/R2QKBNR b KQkq - 3 4,Fianchetto bishop and castle Kingside.
8,Bg7,f8g7,rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N1B3/PPP2PPP/R2QKBNR w KQkq - 4 5,Fianchetto bishop and castle Kingside.
9,Nge2,g1e2,rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N1B3/PPP1NPPP/R2QKB1R b KQkq - 5 5,Fianchetto bishop and castle Kingside.
10,O-O,e8g8,rnbq1rk1/ppp1ppbp/3p1np1/8/3PP3/2N1B3/PPP1NPPP/R2QKB1R w KQ - 6 6,Fianchetto bishop and castle Kingside.
11,Ng3,e2g3,rnbq1rk1/ppp1ppbp/3p1np1/8/3PP3/2N1B1N1/PPP2PPP/R2QKB1R b KQ - 7 6,I decided I wanted to try out a fianchetto on the Queenside also in order to have two snipers for the middle.
12,Nc6,b8c6,r1bq1rk1/ppp1ppbp/2np1np1/8/3PP3/2N1B1N1/PPP2PPP/R2QKB1R w KQ - 8 7,I decided I wanted to try out a fianchetto on the Queenside also in order to have two snipers for the middle.
13,Be2,f1e2,r1bq1rk1/ppp1ppbp/2np1np1/8/3PP3/2N1B1N1/PPP1BPPP/R2QK2R b KQ - 9 7,I decided I wanted to try out a fianchetto on the Queenside also in order to have two snipers for the middle.
14,b6,b7b6,r1bq1rk1/p1p1ppbp/1pnp1np1/8/3PP3/2N1B1N1/PPP1BPPP/R2QK2R w KQ - 0 8,I decided I wanted to try out a fianchetto on the Queenside also in order to have two snipers for the middle.
15,O-O,e1g1,r1bq1rk1/p1p1ppbp/1pnp1np1/8/3PP3/2N1B1N1/PPP1BPPP/R2Q1RK1 b - - 1 8,I decided I wanted to try out a fianchetto on the Queenside also in order to have two snipers for the middle.
