N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Its a weird looking move. I don't know this line. We should just perform the opening tasks.
2,e6,e7e6,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Its a weird looking move. I don't know this line. We should just perform the opening tasks.
3,d4,d2d4,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,Its a weird looking move. I don't know this line. We should just perform the opening tasks.
4,d6,d7d6,rnbqkbnr/ppp2ppp/3pp3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,Its a weird looking move. I don't know this line. We should just perform the opening tasks.
5,Nf3,g1f3,rnbqkbnr/ppp2ppp/3pp3/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,"Since black is not making the most active moves, this c4 move is certainly justified, since we are at greater activity than the opponent."
6,Nd7,b8d7,r1bqkbnr/pppn1ppp/3pp3/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4,"Since black is not making the most active moves, this c4 move is certainly justified, since we are at greater activity than the opponent."
7,Be2,f1e2,r1bqkbnr/pppn1ppp/3pp3/8/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq - 3 4,"Since black is not making the most active moves, this c4 move is certainly justified, since we are at greater activity than the opponent."
8,Be7,f8e7,r1bqk1nr/pppnbppp/3pp3/8/3PP3/5N2/PPP1BPPP/RNBQK2R w KQkq - 4 5,"Since black is not making the most active moves, this c4 move is certainly justified, since we are at greater activity than the opponent."
9,c4,c2c4,r1bqk1nr/pppnbppp/3pp3/8/2PPP3/5N2/PP2BPPP/RNBQK2R b KQkq - 0 5,"Since black is not making the most active moves, this c4 move is certainly justified, since we are at greater activity than the opponent."
10,h6,h7h6,r1bqk1nr/pppnbpp1/3pp2p/8/2PPP3/5N2/PP2BPPP/RNBQK2R w KQkq - 0 6,"Although the opening for black seems totally ridiculous, it is easy to understand his idea. Black wants to play on the flanks, and hold against any counters in the center. Thats why he set up e6 and d6. When the position is closed, then his lack of development means little. So it is clear white needs to blast the center and start attacking there."
11,Nc3,b1c3,r1bqk1nr/pppnbpp1/3pp2p/8/2PPP3/2N2N2/PP2BPPP/R1BQK2R b KQkq - 1 6,"Although the opening for black seems totally ridiculous, it is easy to understand his idea. Black wants to play on the flanks, and hold against any counters in the center. Thats why he set up e6 and d6. When the position is closed, then his lack of development means little. So it is clear white needs to blast the center and start attacking there."
12,a6,a7a6,r1bqk1nr/1ppnbpp1/p2pp2p/8/2PPP3/2N2N2/PP2BPPP/R1BQK2R w KQkq - 0 7,"Although the opening for black seems totally ridiculous, it is easy to understand his idea. Black wants to play on the flanks, and hold against any counters in the center. Thats why he set up e6 and d6. When the position is closed, then his lack of development means little. So it is clear white needs to blast the center and start attacking there."
13,O-O,e1g1,r1bqk1nr/1ppnbpp1/p2pp2p/8/2PPP3/2N2N2/PP2BPPP/R1BQ1RK1 b kq - 1 7,"The move activates the Be2 and prepares to open up more lines near the center. Here black should be consistent with his idea, and play 8...e5 8.Be3. Now if black wants to force white to take, he will have to play ...c5. But then white still has a nice edge, since black has been forced to play in the center, and it has gotton opened up a bit. So black's strategy is incorrect, but if you don't understand it, then you will not be able to counter it."
14,g5,g7g5,r1bqk1nr/1ppnbp2/p2pp2p/6p1/2PPP3/2N2N2/PP2BPPP/R1BQ1RK1 w kq - 0 8,"The move activates the Be2 and prepares to open up more lines near the center. Here black should be consistent with his idea, and play 8...e5 8.Be3. Now if black wants to force white to take, he will have to play ...c5. But then white still has a nice edge, since black has been forced to play in the center, and it has gotton opened up a bit. So black's strategy is incorrect, but if you don't understand it, then you will not be able to counter it."
15,Ne1,f3e1,r1bqk1nr/1ppnbp2/p2pp2p/6p1/2PPP3/2N5/PP2BPPP/R1BQNRK1 b kq - 1 8,"The move activates the Be2 and prepares to open up more lines near the center. Here black should be consistent with his idea, and play 8...e5 8.Be3. Now if black wants to force white to take, he will have to play ...c5. But then white still has a nice edge, since black has been forced to play in the center, and it has gotton opened up a bit. So black's strategy is incorrect, but if you don't understand it, then you will not be able to counter it."
16,c6,c7c6,r1bqk1nr/1p1nbp2/p1ppp2p/6p1/2PPP3/2N5/PP2BPPP/R1BQNRK1 w kq - 0 9,This move is rather poor in my opinion. It invites white to blast open the center and the f file.
17,f4,f2f4,r1bqk1nr/1p1nbp2/p1ppp2p/6p1/2PPPP2/2N5/PP2B1PP/R1BQNRK1 b kq - 0 9,This move is rather poor in my opinion. It invites white to blast open the center and the f file.
18,e5,e6e5,r1bqk1nr/1p1nbp2/p1pp3p/4p1p1/2PPPP2/2N5/PP2B1PP/R1BQNRK1 w kq - 0 10,This move is rather poor in my opinion. It invites white to blast open the center and the f file.
19,fxe5,f4e5,r1bqk1nr/1p1nbp2/p1pp3p/4P1p1/2PPP3/2N5/PP2B1PP/R1BQNRK1 b kq - 0 10,We should keep the tension here.
