N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"2.Nc3? is a totally weak move against the Scandinavian (centre counter) Defence. Better is 2.exd5, the Scandinavian Defence (Lasker Variation)."
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"2.Nc3? is a totally weak move against the Scandinavian (centre counter) Defence. Better is 2.exd5, the Scandinavian Defence (Lasker Variation)."
3,Nc3,b1c3,rnbqkbnr/ppp1pppp/8/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,"2.Nc3? is a totally weak move against the Scandinavian (centre counter) Defence. Better is 2.exd5, the Scandinavian Defence (Lasker Variation)."
4,d4,d5d4,rnbqkbnr/ppp1pppp/8/8/3pP3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,This is why. My knight is blocking the Bishop's and the Queen's diagonals.
5,Nce2,c3e2,rnbqkbnr/ppp1pppp/8/8/3pP3/8/PPPPNPPP/R1BQKBNR b KQkq - 1 3,This is why. My knight is blocking the Bishop's and the Queen's diagonals.
6,e5,e7e5,rnbqkbnr/ppp2ppp/8/4p3/3pP3/8/PPPPNPPP/R1BQKBNR w KQkq - 0 4,This is why. My knight is blocking the Bishop's and the Queen's diagonals.
7,Nf3,g1f3,rnbqkbnr/ppp2ppp/8/4p3/3pP3/5N2/PPPPNPPP/R1BQKB1R b KQkq - 1 4,Slow developement begins with the knights coming out at each other. My knights are in a totally ill-logical position. It is right now worthwhile to lose them.
8,Nc6,b8c6,r1bqkbnr/ppp2ppp/2n5/4p3/3pP3/5N2/PPPPNPPP/R1BQKB1R w KQkq - 2 5,Slow developement begins with the knights coming out at each other. My knights are in a totally ill-logical position. It is right now worthwhile to lose them.
9,c3,c2c3,r1bqkbnr/ppp2ppp/2n5/4p3/3pP3/2P2N2/PP1PNPPP/R1BQKB1R b KQkq - 0 5,"A not-so-simple mistake by black. Only moving pawns may not be a problem now, but it will become a problem later."
10,d3,d4d3,r1bqkbnr/ppp2ppp/2n5/4p3/4P3/2Pp1N2/PP1PNPPP/R1BQKB1R w KQkq - 0 6,"A not-so-simple mistake by black. Only moving pawns may not be a problem now, but it will become a problem later."
11,Ng3,e2g3,r1bqkbnr/ppp2ppp/2n5/4p3/4P3/2Pp1NN1/PP1P1PPP/R1BQKB1R b KQkq - 1 6,Both sides are =.
12,Bg4,c8g4,r2qkbnr/ppp2ppp/2n5/4p3/4P1b1/2Pp1NN1/PP1P1PPP/R1BQKB1R w KQkq - 2 7,Both sides are =.
13,Qb3,d1b3,r2qkbnr/ppp2ppp/2n5/4p3/4P1b1/1QPp1NN1/PP1P1PPP/R1B1KB1R b KQkq - 3 7,Both sides are =.
14,b6,b7b6,r2qkbnr/p1p2ppp/1pn5/4p3/4P1b1/1QPp1NN1/PP1P1PPP/R1B1KB1R w KQkq - 0 8,Both sides are =.
15,Nxe5,f3e5,r2qkbnr/p1p2ppp/1pn5/4N3/4P1b1/1QPp2N1/PP1P1PPP/R1B1KB1R b KQkq - 0 8,I was waiting for black to make another mistake.
16,Nxe5,c6e5,r2qkbnr/p1p2ppp/1p6/4n3/4P1b1/1QPp2N1/PP1P1PPP/R1B1KB1R w KQkq - 0 9,I was waiting for black to make another mistake.
17,Qb5+,b3b5,r2qkbnr/p1p2ppp/1p6/1Q2n3/4P1b1/2Pp2N1/PP1P1PPP/R1B1KB1R b KQkq - 1 9,Black is starting to drown in hot water.
18,Qd7,d8d7,r3kbnr/p1pq1ppp/1p6/1Q2n3/4P1b1/2Pp2N1/PP1P1PPP/R1B1KB1R w KQkq - 2 10,Black is starting to drown in hot water.
19,Qxe5+,b5e5,r3kbnr/p1pq1ppp/1p6/4Q3/4P1b1/2Pp2N1/PP1P1PPP/R1B1KB1R b KQkq - 0 10,Black is starting to drown in hot water.
20,Be7,f8e7,r3k1nr/p1pqbppp/1p6/4Q3/4P1b1/2Pp2N1/PP1P1PPP/R1B1KB1R w KQkq - 1 11,Black is starting to drown in hot water.
21,f3,f2f3,r3k1nr/p1pqbppp/1p6/4Q3/4P1b1/2Pp1PN1/PP1P2PP/R1B1KB1R b KQkq - 0 11,A critical threat to the bishop.
22,f6,f7f6,r3k1nr/p1pqb1pp/1p3p2/4Q3/4P1b1/2Pp1PN1/PP1P2PP/R1B1KB1R w KQkq - 0 12,A critical threat to the bishop.
23,Qf4,e5f4,r3k1nr/p1pqb1pp/1p3p2/8/4PQb1/2Pp1PN1/PP1P2PP/R1B1KB1R b KQkq - 1 12,A critical threat to the bishop.
24,h5,h7h5,r3k1nr/p1pqb1p1/1p3p2/7p/4PQb1/2Pp1PN1/PP1P2PP/R1B1KB1R w KQkq - 0 13,A totally ill-logical move by black. This costs black two more points.
25,fxg4,f3g4,r3k1nr/p1pqb1p1/1p3p2/7p/4PQP1/2Pp2N1/PP1P2PP/R1B1KB1R b KQkq - 0 13,"Not  the best move by me, but it can be helpful."
26,hxg4,h5g4,r3k1nr/p1pqb1p1/1p3p2/8/4PQp1/2Pp2N1/PP1P2PP/R1B1KB1R w KQkq - 0 14,"Not  the best move by me, but it can be helpful."
27,h3,h2h3,r3k1nr/p1pqb1p1/1p3p2/8/4PQp1/2Pp2NP/PP1P2P1/R1B1KB1R b KQkq - 0 14,"Not  the best move by me, but it can be helpful."
28,O-O-O,e8c8,2kr2nr/p1pqb1p1/1p3p2/8/4PQp1/2Pp2NP/PP1P2P1/R1B1KB1R w KQ - 1 15,An unbelievably ill-logical move.
29,Nf5,g3f5,2kr2nr/p1pqb1p1/1p3p2/5N2/4PQp1/2Pp3P/PP1P2P1/R1B1KB1R b KQ - 2 15,An unbelievably ill-logical move.
30,g6,g7g6,2kr2nr/p1pqb3/1p3pp1/5N2/4PQp1/2Pp3P/PP1P2P1/R1B1KB1R w KQ - 0 16,An unbelievably ill-logical move.
31,Nxe7+,f5e7,2kr2nr/p1pqN3/1p3pp1/8/4PQp1/2Pp3P/PP1P2P1/R1B1KB1R b KQ - 0 16,This move is a blunder of nothing.
32,Nxe7,g8e7,2kr3r/p1pqn3/1p3pp1/8/4PQp1/2Pp3P/PP1P2P1/R1B1KB1R w KQ - 0 17,This move is a blunder of nothing.
33,Qxf6,f4f6,2kr3r/p1pqn3/1p3Qp1/8/4P1p1/2Pp3P/PP1P2P1/R1B1KB1R b KQ - 0 17,This move is a blunder of nothing.
34,a5,a7a5,2kr3r/2pqn3/1p3Qp1/p7/4P1p1/2Pp3P/PP1P2P1/R1B1KB1R w KQ - 0 18,This move is a blunder of nothing.
35,Qg5,f6g5,2kr3r/2pqn3/1p4p1/p5Q1/4P1p1/2Pp3P/PP1P2P1/R1B1KB1R b KQ - 1 18,Black's bad decision slowly leads to a loss.
