N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,c4,c2c4,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,"The English opening. I couldn't find any games that my opponent previously played so I didn't know what he would play. I had prepared an opening for e4 and d4, but not for c4. I don't know the theory behind it, but it's a pretty interesting opening."
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,"I decide to play the mirror match up. I was thinking about e5 to go into some sort of reversed Sicilian, but didn't feel confident in it."
3,Nc3,b1c3,rnbqkbnr/pp1ppppp/8/2p5/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 1 2,"So far every move has been quite natural. The mirror match up apparently turns bad for Black somewhere along the line, but I didn't know this at the time of playing."
4,Nc6,b8c6,r1bqkbnr/pp1ppppp/2n5/2p5/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3,"So far every move has been quite natural. The mirror match up apparently turns bad for Black somewhere along the line, but I didn't know this at the time of playing."
5,g3,g2g3,r1bqkbnr/pp1ppppp/2n5/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,"So far every move has been quite natural. The mirror match up apparently turns bad for Black somewhere along the line, but I didn't know this at the time of playing."
6,g6,g7g6,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4,"So far every move has been quite natural. The mirror match up apparently turns bad for Black somewhere along the line, but I didn't know this at the time of playing."
7,Bg2,f1g2,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR b KQkq - 1 4,"So far every move has been quite natural. The mirror match up apparently turns bad for Black somewhere along the line, but I didn't know this at the time of playing."
8,Bg7,f8g7,r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5,"So far every move has been quite natural. The mirror match up apparently turns bad for Black somewhere along the line, but I didn't know this at the time of playing."
9,Nf3,g1f3,r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQK2R b KQkq - 3 5,"I raise a question mark behind this move. Yes it's probably main theory in the English ( I haven't checked yet ), but it feels so meek. I suppose this is because I myself play the queen gambit which of course starts with d4 and thus I'm not accustomed to the entire d3 idea."
10,Nf6,g8f6,r1bqk2r/pp1pppbp/2n2np1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQK2R w KQkq - 4 6,"I raise a question mark behind this move. Yes it's probably main theory in the English ( I haven't checked yet ), but it feels so meek. I suppose this is because I myself play the queen gambit which of course starts with d4 and thus I'm not accustomed to the entire d3 idea."
11,d3,d2d3,r1bqk2r/pp1pppbp/2n2np1/2p5/2P5/2NP1NP1/PP2PPBP/R1BQK2R b KQkq - 0 6,"I raise a question mark behind this move. Yes it's probably main theory in the English ( I haven't checked yet ), but it feels so meek. I suppose this is because I myself play the queen gambit which of course starts with d4 and thus I'm not accustomed to the entire d3 idea."
12,O-O,e8g8,r1bq1rk1/pp1pppbp/2n2np1/2p5/2P5/2NP1NP1/PP2PPBP/R1BQK2R w KQ - 1 7,"Explosive! This move isn't necessarily the best move, but I decided that I didn't want to allow my opponent to be in his comfort zone any longer so i tried breaking open the center. I looked at cxd5 Nxd5 Nxd5 Qxd5 but couldn't find any move dangerous moves after that."
13,O-O,e1g1,r1bq1rk1/pp1pppbp/2n2np1/2p5/2P5/2NP1NP1/PP2PPBP/R1BQ1RK1 b - - 2 7,"Explosive! This move isn't necessarily the best move, but I decided that I didn't want to allow my opponent to be in his comfort zone any longer so i tried breaking open the center. I looked at cxd5 Nxd5 Nxd5 Qxd5 but couldn't find any move dangerous moves after that."
14,d5,d7d5,r1bq1rk1/pp2ppbp/2n2np1/2pp4/2P5/2NP1NP1/PP2PPBP/R1BQ1RK1 w - - 0 8,"Explosive! This move isn't necessarily the best move, but I decided that I didn't want to allow my opponent to be in his comfort zone any longer so i tried breaking open the center. I looked at cxd5 Nxd5 Nxd5 Qxd5 but couldn't find any move dangerous moves after that."
15,cxd5,c4d5,r1bq1rk1/pp2ppbp/2n2np1/2pP4/8/2NP1NP1/PP2PPBP/R1BQ1RK1 b - - 0 8,"This move is just a plain mistake if you ask me. Not only are you blocking the good diagonal of White's light squared bishop, giving it less scope but you also make d3 a target in the future.Yes you get a little center control due to it, but I don't consider it adequate compensation."
16,Nxd5,f6d5,r1bq1rk1/pp2ppbp/2n3p1/2pn4/8/2NP1NP1/PP2PPBP/R1BQ1RK1 w - - 0 9,"This move is just a plain mistake if you ask me. Not only are you blocking the good diagonal of White's light squared bishop, giving it less scope but you also make d3 a target in the future.Yes you get a little center control due to it, but I don't consider it adequate compensation."
17,Nxd5,c3d5,r1bq1rk1/pp2ppbp/2n3p1/2pN4/8/3P1NP1/PP2PPBP/R1BQ1RK1 b - - 0 9,"This move is just a plain mistake if you ask me. Not only are you blocking the good diagonal of White's light squared bishop, giving it less scope but you also make d3 a target in the future.Yes you get a little center control due to it, but I don't consider it adequate compensation."
