N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,My first game against a high-rated player
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,I'm comfortable with the opening I play here... I know it blocks my dark-square bishop but it makes for solid development for me
3,e3,e2e3,rnbqkbnr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,I'm comfortable with the opening I play here... I know it blocks my dark-square bishop but it makes for solid development for me
4,Nf6,g8f6,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3,I'm comfortable with the opening I play here... I know it blocks my dark-square bishop but it makes for solid development for me
5,c3,c2c3,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2P1P3/PP3PPP/RNBQKBNR b KQkq - 0 3,I'm comfortable with the opening I play here... I know it blocks my dark-square bishop but it makes for solid development for me
6,c6,c7c6,rnbqkb1r/pp2pppp/2p2n2/3p4/3P4/2P1P3/PP3PPP/RNBQKBNR w KQkq - 0 4,I make a break from my usual development to stop Black's pawn chasing my bishop away... plus if I play my usual move (Ngf3) the pawn would fork the bishop and knight
7,Bd3,f1d3,rnbqkb1r/pp2pppp/2p2n2/3p4/3P4/2PBP3/PP3PPP/RNBQK1NR b KQkq - 1 4,I make a break from my usual development to stop Black's pawn chasing my bishop away... plus if I play my usual move (Ngf3) the pawn would fork the bishop and knight
8,Nbd7,b8d7,r1bqkb1r/pp1npppp/2p2n2/3p4/3P4/2PBP3/PP3PPP/RNBQK1NR w KQkq - 2 5,I make a break from my usual development to stop Black's pawn chasing my bishop away... plus if I play my usual move (Ngf3) the pawn would fork the bishop and knight
9,Nd2,b1d2,r1bqkb1r/pp1npppp/2p2n2/3p4/3P4/2PBP3/PP1N1PPP/R1BQK1NR b KQkq - 3 5,I make a break from my usual development to stop Black's pawn chasing my bishop away... plus if I play my usual move (Ngf3) the pawn would fork the bishop and knight
10,e5,e7e5,r1bqkb1r/pp1n1ppp/2p2n2/3pp3/3P4/2PBP3/PP1N1PPP/R1BQK1NR w KQkq - 0 6,I make a break from my usual development to stop Black's pawn chasing my bishop away... plus if I play my usual move (Ngf3) the pawn would fork the bishop and knight
11,e4,e3e4,r1bqkb1r/pp1n1ppp/2p2n2/3pp3/3PP3/2PB4/PP1N1PPP/R1BQK1NR b KQkq - 0 6,I make a break from my usual development to stop Black's pawn chasing my bishop away... plus if I play my usual move (Ngf3) the pawn would fork the bishop and knight
12,exd4,e5d4,r1bqkb1r/pp1n1ppp/2p2n2/3p4/3pP3/2PB4/PP1N1PPP/R1BQK1NR w KQkq - 0 7,Does this does good for B's centre control?
13,cxd4,c3d4,r1bqkb1r/pp1n1ppp/2p2n2/3p4/3PP3/3B4/PP1N1PPP/R1BQK1NR b KQkq - 0 7,resume my normal pace of developing
14,dxe4,d5e4,r1bqkb1r/pp1n1ppp/2p2n2/8/3Pp3/3B4/PP1N1PPP/R1BQK1NR w KQkq - 0 8,resume my normal pace of developing
15,Nxe4,d2e4,r1bqkb1r/pp1n1ppp/2p2n2/8/3PN3/3B4/PP3PPP/R1BQK1NR b KQkq - 0 8,resume my normal pace of developing
16,Be7,f8e7,r1bqk2r/pp1nbppp/2p2n2/8/3PN3/3B4/PP3PPP/R1BQK1NR w KQkq - 1 9,resume my normal pace of developing
17,Nf3,g1f3,r1bqk2r/pp1nbppp/2p2n2/8/3PN3/3B1N2/PP3PPP/R1BQK2R b KQkq - 2 9,resume my normal pace of developing
18,O-O,e8g8,r1bq1rk1/pp1nbppp/2p2n2/8/3PN3/3B1N2/PP3PPP/R1BQK2R w KQ - 3 10,defending
19,O-O,e1g1,r1bq1rk1/pp1nbppp/2p2n2/8/3PN3/3B1N2/PP3PPP/R1BQ1RK1 b - - 4 10,defending
20,Nxe4,f6e4,r1bq1rk1/pp1nbppp/2p5/8/3Pn3/3B1N2/PP3PPP/R1BQ1RK1 w - - 0 11,defending
21,Bxe4,d3e4,r1bq1rk1/pp1nbppp/2p5/8/3PB3/5N2/PP3PPP/R1BQ1RK1 b - - 0 11,defending
22,Nf6,d7f6,r1bq1rk1/pp2bppp/2p2n2/8/3PB3/5N2/PP3PPP/R1BQ1RK1 w - - 1 12,defending
23,Re1,f1e1,r1bq1rk1/pp2bppp/2p2n2/8/3PB3/5N2/PP3PPP/R1BQR1K1 b - - 2 12,defending
24,Nxe4,f6e4,r1bq1rk1/pp2bppp/2p5/8/3Pn3/5N2/PP3PPP/R1BQR1K1 w - - 0 13,"I feel I'm playing pretty well at this point, given the rating difference..."
25,Rxe4,e1e4,r1bq1rk1/pp2bppp/2p5/8/3PR3/5N2/PP3PPP/R1BQ2K1 b - - 0 13,"I feel I'm playing pretty well at this point, given the rating difference..."
26,Bf6,e7f6,r1bq1rk1/pp3ppp/2p2b2/8/3PR3/5N2/PP3PPP/R1BQ2K1 w - - 1 14,Then I do this.... This would be the losing move for White
27,Qd3,d1d3,r1bq1rk1/pp3ppp/2p2b2/8/3PR3/3Q1N2/PP3PPP/R1B3K1 b - - 2 14,Then I do this.... This would be the losing move for White
28,Bf5,c8f5,r2q1rk1/pp3ppp/2p2b2/5b2/3PR3/3Q1N2/PP3PPP/R1B3K1 w - - 3 15,My rook is lost!
29,Nd2,f3d2,r2q1rk1/pp3ppp/2p2b2/5b2/3PR3/3Q4/PP1N1PPP/R1B3K1 b - - 4 15,The one-rook advantage for Black will work for him at the endgame
30,Bxe4,f5e4,r2q1rk1/pp3ppp/2p2b2/8/3Pb3/3Q4/PP1N1PPP/R1B3K1 w - - 0 16,The one-rook advantage for Black will work for him at the endgame
31,Nxe4,d2e4,r2q1rk1/pp3ppp/2p2b2/8/3PN3/3Q4/PP3PPP/R1B3K1 b - - 0 16,I felt the exchange was better than having him chase me around with that queen
32,Qxd4,d8d4,r4rk1/pp3ppp/2p2b2/8/3qN3/3Q4/PP3PPP/R1B3K1 w - - 0 17,I felt the exchange was better than having him chase me around with that queen
33,Qxd4,d3d4,r4rk1/pp3ppp/2p2b2/8/3QN3/8/PP3PPP/R1B3K1 b - - 0 17,I felt the exchange was better than having him chase me around with that queen
34,Bxd4,f6d4,r4rk1/pp3ppp/2p5/8/3bN3/8/PP3PPP/R1B3K1 w - - 0 18,White's knight chases the rook around for awhile
35,Bf4,c1f4,r4rk1/pp3ppp/2p5/8/3bNB2/8/PP3PPP/R5K1 b - - 1 18,White's knight chases the rook around for awhile
36,Rfe8,f8e8,r3r1k1/pp3ppp/2p5/8/3bNB2/8/PP3PPP/R5K1 w - - 2 19,White's knight chases the rook around for awhile
37,Nd6,e4d6,r3r1k1/pp3ppp/2pN4/8/3b1B2/8/PP3PPP/R5K1 b - - 3 19,White's knight chases the rook around for awhile
38,Re7,e8e7,r5k1/pp2rppp/2pN4/8/3b1B2/8/PP3PPP/R5K1 w - - 4 20,"considered moving the bishop to c7 to lure the rook out to c8, then I could make the knight pin the king and rook... but of course, there's Black's 2nd rook"
39,Nf5,d6f5,r5k1/pp2rppp/2p5/5N2/3b1B2/8/PP3PPP/R5K1 b - - 5 20,"considered moving the bishop to c7 to lure the rook out to c8, then I could make the knight pin the king and rook... but of course, there's Black's 2nd rook"
40,Re4,e7e4,r5k1/pp3ppp/2p5/5N2/3brB2/8/PP3PPP/R5K1 w - - 6 21,"considered moving the bishop to c7 to lure the rook out to c8, then I could make the knight pin the king and rook... but of course, there's Black's 2nd rook"
41,Bd6,f4d6,r5k1/pp3ppp/2pB4/5N2/3br3/8/PP3PPP/R5K1 b - - 7 21,"considered moving the bishop to c7 to lure the rook out to c8, then I could make the knight pin the king and rook... but of course, there's Black's 2nd rook"
42,Bxb2,d4b2,r5k1/pp3ppp/2pB4/5N2/4r3/8/Pb3PPP/R5K1 w - - 0 22,I was focussing on the top part of the board too much - I didn't see this coming
43,Rd1,a1d1,r5k1/pp3ppp/2pB4/5N2/4r3/8/Pb3PPP/3R2K1 b - - 1 22,"b1 would have been better, making Black's bishop retreat, at the very least, and place a threat on Black's b7 pawn (to me at this point, any piece won is good) but then again, I'd have to move one of my kingside pawns before I attacked (mate with rook)"
44,g6,g7g6,r5k1/pp3p1p/2pB2p1/5N2/4r3/8/Pb3PPP/3R2K1 w - - 0 23,would knight to g3 have been better?
45,Ne7+,f5e7,r5k1/pp2Np1p/2pB2p1/8/4r3/8/Pb3PPP/3R2K1 b - - 1 23,"my knight is lost here... with this move, plus Black's queenside pawns (which could easily be advanced to a pawn promotion) I resign."
46,Kg7,g8g7,r7/pp2Npkp/2pB2p1/8/4r3/8/Pb3PPP/3R2K1 w - - 2 24,"my knight is lost here... with this move, plus Black's queenside pawns (which could easily be advanced to a pawn promotion) I resign."
47,f3,f2f3,r7/pp2Npkp/2pB2p1/8/4r3/5P2/Pb4PP/3R2K1 b - - 0 24,"my knight is lost here... with this move, plus Black's queenside pawns (which could easily be advanced to a pawn promotion) I resign."
48,Re6,e4e6,r7/pp2Npkp/2pBr1p1/8/8/5P2/Pb4PP/3R2K1 w - - 1 25,"my knight is lost here... with this move, plus Black's queenside pawns (which could easily be advanced to a pawn promotion) I resign."
