N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Una sconfitta vergognosa, ma anche cos� sono gli scacchi."
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"Errore. In questo schema d'apertura, in questo caso bisogna ritirare la donna in a5, proprio per evitare o rendere meno efficace la mossa seguente."
3,exd5,e4d5,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,"Errore. In questo schema d'apertura, in questo caso bisogna ritirare la donna in a5, proprio per evitare o rendere meno efficace la mossa seguente."
4,Qxd5,d8d5,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,"Errore. In questo schema d'apertura, in questo caso bisogna ritirare la donna in a5, proprio per evitare o rendere meno efficace la mossa seguente."
5,Nc3,b1c3,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,"Errore. In questo schema d'apertura, in questo caso bisogna ritirare la donna in a5, proprio per evitare o rendere meno efficace la mossa seguente."
6,Qe5+,d5e5,rnb1kbnr/ppp1pppp/8/4q3/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,"Errore. In questo schema d'apertura, in questo caso bisogna ritirare la donna in a5, proprio per evitare o rendere meno efficace la mossa seguente."
7,Nge2,g1e2,rnb1kbnr/ppp1pppp/8/4q3/8/2N5/PPPPNPPP/R1BQKB1R b KQkq - 3 4,"Errore. In questo schema d'apertura, in questo caso bisogna ritirare la donna in a5, proprio per evitare o rendere meno efficace la mossa seguente."
8,c6,c7c6,rnb1kbnr/pp2pppp/2p5/4q3/8/2N5/PPPPNPPP/R1BQKB1R w KQkq - 0 5,"Errore. In questo schema d'apertura, in questo caso bisogna ritirare la donna in a5, proprio per evitare o rendere meno efficace la mossa seguente."
9,d4,d2d4,rnb1kbnr/pp2pppp/2p5/4q3/3P4/2N5/PPP1NPPP/R1BQKB1R b KQkq - 0 5,"Errore. In questo schema d'apertura, in questo caso bisogna ritirare la donna in a5, proprio per evitare o rendere meno efficace la mossa seguente."
10,Qc7,e5c7,rnb1kbnr/ppq1pppp/2p5/8/3P4/2N5/PPP1NPPP/R1BQKB1R w KQkq - 1 6,"Errore. In questo schema d'apertura, in questo caso bisogna ritirare la donna in a5, proprio per evitare o rendere meno efficace la mossa seguente."
11,Bf4,c1f4,rnb1kbnr/ppq1pppp/2p5/8/3P1B2/2N5/PPP1NPPP/R2QKB1R b KQkq - 2 6,"Altro errore. Di nuovo, � da giocare Da5."
12,Qb6,c7b6,rnb1kbnr/pp2pppp/1qp5/8/3P1B2/2N5/PPP1NPPP/R2QKB1R w KQkq - 3 7,"Altro errore. Di nuovo, � da giocare Da5."
13,Na4,c3a4,rnb1kbnr/pp2pppp/1qp5/8/N2P1B2/8/PPP1NPPP/R2QKB1R b KQkq - 4 7,"Se b5 subito, AxC, e se c6xA, Cf6xd5 con minacce e complicazioni. Anche se non lo fa, comunque non vinco il pezzo."
14,Qa5+,b6a5,rnb1kbnr/pp2pppp/2p5/q7/N2P1B2/8/PPP1NPPP/R2QKB1R w KQkq - 5 8,"Se b5 subito, AxC, e se c6xA, Cf6xd5 con minacce e complicazioni. Anche se non lo fa, comunque non vinco il pezzo."
15,Nec3,e2c3,rnb1kbnr/pp2pppp/2p5/q7/N2P1B2/2N5/PPP2PPP/R2QKB1R b KQkq - 6 8,"Se b5 subito, AxC, e se c6xA, Cf6xd5 con minacce e complicazioni. Anche se non lo fa, comunque non vinco il pezzo."
16,Nf6,g8f6,rnb1kb1r/pp2pppp/2p2n2/q7/N2P1B2/2N5/PPP2PPP/R2QKB1R w KQkq - 7 9,"Se b5 subito, AxC, e se c6xA, Cf6xd5 con minacce e complicazioni. Anche se non lo fa, comunque non vinco il pezzo."
17,h3,h2h3,rnb1kb1r/pp2pppp/2p2n2/q7/N2P1B2/2N4P/PPP2PP1/R2QKB1R b KQkq - 0 9,"Se b5 subito, AxC, e se c6xA, Cf6xd5 con minacce e complicazioni. Anche se non lo fa, comunque non vinco il pezzo."
18,Nd5,f6d5,rnb1kb1r/pp2pppp/2p5/q2n4/N2P1B2/2N4P/PPP2PP1/R2QKB1R w KQkq - 1 10,"Se b5 subito, AxC, e se c6xA, Cf6xd5 con minacce e complicazioni. Anche se non lo fa, comunque non vinco il pezzo."
19,Bg3,f4g3,rnb1kb1r/pp2pppp/2p5/q2n4/N2P4/2N3BP/PPP2PP1/R2QKB1R b KQkq - 2 10,"Se b5 subito, AxC, e se c6xA, Cf6xd5 con minacce e complicazioni. Anche se non lo fa, comunque non vinco il pezzo."
20,Bf5,c8f5,rn2kb1r/pp2pppp/2p5/q2n1b2/N2P4/2N3BP/PPP2PP1/R2QKB1R w KQkq - 3 11,"Se b5 subito, AxC, e se c6xA, Cf6xd5 con minacce e complicazioni. Anche se non lo fa, comunque non vinco il pezzo."
21,Bc4,f1c4,rn2kb1r/pp2pppp/2p5/q2n1b2/N1BP4/2N3BP/PPP2PP1/R2QK2R b KQkq - 4 11,"Se b5 subito, AxC, e se c6xA, Cf6xd5 con minacce e complicazioni. Anche se non lo fa, comunque non vinco il pezzo."
22,e6,e7e6,rn2kb1r/pp3ppp/2p1p3/q2n1b2/N1BP4/2N3BP/PPP2PP1/R2QK2R w KQkq - 0 12,"Cos�, la posizione non � troppo brutta. Sono indietro con lo sviluppo, ma questo � normale, e non mortale, se giocata bene. Adesso, per�, s� che ""cedo alla tentazione"" e faccio b4."
23,O-O,e1g1,rn2kb1r/pp3ppp/2p1p3/q2n1b2/N1BP4/2N3BP/PPP2PP1/R2Q1RK1 b kq - 1 12,"Cos�, la posizione non � troppo brutta. Sono indietro con lo sviluppo, ma questo � normale, e non mortale, se giocata bene. Adesso, per�, s� che ""cedo alla tentazione"" e faccio b4."
24,b5,b7b5,rn2kb1r/p4ppp/2p1p3/qp1n1b2/N1BP4/2N3BP/PPP2PP1/R2Q1RK1 w kq - 0 13,"Volevo ottenere di pi� dalla posizione, ma lei (?) ha giocato a rischio, sfruttando il suo maggiore sviluppo dei pezzi."
25,Bxd5,c4d5,rn2kb1r/p4ppp/2p1p3/qp1B1b2/N2P4/2N3BP/PPP2PP1/R2Q1RK1 b kq - 0 13,"Volevo ottenere di pi� dalla posizione, ma lei (?) ha giocato a rischio, sfruttando il suo maggiore sviluppo dei pezzi."
