N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,The first departure from symmetry. Perhaps not the best move.
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,The first departure from symmetry. Perhaps not the best move.
3,Bc4,f1c4,rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,The first departure from symmetry. Perhaps not the best move.
4,Bc5,f8c5,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,The first departure from symmetry. Perhaps not the best move.
5,Nc3,b1c3,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,The first departure from symmetry. Perhaps not the best move.
6,Na6,b8a6,r1bqk1nr/pppp1ppp/n7/2b1p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 4 4,The first departure from symmetry. Perhaps not the best move.
7,d3,d2d3,r1bqk1nr/pppp1ppp/n7/2b1p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR b KQkq - 0 4,Solidly guarding the KP.
8,b6,b7b6,r1bqk1nr/p1pp1ppp/np6/2b1p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR w KQkq - 0 5,Preparing the fianchetto.
9,Nh3,g1h3,r1bqk1nr/p1pp1ppp/np6/2b1p3/2B1P3/2NP3N/PPP2PPP/R1BQK2R b KQkq - 1 5,Both players flank Knights in a Hypermodern style.
10,Bb7,c8b7,r2qk1nr/pbpp1ppp/np6/2b1p3/2B1P3/2NP3N/PPP2PPP/R1BQK2R w KQkq - 2 6,Completing the K-side development.
11,O-O,e1g1,r2qk1nr/pbpp1ppp/np6/2b1p3/2B1P3/2NP3N/PPP2PPP/R1BQ1RK1 b kq - 3 6,Completing the K-side development.
12,h6,h7h6,r2qk1nr/pbpp1pp1/np5p/2b1p3/2B1P3/2NP3N/PPP2PPP/R1BQ1RK1 w kq - 0 7,"I suppose this is meant to impede the development of White's QB, but it seems a wasted move."
13,Kh1,g1h1,r2qk1nr/pbpp1pp1/np5p/2b1p3/2B1P3/2NP3N/PPP2PPP/R1BQ1R1K b kq - 1 7,This move usually spells trouble for Black. You'd think by now players would know to avoid it.
14,Nb4,a6b4,r2qk1nr/pbpp1pp1/1p5p/2b1p3/1nB1P3/2NP3N/PPP2PPP/R1BQ1R1K w kq - 2 8,This move usually spells trouble for Black. You'd think by now players would know to avoid it.
15,f4,f2f4,r2qk1nr/pbpp1pp1/1p5p/2b1p3/1nB1PP2/2NP3N/PPP3PP/R1BQ1R1K b kq - 0 8,This move usually spells trouble for Black. You'd think by now players would know to avoid it.
16,f6,f7f6,r2qk1nr/pbpp2p1/1p3p1p/2b1p3/1nB1PP2/2NP3N/PPP3PP/R1BQ1R1K w kq - 0 9,This move usually spells trouble for Black. You'd think by now players would know to avoid it.
17,fxe5,f4e5,r2qk1nr/pbpp2p1/1p3p1p/2b1P3/1nB1P3/2NP3N/PPP3PP/R1BQ1R1K b kq - 0 9,Mate to follow.
18,fxe5,f6e5,r2qk1nr/pbpp2p1/1p5p/2b1p3/1nB1P3/2NP3N/PPP3PP/R1BQ1R1K w kq - 0 10,Mate to follow.
19,Qh5+,d1h5,r2qk1nr/pbpp2p1/1p5p/2b1p2Q/1nB1P3/2NP3N/PPP3PP/R1B2R1K b kq - 1 10,Mate to follow.
20,Ke7,e8e7,r2q2nr/pbppk1p1/1p5p/2b1p2Q/1nB1P3/2NP3N/PPP3PP/R1B2R1K w - - 2 11,10...P-N3 is no better
21,Qxe5#,h5e5,r2q2nr/pbppk1p1/1p5p/2b1Q3/1nB1P3/2NP3N/PPP3PP/R1B2R1K b - - 0 11,Well done.
