N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"The Sicilian Defence - Philidor Variation.
White develops his King's Bishop to c4 to control d5 and target f7"
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"The Sicilian Defence - Philidor Variation.
White develops his King's Bishop to c4 to control d5 and target f7"
3,Bc4,f1c4,rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,"The Sicilian Defence - Philidor Variation.
White develops his King's Bishop to c4 to control d5 and target f7"
4,e6,e7e6,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,Opening diagonals for the bishop and queen.  Preparing for d5 attacking the center
5,Nf3,g1f3,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,Bb3? Losing a tempo and a pawn! Better was exd5 then Bb5
6,d5,d7d5,rnbqkbnr/pp3ppp/4p3/2pp4/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,Bb3? Losing a tempo and a pawn! Better was exd5 then Bb5
7,Bb3,c4b3,rnbqkbnr/pp3ppp/4p3/2pp4/4P3/1B3N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,Bb3? Losing a tempo and a pawn! Better was exd5 then Bb5
8,dxe4,d5e4,rnbqkbnr/pp3ppp/4p3/2p5/4p3/1B3N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,Capturing the pawn and opening d-file
9,Ne5,f3e5,rnbqkbnr/pp3ppp/4p3/2p1N3/4p3/1B6/PPPP1PPP/RNBQK2R b KQkq - 1 5,Offering an exchange of knights again with tempo winst for black
10,Nd7,b8d7,r1bqkbnr/pp1n1ppp/4p3/2p1N3/4p3/1B6/PPPP1PPP/RNBQK2R w KQkq - 2 6,Offering an exchange of knights again with tempo winst for black
11,Ba4,b3a4,r1bqkbnr/pp1n1ppp/4p3/2p1N3/B3p3/8/PPPP1PPP/RNBQK2R b KQkq - 3 6,White rejects and pins the knight
