N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,In this game I determined to play an open game
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Ruy Lopez opening
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Ruy Lopez opening
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Ruy Lopez opening
5,Bb5,f1b5,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,Ruy Lopez opening
6,a6,a7a6,r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,checking the bishop to have more in controlling the middle
7,Bxc6,b5c6,r1bqkbnr/1ppp1ppp/p1B5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 4,other than this move the white loses a move. now the black has two variation taking the bishop with queen's pawn or g7 pawn
8,dxc6,d7c6,r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,he preferred to keep the queen's side Consistent
9,d3,d2d3,r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 5,development in White's position and threatening the e4 pawn
10,f6,f7f6,r1bqkbnr/1pp3pp/p1p2p2/4p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 6,he could also Bc4
11,O-O,e1g1,r1bqkbnr/1pp3pp/p1p2p2/4p3/4P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 1 6,preparing for d4
12,Be6,c8e6,r2qkbnr/1pp3pp/p1p1bp2/4p3/4P3/3P1N2/PPP2PPP/RNBQ1RK1 w kq - 2 7,preparing for d4
13,Be3,c1e3,r2qkbnr/1pp3pp/p1p1bp2/4p3/4P3/3PBN2/PPP2PPP/RN1Q1RK1 b kq - 3 7,preparing for d4
14,Bd6,f8d6,r2qk1nr/1pp3pp/p1pbbp2/4p3/4P3/3PBN2/PPP2PPP/RN1Q1RK1 w kq - 4 8,"honestly, I don't know why this move but I think that for b4"
15,Nc3,b1c3,r2qk1nr/1pp3pp/p1pbbp2/4p3/4P3/2NPBN2/PPP2PPP/R2Q1RK1 b kq - 5 8,"honestly, I don't know why this move but I think that for b4"
16,b5,b7b5,r2qk1nr/2p3pp/p1pbbp2/1p2p3/4P3/2NPBN2/PPP2PPP/R2Q1RK1 w kq - 0 9,"honestly, I don't know why this move but I think that for b4"
17,d4,d3d4,r2qk1nr/2p3pp/p1pbbp2/1p2p3/3PP3/2N1BN2/PPP2PPP/R2Q1RK1 b kq - 0 9,canceling the tension in the middle
18,Ne7,g8e7,r2qk2r/2p1n1pp/p1pbbp2/1p2p3/3PP3/2N1BN2/PPP2PPP/R2Q1RK1 w kq - 1 10,canceling the tension in the middle
19,dxe5,d4e5,r2qk2r/2p1n1pp/p1pbbp2/1p2P3/4P3/2N1BN2/PPP2PPP/R2Q1RK1 b kq - 0 10,canceling the tension in the middle
20,fxe5,f6e5,r2qk2r/2p1n1pp/p1pbb3/1p2p3/4P3/2N1BN2/PPP2PPP/R2Q1RK1 w kq - 0 11,blunder from me????????????????? I didn't calculate that the bishop would take the other knight in c3
21,Nxe5,f3e5,r2qk2r/2p1n1pp/p1pbb3/1p2N3/4P3/2N1B3/PPP2PPP/R2Q1RK1 b kq - 0 11,blunder from me????????????????? I didn't calculate that the bishop would take the other knight in c3
22,Bxe5,d6e5,r2qk2r/2p1n1pp/p1p1b3/1p2b3/4P3/2N1B3/PPP2PPP/R2Q1RK1 w kq - 0 12,there is better than this move but I don't know exactly
23,Qh5+,d1h5,r2qk2r/2p1n1pp/p1p1b3/1p2b2Q/4P3/2N1B3/PPP2PPP/R4RK1 b kq - 1 12,there is better than this move but I don't know exactly
24,Ng6,e7g6,r2qk2r/2p3pp/p1p1b1n1/1p2b2Q/4P3/2N1B3/PPP2PPP/R4RK1 w kq - 2 13,there is better than this move but I don't know exactly
25,f4,f2f4,r2qk2r/2p3pp/p1p1b1n1/1p2b2Q/4PP2/2N1B3/PPP3PP/R4RK1 b kq - 0 13,there is better than this move but I don't know exactly
26,Bxc3,e5c3,r2qk2r/2p3pp/p1p1b1n1/1p5Q/4PP2/2b1B3/PPP3PP/R4RK1 w kq - 0 14,there is better than this move but I don't know exactly
27,f5,f4f5,r2qk2r/2p3pp/p1p1b1n1/1p3P1Q/4P3/2b1B3/PPP3PP/R4RK1 b kq - 0 14,there is better than this move but I don't know exactly
28,Qh4,d8h4,r3k2r/2p3pp/p1p1b1n1/1p3P1Q/4P2q/2b1B3/PPP3PP/R4RK1 w kq - 1 15,there is better than this move but I don't know exactly
29,Qxh4,h5h4,r3k2r/2p3pp/p1p1b1n1/1p3P2/4P2Q/2b1B3/PPP3PP/R4RK1 b kq - 0 15,there is better than this move but I don't know exactly
30,Nxh4,g6h4,r3k2r/2p3pp/p1p1b3/1p3P2/4P2n/2b1B3/PPP3PP/R4RK1 w kq - 0 16,there is better than this move but I don't know exactly
31,fxe6,f5e6,r3k2r/2p3pp/p1p1P3/1p6/4P2n/2b1B3/PPP3PP/R4RK1 b kq - 0 16,there is better than this move but I don't know exactly
32,Bxb2,c3b2,r3k2r/2p3pp/p1p1P3/1p6/4P2n/4B3/PbP3PP/R4RK1 w kq - 0 17,there is better than this move but I don't know exactly
33,Rad1,a1d1,r3k2r/2p3pp/p1p1P3/1p6/4P2n/4B3/PbP3PP/3R1RK1 b kq - 1 17,there is better than this move but I don't know exactly
34,Rd8,a8d8,3rk2r/2p3pp/p1p1P3/1p6/4P2n/4B3/PbP3PP/3R1RK1 w k - 2 18,there is better than this move but I don't know exactly
35,Rxd8+,d1d8,3Rk2r/2p3pp/p1p1P3/1p6/4P2n/4B3/PbP3PP/5RK1 b k - 0 18,this is the badness in Black's position for the move 17......Rd8
36,Kxd8,e8d8,3k3r/2p3pp/p1p1P3/1p6/4P2n/4B3/PbP3PP/5RK1 w - - 0 19,this is the badness in Black's position for the move 17......Rd8
37,Bg5+,e3g5,3k3r/2p3pp/p1p1P3/1p4B1/4P2n/8/PbP3PP/5RK1 b - - 1 19,this is the badness in Black's position for the move 17......Rd8
38,Bf6,b2f6,3k3r/2p3pp/p1p1Pb2/1p4B1/4P2n/8/P1P3PP/5RK1 w - - 2 20,and this is not good the best is 20.Rxf6 gxf6 21.Bxf6+ Ke8 22.............
39,Bxf6+,g5f6,3k3r/2p3pp/p1p1PB2/1p6/4P2n/8/P1P3PP/5RK1 b - - 0 20,and this is not good the best is 20.Rxf6 gxf6 21.Bxf6+ Ke8 22.............
40,gxf6,g7f6,3k3r/2p4p/p1p1Pp2/1p6/4P2n/8/P1P3PP/5RK1 w - - 0 21,noway for White 27.h4 Rxa2 28.h5 b4 29.h6 b3 30.Rf7 b2 31.h7 b1=Q+
41,Rxf6,f1f6,3k3r/2p4p/p1p1PR2/1p6/4P2n/8/P1P3PP/6K1 b - - 0 21,noway for White 27.h4 Rxa2 28.h5 b4 29.h6 b3 30.Rf7 b2 31.h7 b1=Q+
42,Re8,h8e8,3kr3/2p4p/p1p1PR2/1p6/4P2n/8/P1P3PP/6K1 w - - 1 22,noway for White 27.h4 Rxa2 28.h5 b4 29.h6 b3 30.Rf7 b2 31.h7 b1=Q+
43,e7+,e6e7,3kr3/2p1P2p/p1p2R2/1p6/4P2n/8/P1P3PP/6K1 b - - 0 22,noway for White 27.h4 Rxa2 28.h5 b4 29.h6 b3 30.Rf7 b2 31.h7 b1=Q+
44,Rxe7,e8e7,3k4/2p1r2p/p1p2R2/1p6/4P2n/8/P1P3PP/6K1 w - - 0 23,noway for White 27.h4 Rxa2 28.h5 b4 29.h6 b3 30.Rf7 b2 31.h7 b1=Q+
45,Rxc6,f6c6,3k4/2p1r2p/p1R5/1p6/4P2n/8/P1P3PP/6K1 b - - 0 23,noway for White 27.h4 Rxa2 28.h5 b4 29.h6 b3 30.Rf7 b2 31.h7 b1=Q+
46,Rxe4,e7e4,3k4/2p4p/p1R5/1p6/4r2n/8/P1P3PP/6K1 w - - 0 24,noway for White 27.h4 Rxa2 28.h5 b4 29.h6 b3 30.Rf7 b2 31.h7 b1=Q+
47,Rxa6,c6a6,3k4/2p4p/R7/1p6/4r2n/8/P1P3PP/6K1 b - - 0 24,noway for White 27.h4 Rxa2 28.h5 b4 29.h6 b3 30.Rf7 b2 31.h7 b1=Q+
48,Re2,e4e2,3k4/2p4p/R7/1p6/7n/8/P1P1r1PP/6K1 w - - 1 25,noway for White 27.h4 Rxa2 28.h5 b4 29.h6 b3 30.Rf7 b2 31.h7 b1=Q+
49,Rh6,a6h6,3k4/2p4p/7R/1p6/7n/8/P1P1r1PP/6K1 b - - 2 25,noway for White 27.h4 Rxa2 28.h5 b4 29.h6 b3 30.Rf7 b2 31.h7 b1=Q+
