N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,Nf3,g1f3,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,Opening with the night (pretty standard)
2,e6,e7e6,rnbqkbnr/pppp1ppp/4p3/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,pretty much my standard opening move
3,e4,e2e4,rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,hmm... this could be fun
4,Nf6,g8f6,rnbqkb1r/pppp1ppp/4pn2/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 1 3,Trying to get that pawn
5,e5,e4e5,rnbqkb1r/pppp1ppp/4pn2/4P3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,damn it. He moved the panw
6,Nd5,f6d5,rnbqkb1r/pppp1ppp/4p3/3nP3/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 1 4,Now i am going to try and cause pain
7,d4,d2d4,rnbqkb1r/pppp1ppp/4p3/3nP3/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,I wonder what his plan is
8,Bb4+,f8b4,rnbqk2r/pppp1ppp/4p3/3nP3/1b1P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,well this should be fun
9,c3,c2c3,rnbqk2r/pppp1ppp/4p3/3nP3/1b1P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 5,well that move was kind of obvious
10,Ba5,b4a5,rnbqk2r/pppp1ppp/4p3/b2nP3/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 1 6,as was mine
