N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Parsian had just beaten me on the white side of a Queen's Gambit Declined.  What followed was our second game, where the initiative in critical positions passed back and forth, and black was finally able to prosecute a classy win."
2,c6,c7c6,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"I often enjoy playing the Caro-Kann with the early bishop development, and which sometimes transposes to pawn structures reminiscent of the French defense."
3,Bc4,f1c4,rnbqkbnr/pp1ppppp/2p5/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,"I know this isn't the book line, and it seems to develop a piece that is later going to lose tempo."
4,d5,d7d5,rnbqkbnr/pp2pppp/2p5/3p4/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,Looking a bit controversial.  The move has ideas of opening the a file if black moves the knight and takes on b5.  But b4 and potentially b3 are looking weak for white.
5,exd5,e4d5,rnbqkbnr/pp2pppp/2p5/3P4/2B5/8/PPPP1PPP/RNBQK1NR b KQkq - 0 3,Looking a bit controversial.  The move has ideas of opening the a file if black moves the knight and takes on b5.  But b4 and potentially b3 are looking weak for white.
6,cxd5,c6d5,rnbqkbnr/pp2pppp/8/3p4/2B5/8/PPPP1PPP/RNBQK1NR w KQkq - 0 4,Looking a bit controversial.  The move has ideas of opening the a file if black moves the knight and takes on b5.  But b4 and potentially b3 are looking weak for white.
7,Bb5+,c4b5,rnbqkbnr/pp2pppp/8/1B1p4/8/8/PPPP1PPP/RNBQK1NR b KQkq - 1 4,Looking a bit controversial.  The move has ideas of opening the a file if black moves the knight and takes on b5.  But b4 and potentially b3 are looking weak for white.
8,Nc6,b8c6,r1bqkbnr/pp2pppp/2n5/1B1p4/8/8/PPPP1PPP/RNBQK1NR w KQkq - 2 5,Looking a bit controversial.  The move has ideas of opening the a file if black moves the knight and takes on b5.  But b4 and potentially b3 are looking weak for white.
9,d4,d2d4,r1bqkbnr/pp2pppp/2n5/1B1p4/3P4/8/PPP2PPP/RNBQK1NR b KQkq - 0 5,Looking a bit controversial.  The move has ideas of opening the a file if black moves the knight and takes on b5.  But b4 and potentially b3 are looking weak for white.
10,e6,e7e6,r1bqkbnr/pp3ppp/2n1p3/1B1p4/3P4/8/PPP2PPP/RNBQK1NR w KQkq - 0 6,Looking a bit controversial.  The move has ideas of opening the a file if black moves the knight and takes on b5.  But b4 and potentially b3 are looking weak for white.
11,Nf3,g1f3,r1bqkbnr/pp3ppp/2n1p3/1B1p4/3P4/5N2/PPP2PPP/RNBQK2R b KQkq - 1 6,Looking a bit controversial.  The move has ideas of opening the a file if black moves the knight and takes on b5.  But b4 and potentially b3 are looking weak for white.
12,Bd7,c8d7,r2qkbnr/pp1b1ppp/2n1p3/1B1p4/3P4/5N2/PPP2PPP/RNBQK2R w KQkq - 2 7,Looking a bit controversial.  The move has ideas of opening the a file if black moves the knight and takes on b5.  But b4 and potentially b3 are looking weak for white.
13,a4,a2a4,r2qkbnr/pp1b1ppp/2n1p3/1B1p4/P2P4/5N2/1PP2PPP/RNBQK2R b KQkq - 0 7,Looking a bit controversial.  The move has ideas of opening the a file if black moves the knight and takes on b5.  But b4 and potentially b3 are looking weak for white.
14,a6,a7a6,r2qkbnr/1p1b1ppp/p1n1p3/1B1p4/P2P4/5N2/1PP2PPP/RNBQK2R w KQkq - 0 8,"Perhaps a second inaccuracy?  The move is shoring up the d5 pawn, but black is not threatening e5 at the moment."
15,Bd3,b5d3,r2qkbnr/1p1b1ppp/p1n1p3/3p4/P2P4/3B1N2/1PP2PPP/RNBQK2R b KQkq - 1 8,"Perhaps a second inaccuracy?  The move is shoring up the d5 pawn, but black is not threatening e5 at the moment."
16,Nf6,g8f6,r2qkb1r/1p1b1ppp/p1n1pn2/3p4/P2P4/3B1N2/1PP2PPP/RNBQK2R w KQkq - 2 9,"Perhaps a second inaccuracy?  The move is shoring up the d5 pawn, but black is not threatening e5 at the moment."
17,c3,c2c3,r2qkb1r/1p1b1ppp/p1n1pn2/3p4/P2P4/2PB1N2/1P3PPP/RNBQK2R b KQkq - 0 9,"Perhaps a second inaccuracy?  The move is shoring up the d5 pawn, but black is not threatening e5 at the moment."
18,Be7,f8e7,r2qk2r/1p1bbppp/p1n1pn2/3p4/P2P4/2PB1N2/1P3PPP/RNBQK2R w KQkq - 1 10,I'm not sure how good the bishop is here.  Maybe white should have tried to exchange off his bad bishop instead.
