N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"The exchange is in my favour. Black is slightly ahead in developement, and has both his central pawns. On the counterside, it is delicate for me to develop the lsb."
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,"The exchange is in my favour. Black is slightly ahead in developement, and has both his central pawns. On the counterside, it is delicate for me to develop the lsb."
3,Nf3,g1f3,rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,"The exchange is in my favour. Black is slightly ahead in developement, and has both his central pawns. On the counterside, it is delicate for me to develop the lsb."
4,e6,e7e6,rnbqkb1r/pppp1ppp/4pn2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,"The exchange is in my favour. Black is slightly ahead in developement, and has both his central pawns. On the counterside, it is delicate for me to develop the lsb."
5,a3,a2a3,rnbqkb1r/pppp1ppp/4pn2/8/3P4/P4N2/1PP1PPPP/RNBQKB1R b KQkq - 0 3,"The exchange is in my favour. Black is slightly ahead in developement, and has both his central pawns. On the counterside, it is delicate for me to develop the lsb."
6,c5,c7c5,rnbqkb1r/pp1p1ppp/4pn2/2p5/3P4/P4N2/1PP1PPPP/RNBQKB1R w KQkq - 0 4,"The exchange is in my favour. Black is slightly ahead in developement, and has both his central pawns. On the counterside, it is delicate for me to develop the lsb."
7,dxc5,d4c5,rnbqkb1r/pp1p1ppp/4pn2/2P5/8/P4N2/1PP1PPPP/RNBQKB1R b KQkq - 0 4,"The exchange is in my favour. Black is slightly ahead in developement, and has both his central pawns. On the counterside, it is delicate for me to develop the lsb."
8,Bxc5,f8c5,rnbqk2r/pp1p1ppp/4pn2/2b5/8/P4N2/1PP1PPPP/RNBQKB1R w KQkq - 0 5,"The exchange is in my favour. Black is slightly ahead in developement, and has both his central pawns. On the counterside, it is delicate for me to develop the lsb."
9,c4,c2c4,rnbqk2r/pp1p1ppp/4pn2/2b5/2P5/P4N2/1P2PPPP/RNBQKB1R b KQkq - 0 5,"Contesting d5, correctly."
10,Qb6,d8b6,rnb1k2r/pp1p1ppp/1q2pn2/2b5/2P5/P4N2/1P2PPPP/RNBQKB1R w KQkq - 1 6,"Making a naive threat on f2, more with the intention to control the game than to actually threat something."
11,e3,e2e3,rnb1k2r/pp1p1ppp/1q2pn2/2b5/2P5/P3PN2/1P3PPP/RNBQKB1R b KQkq - 0 6,"At least, this keeps white's dsb closed into his pawns. So maybe Qb6 was not so bad move, after all... :-)"
12,Nc6,b8c6,r1b1k2r/pp1p1ppp/1qn1pn2/2b5/2P5/P3PN2/1P3PPP/RNBQKB1R w KQkq - 1 7,"It was time to go d5, but I felt somewhat unsure about it, and played this ""it can't be bad"" move. They normally happen to be bad, actually, but you can't say why."
13,Nc3,b1c3,r1b1k2r/pp1p1ppp/1qn1pn2/2b5/2P5/P1N1PN2/1P3PPP/R1BQKB1R b KQkq - 2 7,"Ah, that's it. Because it doesn't take into account Na5. Now I must act as if I had a plan, after all. Let's see."
14,Qa5,b6a5,r1b1k2r/pp1p1ppp/2n1pn2/q1b5/2P5/P1N1PN2/1P3PPP/R1BQKB1R w KQkq - 3 8,"Of course, not b4, Nxb4, since the rook is hanging."
15,Bd2,c1d2,r1b1k2r/pp1p1ppp/2n1pn2/q1b5/2P5/P1N1PN2/1P1B1PPP/R2QKB1R b KQkq - 4 8,"Now, my ""plan"" was..."
16,Bb6,c5b6,r1b1k2r/pp1p1ppp/1bn1pn2/q7/2P5/P1N1PN2/1P1B1PPP/R2QKB1R w KQkq - 5 9,"Planning to redeploy the queen to the kingside, but overlooking..."
17,Nd5,c3d5,r1b1k2r/pp1p1ppp/1bn1pn2/q2N4/2P5/P3PN2/1P1B1PPP/R2QKB1R b KQkq - 6 9,"This clever move (I should know it by heart, as a Scandinavian player... :-("
18,Qc5,a5c5,r1b1k2r/pp1p1ppp/1bn1pn2/2qN4/2P5/P3PN2/1P1B1PPP/R2QKB1R w KQkq - 7 10,"For the narrower margin, maybe I have a chance."
19,Nxf6+,d5f6,r1b1k2r/pp1p1ppp/1bn1pN2/2q5/2P5/P3PN2/1P1B1PPP/R2QKB1R b KQkq - 0 10,"Well, too bad. It can even play in my favour."
20,gxf6,g7f6,r1b1k2r/pp1p1p1p/1bn1pp2/2q5/2P5/P3PN2/1P1B1PPP/R2QKB1R w KQkq - 0 11,Very mildly.
21,Be2,f1e2,r1b1k2r/pp1p1p1p/1bn1pp2/2q5/2P5/P3PN2/1P1BBPPP/R2QK2R b KQkq - 1 11,Very mildly.
22,d5,d7d5,r1b1k2r/pp3p1p/1bn1pp2/2qp4/2P5/P3PN2/1P1BBPPP/R2QK2R w KQkq - 0 12,"Now it's my chance. I was forgien once, I won't be again."
23,cxd5,c4d5,r1b1k2r/pp3p1p/1bn1pp2/2qP4/8/P3PN2/1P1BBPPP/R2QK2R b KQkq - 0 12,"Not exd4, leaving my pawn damn weak for the endgame. My lsb will become free as these pawns will advance, and they sure will - oh yes they will..."
24,Qxd5,c5d5,r1b1k2r/pp3p1p/1bn1pp2/3q4/8/P3PN2/1P1BBPPP/R2QK2R w KQkq - 0 13,"Not exd4, leaving my pawn damn weak for the endgame. My lsb will become free as these pawns will advance, and they sure will - oh yes they will..."
25,O-O,e1g1,r1b1k2r/pp3p1p/1bn1pp2/3q4/8/P3PN2/1P1BBPPP/R2Q1RK1 b kq - 1 13,"Come on, baby, just into my arms..."
26,Rg8,h8g8,r1b1k1r1/pp3p1p/1bn1pp2/3q4/8/P3PN2/1P1BBPPP/R2Q1RK1 w q - 2 14,"The idea is Qh3, provoking g3, and go on h5, h4. I know it is too slow, but I can't see anything better. Now, I would suggest Bc7 and Qh5, but this doesn't crush white. I'm down, and in serious danger to lose the game."
27,Rc1,a1c1,r1b1k1r1/pp3p1p/1bn1pp2/3q4/8/P3PN2/1P1BBPPP/2RQ1RK1 b q - 3 14,"The idea is Qh3, provoking g3, and go on h5, h4. I know it is too slow, but I can't see anything better. Now, I would suggest Bc7 and Qh5, but this doesn't crush white. I'm down, and in serious danger to lose the game."
28,Qf5,d5f5,r1b1k1r1/pp3p1p/1bn1pp2/5q2/8/P3PN2/1P1BBPPP/2RQ1RK1 w q - 4 15,"The idea is Qh3, provoking g3, and go on h5, h4. I know it is too slow, but I can't see anything better. Now, I would suggest Bc7 and Qh5, but this doesn't crush white. I'm down, and in serious danger to lose the game."
29,Bc3,d2c3,r1b1k1r1/pp3p1p/1bn1pp2/5q2/8/P1B1PN2/1P2BPPP/2RQ1RK1 b q - 5 15,Threats Qd6 (if it is a threat)
30,Bc7,b6c7,r1b1k1r1/ppb2p1p/2n1pp2/5q2/8/P1B1PN2/1P2BPPP/2RQ1RK1 w q - 6 16,"Aiming at h2, and controlling d6 against the white queen."
31,Bd3,e2d3,r1b1k1r1/ppb2p1p/2n1pp2/5q2/8/P1BBPN2/1P3PPP/2RQ1RK1 b q - 7 16,"Scaring, but useless."
32,Qh3,f5h3,r1b1k1r1/ppb2p1p/2n1pp2/8/8/P1BBPN1q/1P3PPP/2RQ1RK1 w q - 8 17,"Scaring, but useless."
