N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Already taking the game out of the normal lines. Since my opponent has a higher rating, I assume he wanted to throw me on my own resources."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"Already taking the game out of the normal lines. Since my opponent has a higher rating, I assume he wanted to throw me on my own resources."
3,a3,a2a3,rnbqkbnr/pppp1ppp/8/4p3/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq - 0 2,"Already taking the game out of the normal lines. Since my opponent has a higher rating, I assume he wanted to throw me on my own resources."
4,Nf6,g8f6,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/P7/1PPP1PPP/RNBQKBNR w KQkq - 1 3,The game has become in effect a Giuoco Piano with colors reversed.
5,Nc3,b1c3,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/P1N5/1PPP1PPP/R1BQKBNR b KQkq - 2 3,The game has become in effect a Giuoco Piano with colors reversed.
6,Bc5,f8c5,rnbqk2r/pppp1ppp/5n2/2b1p3/4P3/P1N5/1PPP1PPP/R1BQKBNR w KQkq - 3 4,The game has become in effect a Giuoco Piano with colors reversed.
7,Bc4,f1c4,rnbqk2r/pppp1ppp/5n2/2b1p3/2B1P3/P1N5/1PPP1PPP/R1BQK1NR b KQkq - 4 4,The game has become in effect a Giuoco Piano with colors reversed.
8,Nc6,b8c6,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/P1N5/1PPP1PPP/R1BQK1NR w KQkq - 5 5,"Up until now, both of us have simply developed on natural lines. The game gets its first conflict here, as my opponent has to choose whether or not to capture the Bishop."
9,d3,d2d3,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/P1NP4/1PP2PPP/R1BQK1NR b KQkq - 0 5,"Up until now, both of us have simply developed on natural lines. The game gets its first conflict here, as my opponent has to choose whether or not to capture the Bishop."
10,O-O,e8g8,r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2B1P3/P1NP4/1PP2PPP/R1BQK1NR w KQ - 1 6,"Up until now, both of us have simply developed on natural lines. The game gets its first conflict here, as my opponent has to choose whether or not to capture the Bishop."
11,Nf3,g1f3,r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2B1P3/P1NP1N2/1PP2PPP/R1BQK2R b KQ - 2 6,"Up until now, both of us have simply developed on natural lines. The game gets its first conflict here, as my opponent has to choose whether or not to capture the Bishop."
12,d6,d7d6,r1bq1rk1/ppp2ppp/2np1n2/2b1p3/2B1P3/P1NP1N2/1PP2PPP/R1BQK2R w KQ - 0 7,"Up until now, both of us have simply developed on natural lines. The game gets its first conflict here, as my opponent has to choose whether or not to capture the Bishop."
13,h3,h2h3,r1bq1rk1/ppp2ppp/2np1n2/2b1p3/2B1P3/P1NP1N1P/1PP2PP1/R1BQK2R b KQ - 0 7,"Up until now, both of us have simply developed on natural lines. The game gets its first conflict here, as my opponent has to choose whether or not to capture the Bishop."
14,Be6,c8e6,r2q1rk1/ppp2ppp/2npbn2/2b1p3/2B1P3/P1NP1N1P/1PP2PP1/R1BQK2R w KQ - 1 8,"Up until now, both of us have simply developed on natural lines. The game gets its first conflict here, as my opponent has to choose whether or not to capture the Bishop."
15,Bxe6,c4e6,r2q1rk1/ppp2ppp/2npBn2/2b1p3/4P3/P1NP1N1P/1PP2PP1/R1BQK2R b KQ - 0 8,The exchange leaves me with a central Pawn mass and an open file for my KR.
16,fxe6,f7e6,r2q1rk1/ppp3pp/2nppn2/2b1p3/4P3/P1NP1N1P/1PP2PP1/R1BQK2R w KQ - 0 9,The exchange leaves me with a central Pawn mass and an open file for my KR.
17,Ng5,f3g5,r2q1rk1/ppp3pp/2nppn2/2b1p1N1/4P3/P1NP3P/1PP2PP1/R1BQK2R b KQ - 1 9,"With both sides having Castled, the middle-game now begins. I have a slight advantage in development, but the position is roughly even."
18,Qd7,d8d7,r4rk1/pppq2pp/2nppn2/2b1p1N1/4P3/P1NP3P/1PP2PP1/R1BQK2R w KQ - 2 10,"With both sides having Castled, the middle-game now begins. I have a slight advantage in development, but the position is roughly even."
