N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Hi everyone!

This game was viewed as a success because although it is a draw on paper, any Expert Draw is a moral victory, at least at the moment!  The Petrov starts off as 1. e4 e5, Nf3 and then Nf6 instead of the usual Nc6.  The Petrov has been discussed a little more in my previous annotation against dtdominates in which I won.  So we pick up the action from move 5 where Dave deviated from that game with Nc3 instead of d3."
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,5. Nc3 - in my previous Petrov game dtdominates played 5. d3 - he went on to lose that game.  This knight move leads to a trade of knights on c3.
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,5. Nc3 - in my previous Petrov game dtdominates played 5. d3 - he went on to lose that game.  This knight move leads to a trade of knights on c3.
4,Nf6,g8f6,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,5. Nc3 - in my previous Petrov game dtdominates played 5. d3 - he went on to lose that game.  This knight move leads to a trade of knights on c3.
5,Nxe5,f3e5,rnbqkb1r/pppp1ppp/5n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 0 3,5. Nc3 - in my previous Petrov game dtdominates played 5. d3 - he went on to lose that game.  This knight move leads to a trade of knights on c3.
6,d6,d7d6,rnbqkb1r/ppp2ppp/3p1n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 0 4,5. Nc3 - in my previous Petrov game dtdominates played 5. d3 - he went on to lose that game.  This knight move leads to a trade of knights on c3.
7,Nf3,e5f3,rnbqkb1r/ppp2ppp/3p1n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 4,5. Nc3 - in my previous Petrov game dtdominates played 5. d3 - he went on to lose that game.  This knight move leads to a trade of knights on c3.
8,Nxe4,f6e4,rnbqkb1r/ppp2ppp/3p4/8/4n3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 5,5. Nc3 - in my previous Petrov game dtdominates played 5. d3 - he went on to lose that game.  This knight move leads to a trade of knights on c3.
9,Nc3,b1c3,rnbqkb1r/ppp2ppp/3p4/8/4n3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 5,5. Nc3 - in my previous Petrov game dtdominates played 5. d3 - he went on to lose that game.  This knight move leads to a trade of knights on c3.
10,Nxc3,e4c3,rnbqkb1r/ppp2ppp/3p4/8/8/2n2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 6,"6. dxc3 - Dave captures with the d pawn rather than the b pawn.  Dave is planning to put his queen, the Wicked Witch of the West on d5 and so this pawn recapture opens up the d file for that purpose."
