N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,laatste zet uit boek
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,laatste zet uit boek
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,laatste zet uit boek
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,laatste zet uit boek
5,Bc4,f1c4,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,laatste zet uit boek
6,d6,d7d6,r1bqkbnr/ppp2ppp/2np4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,laatste zet uit boek
7,Nc3,b1c3,r1bqkbnr/ppp2ppp/2np4/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4,laatste zet uit boek
8,h6,h7h6,r1bqkbnr/ppp2pp1/2np3p/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,laatste zet uit boek
9,h3,h2h3,r1bqkbnr/ppp2pp1/2np3p/4p3/2B1P3/2N2N1P/PPPP1PP1/R1BQK2R b KQkq - 0 5,laatste zet uit boek
10,Nf6,g8f6,r1bqkb1r/ppp2pp1/2np1n1p/4p3/2B1P3/2N2N1P/PPPP1PP1/R1BQK2R w KQkq - 1 6,laatste zet uit boek
11,d3,d2d3,r1bqkb1r/ppp2pp1/2np1n1p/4p3/2B1P3/2NP1N1P/PPP2PP1/R1BQK2R b KQkq - 0 6,laatste zet uit boek
12,Be7,f8e7,r1bqk2r/ppp1bpp1/2np1n1p/4p3/2B1P3/2NP1N1P/PPP2PP1/R1BQK2R w KQkq - 1 7,laatste zet uit boek
13,a3,a2a3,r1bqk2r/ppp1bpp1/2np1n1p/4p3/2B1P3/P1NP1N1P/1PP2PP1/R1BQK2R b KQkq - 0 7,laatste zet uit boek
