N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"I spotted a combination here, I didn't think I'd get away with it!"
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,"...and so it begins: A number of possible mating combinations, due to an underdefended King. First to drive home white's advantage in the centre of the board, with d5."
3,c4,c2c4,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,"...and so it begins: A number of possible mating combinations, due to an underdefended King. First to drive home white's advantage in the centre of the board, with d5."
4,e6,e7e6,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,"...and so it begins: A number of possible mating combinations, due to an underdefended King. First to drive home white's advantage in the centre of the board, with d5."
5,Nc3,b1c3,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,"...and so it begins: A number of possible mating combinations, due to an underdefended King. First to drive home white's advantage in the centre of the board, with d5."
6,Nf6,g8f6,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,"...and so it begins: A number of possible mating combinations, due to an underdefended King. First to drive home white's advantage in the centre of the board, with d5."
7,Nf3,g1f3,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,"...and so it begins: A number of possible mating combinations, due to an underdefended King. First to drive home white's advantage in the centre of the board, with d5."
8,Bb4,f8b4,rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 4 5,"...and so it begins: A number of possible mating combinations, due to an underdefended King. First to drive home white's advantage in the centre of the board, with d5."
9,cxd5,c4d5,rnbqk2r/ppp2ppp/4pn2/3P4/1b1P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,"...and so it begins: A number of possible mating combinations, due to an underdefended King. First to drive home white's advantage in the centre of the board, with d5."
10,Nxd5,f6d5,rnbqk2r/ppp2ppp/4p3/3n4/1b1P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,"...and so it begins: A number of possible mating combinations, due to an underdefended King. First to drive home white's advantage in the centre of the board, with d5."
11,Bd2,c1d2,rnbqk2r/ppp2ppp/4p3/3n4/1b1P4/2N2N2/PP1BPPPP/R2QKB1R b KQkq - 1 6,"...and so it begins: A number of possible mating combinations, due to an underdefended King. First to drive home white's advantage in the centre of the board, with d5."
