N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,sicillian defense
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,sicillian defense
3,Nf3,g1f3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,The sicillian defense. THis could turn into the accelerated draaagon.
4,Nc6,b8c6,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,The sicillian defense. THis could turn into the accelerated draaagon.
5,Nc3,b1c3,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,Striking the centre first.
6,e6,e7e6,r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,Striking the centre first.
7,d4,d2d4,r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,Striking the centre first.
8,d6,d7d6,r1bqkbnr/pp3ppp/2npp3/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,I probably have a more comfortable position here.
9,dxc5,d4c5,r1bqkbnr/pp3ppp/2npp3/2P5/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 5,I probably have a more comfortable position here.
10,dxc5,d6c5,r1bqkbnr/pp3ppp/2n1p3/2p5/4P3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 6,I probably have a more comfortable position here.
11,Bb5,f1b5,r1bqkbnr/pp3ppp/2n1p3/1Bp5/4P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 1 6,I probably have a more comfortable position here.
12,Nf6,g8f6,r1bqkb1r/pp3ppp/2n1pn2/1Bp5/4P3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 2 7,I probably have a more comfortable position here.
13,Qxd8+,d1d8,r1bQkb1r/pp3ppp/2n1pn2/1Bp5/4P3/2N2N2/PPP2PPP/R1B1K2R b KQkq - 0 7,I probably have a more comfortable position here.
14,Kxd8,e8d8,r1bk1b1r/pp3ppp/2n1pn2/1Bp5/4P3/2N2N2/PPP2PPP/R1B1K2R w KQ - 0 8,I probably have a more comfortable position here.
15,Bg5,c1g5,r1bk1b1r/pp3ppp/2n1pn2/1Bp3B1/4P3/2N2N2/PPP2PPP/R3K2R b KQ - 1 8,The pin on the king and bishop is deadly. So i add another attack. but..
16,Be7,f8e7,r1bk3r/pp2bppp/2n1pn2/1Bp3B1/4P3/2N2N2/PPP2PPP/R3K2R w KQ - 2 9,The pin on the king and bishop is deadly. So i add another attack. but..
17,O-O-O+,e1c1,r1bk3r/pp2bppp/2n1pn2/1Bp3B1/4P3/2N2N2/PPP2PPP/2KR3R b - - 3 9,The pin on the king and bishop is deadly. So i add another attack. but..
18,Bd7,c8d7,r2k3r/pp1bbppp/2n1pn2/1Bp3B1/4P3/2N2N2/PPP2PPP/2KR3R w - - 4 10,The pin on the king and bishop is deadly. So i add another attack. but..
19,Ne5,f3e5,r2k3r/pp1bbppp/2n1pn2/1Bp1N1B1/4P3/2N5/PPP2PPP/2KR3R b - - 5 10,I hadn't calculated properly. He's now just a piece up.
20,Nxe5,c6e5,r2k3r/pp1bbppp/4pn2/1Bp1n1B1/4P3/2N5/PPP2PPP/2KR3R w - - 0 11,I hadn't calculated properly. He's now just a piece up.
21,f4,f2f4,r2k3r/pp1bbppp/4pn2/1Bp1n1B1/4PP2/2N5/PPP3PP/2KR3R b - - 0 11,I continue to play aggressively because i'm already a piece down.
22,Nc6,e5c6,r2k3r/pp1bbppp/2n1pn2/1Bp3B1/4PP2/2N5/PPP3PP/2KR3R w - - 1 12,Trying to double the rooks.
23,Rd2,d1d2,r2k3r/pp1bbppp/2n1pn2/1Bp3B1/4PP2/2N5/PPPR2PP/2K4R b - - 2 12,Trying to double the rooks.
24,a6,a7a6,r2k3r/1p1bbppp/p1n1pn2/1Bp3B1/4PP2/2N5/PPPR2PP/2K4R w - - 0 13,Trying to double the rooks.
25,Bxc6,b5c6,r2k3r/1p1bbppp/p1B1pn2/2p3B1/4PP2/2N5/PPPR2PP/2K4R b - - 0 13,I don't want him to gain space if I retreat my bishop so i damage his pawn structure.
26,bxc6,b7c6,r2k3r/3bbppp/p1p1pn2/2p3B1/4PP2/2N5/PPPR2PP/2K4R w - - 0 14,I probably could've won the piece back if his pawn was still on the 7th rank.
27,Bxf6,g5f6,r2k3r/3bbppp/p1p1pB2/2p5/4PP2/2N5/PPPR2PP/2K4R b - - 0 14,I probably could've won the piece back if his pawn was still on the 7th rank.
28,Bxf6,e7f6,r2k3r/3b1ppp/p1p1pb2/2p5/4PP2/2N5/PPPR2PP/2K4R w - - 0 15,I probably could've won the piece back if his pawn was still on the 7th rank.
29,Rhd1,h1d1,r2k3r/3b1ppp/p1p1pb2/2p5/4PP2/2N5/PPPR2PP/2KR4 b - - 1 15,I probably could've won the piece back if his pawn was still on the 7th rank.
30,Ra7,a8a7,3k3r/r2b1ppp/p1p1pb2/2p5/4PP2/2N5/PPPR2PP/2KR4 w - - 2 16,I probably could've won the piece back if his pawn was still on the 7th rank.
31,e5,e4e5,3k3r/r2b1ppp/p1p1pb2/2p1P3/5P2/2N5/PPPR2PP/2KR4 b - - 0 16,continuing to play as aggressive as possible.
32,Be7,f6e7,3k3r/r2bbppp/p1p1p3/2p1P3/5P2/2N5/PPPR2PP/2KR4 w - - 1 17,preparing for a pawn storm.
33,Ne4,c3e4,3k3r/r2bbppp/p1p1p3/2p1P3/4NP2/8/PPPR2PP/2KR4 b - - 2 17,preparing for a pawn storm.
34,Kc8,d8c8,2k4r/r2bbppp/p1p1p3/2p1P3/4NP2/8/PPPR2PP/2KR4 w - - 3 18,preparing for a pawn storm.
35,h3,h2h3,2k4r/r2bbppp/p1p1p3/2p1P3/4NP2/7P/PPPR2P1/2KR4 b - - 0 18,preparing for a pawn storm.
36,f5,f7f5,2k4r/r2bb1pp/p1p1p3/2p1Pp2/4NP2/7P/PPPR2P1/2KR4 w - f6 0 19,Could've played En passant but that would damage my stronger pawn structure. d6 is a nice outpost for my knight
37,Nd6+,e4d6,2k4r/r2bb1pp/p1pNp3/2p1Pp2/5P2/7P/PPPR2P1/2KR4 b - - 1 19,Could've played En passant but that would damage my stronger pawn structure. d6 is a nice outpost for my knight
38,Bxd6,e7d6,2k4r/r2b2pp/p1pbp3/2p1Pp2/5P2/7P/PPPR2P1/2KR4 w - - 0 20,Taking with the pawn negates alot of moves.
39,exd6,e5d6,2k4r/r2b2pp/p1pPp3/2p2p2/5P2/7P/PPPR2P1/2KR4 b - - 0 20,Taking with the pawn negates alot of moves.
40,Rb7,a7b7,2k4r/1r1b2pp/p1pPp3/2p2p2/5P2/7P/PPPR2P1/2KR4 w - - 1 21,Drop a pawn?
41,Rd2d3,d2d3,2k4r/1r1b2pp/p1pPp3/2p2p2/5P2/3R3P/PPP3P1/2KR4 b - - 2 21,Drop a pawn?
42,Kb8,c8b8,1k5r/1r1b2pp/p1pPp3/2p2p2/5P2/3R3P/PPP3P1/2KR4 w - - 3 22,Drop a pawn?
43,Rc3,d3c3,1k5r/1r1b2pp/p1pPp3/2p2p2/5P2/2R4P/PPP3P1/2KR4 b - - 4 22,Drop a pawn?
44,h6,h7h6,1k5r/1r1b2p1/p1pPp2p/2p2p2/5P2/2R4P/PPP3P1/2KR4 w - - 0 23,Drop a pawn?
45,Rxc5,c3c5,1k5r/1r1b2p1/p1pPp2p/2R2p2/5P2/7P/PPP3P1/2KR4 b - - 0 23,Drop a pawn?
46,g5,g7g5,1k5r/1r1b4/p1pPp2p/2R2pp1/5P2/7P/PPP3P1/2KR4 w - - 0 24,And drops another pawn. Now i have 2 pawns vs a bad bishop
47,fxg5,f4g5,1k5r/1r1b4/p1pPp2p/2R2pP1/8/7P/PPP3P1/2KR4 b - - 0 24,And drops another pawn. Now i have 2 pawns vs a bad bishop
48,hxg5,h6g5,1k5r/1r1b4/p1pPp3/2R2pp1/8/7P/PPP3P1/2KR4 w - - 0 25,And drops another pawn. Now i have 2 pawns vs a bad bishop
49,Ra5,c5a5,1k5r/1r1b4/p1pPp3/R4pp1/8/7P/PPP3P1/2KR4 b - - 1 25,And drops another pawn. Now i have 2 pawns vs a bad bishop
50,Rh4,h8h4,1k6/1r1b4/p1pPp3/R4pp1/7r/7P/PPP3P1/2KR4 w - - 2 26,And drops another pawn. Now i have 2 pawns vs a bad bishop
51,Rxa6,a5a6,1k6/1r1b4/R1pPp3/5pp1/7r/7P/PPP3P1/2KR4 b - - 0 26,And drops another pawn. Now i have 2 pawns vs a bad bishop
52,Rhb4,h4b4,1k6/1r1b4/R1pPp3/5pp1/1r6/7P/PPP3P1/2KR4 w - - 1 27,Doubles up and generates 1 threat.
53,b3,b2b3,1k6/1r1b4/R1pPp3/5pp1/1r6/1P5P/P1P3P1/2KR4 b - - 0 27,I think that this was a blunder. Taking my pawn allowed me to play Rh8+
54,g4,g5g4,1k6/1r1b4/R1pPp3/5p2/1r4p1/1P5P/P1P3P1/2KR4 w - - 0 28,I think that this was a blunder. Taking my pawn allowed me to play Rh8+
