N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"I have already annotated how I lost a won position against this same opponent. So in the return match, I was out for blood!"
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"So I played the Sicilian Defence, which usually offers both sides winning chances."
3,Nc3,b1c3,rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,More common is Nf3. Nc6 is usually followed by a king's side fianchetto (g3 and Bg2) and a gradual build up on the king side.
4,Nc6,b8c6,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,But now he has transposed back into main lines.
5,Nf3,g1f3,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,But now he has transposed back into main lines.
6,d6,d7d6,r1bqkbnr/pp2pppp/2np4/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,But now he has transposed back into main lines.
7,d4,d2d4,r1bqkbnr/pp2pppp/2np4/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,But now he has transposed back into main lines.
8,cxd4,c5d4,r1bqkbnr/pp2pppp/2np4/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,The standard position in the Open Sicilian
9,Nxd4,f3d4,r1bqkbnr/pp2pppp/2np4/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 5,The standard position in the Open Sicilian
10,Nf6,g8f6,r1bqkb1r/pp2pppp/2np1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 1 6,The standard position in the Open Sicilian
11,Bb5,f1b5,r1bqkb1r/pp2pppp/2np1n2/1B6/3NP3/2N5/PPP2PPP/R1BQK2R b KQkq - 2 6,"But this is a bit unusual. 6. Bg5 is the most common move, followed by Bc4 and then Be2."
12,Bd7,c8d7,r2qkb1r/pp1bpppp/2np1n2/1B6/3NP3/2N5/PPP2PPP/R1BQK2R w KQkq - 3 7,I play the most common reply
13,O-O,e1g1,r2qkb1r/pp1bpppp/2np1n2/1B6/3NP3/2N5/PPP2PPP/R1BQ1RK1 b kq - 4 7,This move seemed to score highly on the databases
14,g6,g7g6,r2qkb1r/pp1bpp1p/2np1np1/1B6/3NP3/2N5/PPP2PPP/R1BQ1RK1 w kq - 0 8,This move seemed to score highly on the databases
15,Re1,f1e1,r2qkb1r/pp1bpp1p/2np1np1/1B6/3NP3/2N5/PPP2PPP/R1BQR1K1 b kq - 1 8,To me the white set-up is a little tame.
16,Bg7,f8g7,r2qk2r/pp1bppbp/2np1np1/1B6/3NP3/2N5/PPP2PPP/R1BQR1K1 w kq - 2 9,To me the white set-up is a little tame.
