N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"A simple game in whcih white lost a piece early, and black then played it out without giving white any chances of receovery."
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,"I was waiting for this move so I can play with my favortie b6.
That is no use earlier because then white has the counter f2-f3, building a strong center."
3,c4,c2c4,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,"I was waiting for this move so I can play with my favortie b6.
That is no use earlier because then white has the counter f2-f3, building a strong center."
4,e6,e7e6,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,"I was waiting for this move so I can play with my favortie b6.
That is no use earlier because then white has the counter f2-f3, building a strong center."
5,Nc3,b1c3,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,"I was waiting for this move so I can play with my favortie b6.
That is no use earlier because then white has the counter f2-f3, building a strong center."
6,Bb4,f8b4,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,"I was waiting for this move so I can play with my favortie b6.
That is no use earlier because then white has the counter f2-f3, building a strong center."
7,a3,a2a3,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/P1N5/1P2PPPP/R1BQKBNR b KQkq - 0 4,"I was waiting for this move so I can play with my favortie b6.
That is no use earlier because then white has the counter f2-f3, building a strong center."
8,Bxc3+,b4c3,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1b5/1P2PPPP/R1BQKBNR w KQkq - 0 5,"I was waiting for this move so I can play with my favortie b6.
That is no use earlier because then white has the counter f2-f3, building a strong center."
9,bxc3,b2c3,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq - 0 5,"I was waiting for this move so I can play with my favortie b6.
That is no use earlier because then white has the counter f2-f3, building a strong center."
10,c5,c7c5,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq - 0 6,"I was waiting for this move so I can play with my favortie b6.
That is no use earlier because then white has the counter f2-f3, building a strong center."
11,Bg5,c1g5,rnbqk2r/pp1p1ppp/4pn2/2p3B1/2PP4/P1P5/4PPPP/R2QKBNR b KQkq - 1 6,"I was waiting for this move so I can play with my favortie b6.
That is no use earlier because then white has the counter f2-f3, building a strong center."
