N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"Hi everyone, this is the second of my great escapes involving pawn promotions from my opponent two moves before me.  This game was also drawn.  This game starts off as The Centre Counter or Scandinavian Defense.  An exchange of pawns now follow and black moves his queen to an unusual square after the standard 3. Nc3 - the normal move is 3.............. Qa5."
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
3,exd5,e4d5,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
4,Qxd5,d8d5,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
5,Nc3,b1c3,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
6,Qd6,d5d6,rnb1kbnr/ppp1pppp/3q4/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
7,d4,d2d4,rnb1kbnr/ppp1pppp/3q4/8/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
8,Nf6,g8f6,rnb1kb1r/ppp1pppp/3q1n2/8/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
9,Nf3,g1f3,rnb1kb1r/ppp1pppp/3q1n2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 5,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
10,a6,a7a6,rnb1kb1r/1pp1pppp/p2q1n2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 6,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
11,g3,g2g3,rnb1kb1r/1pp1pppp/p2q1n2/8/3P4/2N2NP1/PPP2P1P/R1BQKB1R b KQkq - 0 6,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
12,b5,b7b5,rnb1kb1r/2p1pppp/p2q1n2/1p6/3P4/2N2NP1/PPP2P1P/R1BQKB1R w KQkq - 0 7,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
13,Bg2,f1g2,rnb1kb1r/2p1pppp/p2q1n2/1p6/3P4/2N2NP1/PPP2PBP/R1BQK2R b KQkq - 1 7,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
14,Bb7,c8b7,rn2kb1r/1bp1pppp/p2q1n2/1p6/3P4/2N2NP1/PPP2PBP/R1BQK2R w KQkq - 2 8,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
15,O-O,e1g1,rn2kb1r/1bp1pppp/p2q1n2/1p6/3P4/2N2NP1/PPP2PBP/R1BQ1RK1 b kq - 3 8,8. 0-0  - here I have a slight lead in development but somehow things do go slightly awry in the middlegame for me.
16,e6,e7e6,rn2kb1r/1bp2ppp/p2qpn2/1p6/3P4/2N2NP1/PPP2PBP/R1BQ1RK1 w kq - 0 9,8. .......... e6 - opens a line for black's dsb to come out.  Black does not castle until move 17!
17,Bf4,c1f4,rn2kb1r/1bp2ppp/p2qpn2/1p6/3P1B2/2N2NP1/PPP2PBP/R2Q1RK1 b kq - 1 9,9. Bf4 - develops with a threat to the Wicked Witch of the West.
18,Qb6,d6b6,rn2kb1r/1bp2ppp/pq2pn2/1p6/3P1B2/2N2NP1/PPP2PBP/R2Q1RK1 w kq - 2 10,12. Na4 - I am just starting to come out of the database here.  Black's pieces are rather tied up on the queenside but somehow I just do not take full advantage of this.
19,a4,a2a4,rn2kb1r/1bp2ppp/pq2pn2/1p6/P2P1B2/2N2NP1/1PP2PBP/R2Q1RK1 b kq - 0 10,12. Na4 - I am just starting to come out of the database here.  Black's pieces are rather tied up on the queenside but somehow I just do not take full advantage of this.
20,b4,b5b4,rn2kb1r/1bp2ppp/pq2pn2/8/Pp1P1B2/2N2NP1/1PP2PBP/R2Q1RK1 w kq - 0 11,12. Na4 - I am just starting to come out of the database here.  Black's pieces are rather tied up on the queenside but somehow I just do not take full advantage of this.
21,a5,a4a5,rn2kb1r/1bp2ppp/pq2pn2/P7/1p1P1B2/2N2NP1/1PP2PBP/R2Q1RK1 b kq - 0 11,12. Na4 - I am just starting to come out of the database here.  Black's pieces are rather tied up on the queenside but somehow I just do not take full advantage of this.
22,Qa7,b6a7,rn2kb1r/qbp2ppp/p3pn2/P7/1p1P1B2/2N2NP1/1PP2PBP/R2Q1RK1 w kq - 1 12,12. Na4 - I am just starting to come out of the database here.  Black's pieces are rather tied up on the queenside but somehow I just do not take full advantage of this.
23,Na4,c3a4,rn2kb1r/qbp2ppp/p3pn2/P7/Np1P1B2/5NP1/1PP2PBP/R2Q1RK1 b kq - 2 12,12. Na4 - I am just starting to come out of the database here.  Black's pieces are rather tied up on the queenside but somehow I just do not take full advantage of this.
24,Nbd7,b8d7,r3kb1r/qbpn1ppp/p3pn2/P7/Np1P1B2/5NP1/1PP2PBP/R2Q1RK1 w kq - 3 13,"13. Bxc7 - here I win a pawn, but I do not manage to hold on to it."
25,Bxc7,f4c7,r3kb1r/qbBn1ppp/p3pn2/P7/Np1P4/5NP1/1PP2PBP/R2Q1RK1 b kq - 0 13,"13. Bxc7 - here I win a pawn, but I do not manage to hold on to it."
26,Bc6,b7c6,r3kb1r/q1Bn1ppp/p1b1pn2/P7/Np1P4/5NP1/1PP2PBP/R2Q1RK1 w kq - 1 14,17. fxe3 - this exchange of B for N does keep my pawns together.
27,Bf4,c7f4,r3kb1r/q2n1ppp/p1b1pn2/P7/Np1P1B2/5NP1/1PP2PBP/R2Q1RK1 b kq - 2 14,17. fxe3 - this exchange of B for N does keep my pawns together.
28,Be7,f8e7,r3k2r/q2nbppp/p1b1pn2/P7/Np1P1B2/5NP1/1PP2PBP/R2Q1RK1 w kq - 3 15,17. fxe3 - this exchange of B for N does keep my pawns together.
29,Be3,f4e3,r3k2r/q2nbppp/p1b1pn2/P7/Np1P4/4BNP1/1PP2PBP/R2Q1RK1 b kq - 4 15,17. fxe3 - this exchange of B for N does keep my pawns together.
30,Ng4,f6g4,r3k2r/q2nbppp/p1b1p3/P7/Np1P2n1/4BNP1/1PP2PBP/R2Q1RK1 w kq - 5 16,17. fxe3 - this exchange of B for N does keep my pawns together.
31,c3,c2c3,r3k2r/q2nbppp/p1b1p3/P7/Np1P2n1/2P1BNP1/1P3PBP/R2Q1RK1 b kq - 0 16,17. fxe3 - this exchange of B for N does keep my pawns together.
32,Nxe3,g4e3,r3k2r/q2nbppp/p1b1p3/P7/Np1P4/2P1nNP1/1P3PBP/R2Q1RK1 w kq - 0 17,17. fxe3 - this exchange of B for N does keep my pawns together.
33,fxe3,f2e3,r3k2r/q2nbppp/p1b1p3/P7/Np1P4/2P1PNP1/1P4BP/R2Q1RK1 b kq - 0 17,17. fxe3 - this exchange of B for N does keep my pawns together.
34,O-O,e8g8,r4rk1/q2nbppp/p1b1p3/P7/Np1P4/2P1PNP1/1P4BP/R2Q1RK1 w - - 1 18,19. Ne5 - creates an outpost for my knight but allows the exchange of lsbs.
35,Rf2,f1f2,r4rk1/q2nbppp/p1b1p3/P7/Np1P4/2P1PNP1/1P3RBP/R2Q2K1 b - - 2 18,19. Ne5 - creates an outpost for my knight but allows the exchange of lsbs.
36,Nf6,d7f6,r4rk1/q3bppp/p1b1pn2/P7/Np1P4/2P1PNP1/1P3RBP/R2Q2K1 w - - 3 19,19. Ne5 - creates an outpost for my knight but allows the exchange of lsbs.
37,Ne5,f3e5,r4rk1/q3bppp/p1b1pn2/P3N3/Np1P4/2P1P1P1/1P3RBP/R2Q2K1 b - - 4 19,19. Ne5 - creates an outpost for my knight but allows the exchange of lsbs.
38,Bxg2,c6g2,r4rk1/q3bppp/p3pn2/P3N3/Np1P4/2P1P1P1/1P3RbP/R2Q2K1 w - - 0 20,21. Nb6 - attacks rook on a1 and unmasks a defensive battery to my a5 pawn.  This is the pawn which will give me a draw later on.
39,Rxg2,f2g2,r4rk1/q3bppp/p3pn2/P3N3/Np1P4/2P1P1P1/1P4RP/R2Q2K1 b - - 0 20,21. Nb6 - attacks rook on a1 and unmasks a defensive battery to my a5 pawn.  This is the pawn which will give me a draw later on.
40,Qb7,a7b7,r4rk1/1q2bppp/p3pn2/P3N3/Np1P4/2P1P1P1/1P4RP/R2Q2K1 w - - 1 21,21. Nb6 - attacks rook on a1 and unmasks a defensive battery to my a5 pawn.  This is the pawn which will give me a draw later on.
41,Nb6,a4b6,r4rk1/1q2bppp/pN2pn2/P3N3/1p1P4/2P1P1P1/1P4RP/R2Q2K1 b - - 2 21,21. Nb6 - attacks rook on a1 and unmasks a defensive battery to my a5 pawn.  This is the pawn which will give me a draw later on.
42,Ra7,a8a7,5rk1/rq2bppp/pN2pn2/P3N3/1p1P4/2P1P1P1/1P4RP/R2Q2K1 w - - 3 22,26. bxc3 - normally a queen trade when you are up in material is a good thing.  Not so here.
43,Qb3,d1b3,5rk1/rq2bppp/pN2pn2/P3N3/1p1P4/1QP1P1P1/1P4RP/R5K1 b - - 4 22,26. bxc3 - normally a queen trade when you are up in material is a good thing.  Not so here.
44,Nd5,f6d5,5rk1/rq2bppp/pN2p3/P2nN3/1p1P4/1QP1P1P1/1P4RP/R5K1 w - - 5 23,26. bxc3 - normally a queen trade when you are up in material is a good thing.  Not so here.
45,Nxd5,b6d5,5rk1/rq2bppp/p3p3/P2NN3/1p1P4/1QP1P1P1/1P4RP/R5K1 b - - 0 23,26. bxc3 - normally a queen trade when you are up in material is a good thing.  Not so here.
46,exd5,e6d5,5rk1/rq2bppp/p7/P2pN3/1p1P4/1QP1P1P1/1P4RP/R5K1 w - - 0 24,26. bxc3 - normally a queen trade when you are up in material is a good thing.  Not so here.
47,Nd3,e5d3,5rk1/rq2bppp/p7/P2p4/1p1P4/1QPNP1P1/1P4RP/R5K1 b - - 1 24,26. bxc3 - normally a queen trade when you are up in material is a good thing.  Not so here.
48,bxc3,b4c3,5rk1/rq2bppp/p7/P2p4/3P4/1QpNP1P1/1P4RP/R5K1 w - - 0 25,26. bxc3 - normally a queen trade when you are up in material is a good thing.  Not so here.
49,Qxb7,b3b7,5rk1/rQ2bppp/p7/P2p4/3P4/2pNP1P1/1P4RP/R5K1 b - - 0 25,26. bxc3 - normally a queen trade when you are up in material is a good thing.  Not so here.
50,Rxb7,a7b7,5rk1/1r2bppp/p7/P2p4/3P4/2pNP1P1/1P4RP/R5K1 w - - 0 26,26. bxc3 - normally a queen trade when you are up in material is a good thing.  Not so here.
51,bxc3,b2c3,5rk1/1r2bppp/p7/P2p4/3P4/2PNP1P1/6RP/R5K1 b - - 0 26,26. bxc3 - normally a queen trade when you are up in material is a good thing.  Not so here.
52,Rb5,b7b5,5rk1/4bppp/p7/Pr1p4/3P4/2PNP1P1/6RP/R5K1 w - - 1 27,"29. Nc5 - screens out the c8 rook's attack on my c 3 pawn and also attacks black's a pawn, but black still piles on the pressure."
53,Rga2,g2a2,5rk1/4bppp/p7/Pr1p4/3P4/2PNP1P1/R6P/R5K1 b - - 2 27,"29. Nc5 - screens out the c8 rook's attack on my c 3 pawn and also attacks black's a pawn, but black still piles on the pressure."
54,Rc8,f8c8,2r3k1/4bppp/p7/Pr1p4/3P4/2PNP1P1/R6P/R5K1 w - - 3 28,"29. Nc5 - screens out the c8 rook's attack on my c 3 pawn and also attacks black's a pawn, but black still piles on the pressure."
55,Rc2,a2c2,2r3k1/4bppp/p7/Pr1p4/3P4/2PNP1P1/2R4P/R5K1 b - - 4 28,"29. Nc5 - screens out the c8 rook's attack on my c 3 pawn and also attacks black's a pawn, but black still piles on the pressure."
56,Bd8,e7d8,2rb2k1/5ppp/p7/Pr1p4/3P4/2PNP1P1/2R4P/R5K1 w - - 5 29,"29. Nc5 - screens out the c8 rook's attack on my c 3 pawn and also attacks black's a pawn, but black still piles on the pressure."
57,Nc5,d3c5,2rb2k1/5ppp/p7/PrNp4/3P4/2P1P1P1/2R4P/R5K1 b - - 6 29,"29. Nc5 - screens out the c8 rook's attack on my c 3 pawn and also attacks black's a pawn, but black still piles on the pressure."
58,Rc6,c8c6,3b2k1/5ppp/p1r5/PrNp4/3P4/2P1P1P1/2R4P/R5K1 w - - 7 30,"31. Rxc4 - gets rid of one weak pawn, the c pawn, but the a pawn is still very vulnerable.  It is the d pawn that will fall, however."
59,c4,c3c4,3b2k1/5ppp/p1r5/PrNp4/2PP4/4P1P1/2R4P/R5K1 b - - 0 30,"31. Rxc4 - gets rid of one weak pawn, the c pawn, but the a pawn is still very vulnerable.  It is the d pawn that will fall, however."
60,dxc4,d5c4,3b2k1/5ppp/p1r5/PrN5/2pP4/4P1P1/2R4P/R5K1 w - - 0 31,"31. Rxc4 - gets rid of one weak pawn, the c pawn, but the a pawn is still very vulnerable.  It is the d pawn that will fall, however."
61,Rxc4,c2c4,3b2k1/5ppp/p1r5/PrN5/2RP4/4P1P1/7P/R5K1 b - - 0 31,"31. Rxc4 - gets rid of one weak pawn, the c pawn, but the a pawn is still very vulnerable.  It is the d pawn that will fall, however."
62,Be7,d8e7,6k1/4bppp/p1r5/PrN5/2RP4/4P1P1/7P/R5K1 w - - 1 32,"32.  Ra2 - this prophylactic move will prevent a black rook invading on b2 and if black checks on b1 then as soon as the white king moves away from the bottom two ranks, the rook will protect the h2 pawn.  This rook will become a statue until move 52."
