N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"esperando entrar en Nimzo, es lo que últimamente practica..."
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,"esperando entrar en Nimzo, es lo que últimamente practica..."
3,c4,c2c4,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,"esperando entrar en Nimzo, es lo que últimamente practica..."
4,e6,e7e6,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,"esperando entrar en Nimzo, es lo que últimamente practica..."
5,g3,g2g3,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq - 0 3,"apertura catalana, ya sabe algo de teoría porque juntos hemos estado entrenandola. Es una de las mejores armas de las blancas y al estilo que Kramnik la mueve es peligrosa para las negras."
6,d5,d7d5,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq - 0 4,shabalov mueve esta variante..
7,Bg2,f1g2,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq - 1 4,evitando problemas con este peon más tarde.
8,dxc4,d5c4,rnbqkb1r/ppp2ppp/4pn2/8/2pP4/6P1/PP2PPBP/RNBQK1NR w KQkq - 0 5,evitando problemas con este peon más tarde.
9,Nf3,g1f3,rnbqkb1r/ppp2ppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 1 5,clavando el caballo..
10,Nc6,b8c6,r1bqkb1r/ppp2ppp/2n1pn2/8/2pP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 2 6,clavando el caballo..
11,Qa4,d1a4,r1bqkb1r/ppp2ppp/2n1pn2/8/Q1pP4/5NP1/PP2PPBP/RNB1K2R b KQkq - 3 6,clavando el caballo..
12,Nd7,f6d7,r1bqkb1r/pppn1ppp/2n1p3/8/Q1pP4/5NP1/PP2PPBP/RNB1K2R w KQkq - 4 7,"al fin de cuentas el peon lo recupera el blanco, hay que hacer algo para expulsar a la dama del centro despúes de la toma en c4."
13,Qxc4,a4c4,r1bqkb1r/pppn1ppp/2n1p3/8/2QP4/5NP1/PP2PPBP/RNB1K2R b KQkq - 0 7,tomando peon..
14,Nb6,d7b6,r1bqkb1r/ppp2ppp/1nn1p3/8/2QP4/5NP1/PP2PPBP/RNB1K2R w KQkq - 1 8,expulsando la dama.
15,Qb5,c4b5,r1bqkb1r/ppp2ppp/1nn1p3/1Q6/3P4/5NP1/PP2PPBP/RNB1K2R b KQkq - 2 8,sin embargo la dama sigue clavando el caballo..
16,Bd7,c8d7,r2qkb1r/pppb1ppp/1nn1p3/1Q6/3P4/5NP1/PP2PPBP/RNB1K2R w KQkq - 3 9,de nuevo maniobrando para expulsar la pieza mayor blanca.
17,Qb3,b5b3,r2qkb1r/pppb1ppp/1nn1p3/8/3P4/1Q3NP1/PP2PPBP/RNB1K2R b KQkq - 4 9,se queda en la columna para no dejar al caballo  de b6 moverse y desproteger el peon b7..
18,Na5,c6a5,r2qkb1r/pppb1ppp/1n2p3/n7/3P4/1Q3NP1/PP2PPBP/RNB1K2R w KQkq - 5 10,siguen las maniobras defensivas..
19,Qd3,b3d3,r2qkb1r/pppb1ppp/1n2p3/n7/3P4/3Q1NP1/PP2PPBP/RNB1K2R b KQkq - 6 10,"Al final se reubica en el centro pero detrás de sus barracas.,,"
20,c5,c7c5,r2qkb1r/pp1b1ppp/1n2p3/n1p5/3P4/3Q1NP1/PP2PPBP/RNB1K2R w KQkq - 0 11,un agresivo avance de peón..!
21,dxc5,d4c5,r2qkb1r/pp1b1ppp/1n2p3/n1P5/8/3Q1NP1/PP2PPBP/RNB1K2R b KQkq - 0 11,Parece que el negro terminará perdiendo pieza...sin embargo no es tan sencillo...
22,Bxc5,f8c5,r2qk2r/pp1b1ppp/1n2p3/n1b5/8/3Q1NP1/PP2PPBP/RNB1K2R w KQkq - 0 12,Parece que el negro terminará perdiendo pieza...sin embargo no es tan sencillo...
23,Qc3,d3c3,r2qk2r/pp1b1ppp/1n2p3/n1b5/8/2Q2NP1/PP2PPBP/RNB1K2R b KQkq - 1 12,"amenazando tres piezas al mismo tiempo...que mover??  si 12... Tc8  la dama puede tomar en g7 ... veamos.12.Dxg7 Af8 buscando camorra con 13.Dxh8 Txc1+ 14.Rd2 Aa4+ amenazando mate en d1 si toma la torre, el rey blanco es obligado a salir al centro exponiéndose.."
24,Nd5,b6d5,r2qk2r/pp1b1ppp/4p3/n1bn4/8/2Q2NP1/PP2PPBP/RNB1K2R w KQkq - 2 13,..buena elección..
25,Qxc5,c3c5,r2qk2r/pp1b1ppp/4p3/n1Qn4/8/5NP1/PP2PPBP/RNB1K2R b KQkq - 0 13,después de un poco de acción...todo bajo control.
26,Rc8,a8c8,2rqk2r/pp1b1ppp/4p3/n1Qn4/8/5NP1/PP2PPBP/RNB1K2R w KQk - 1 14,después de un poco de acción...todo bajo control.
27,Qd4,c5d4,2rqk2r/pp1b1ppp/4p3/n2n4/3Q4/5NP1/PP2PPBP/RNB1K2R b KQk - 2 14,después de un poco de acción...todo bajo control.
28,Rxc1+,c8c1,3qk2r/pp1b1ppp/4p3/n2n4/3Q4/5NP1/PP2PPBP/RNr1K2R w KQk - 0 15,después de un poco de acción...todo bajo control.
29,Kd2,e1d2,3qk2r/pp1b1ppp/4p3/n2n4/3Q4/5NP1/PP1KPPBP/RNr4R b k - 1 15,después de un poco de acción...todo bajo control.
30,Rxh1,c1h1,3qk2r/pp1b1ppp/4p3/n2n4/3Q4/5NP1/PP1KPPBP/RN5r w k - 0 16,después de un poco de acción...todo bajo control.
31,Bxh1,g2h1,3qk2r/pp1b1ppp/4p3/n2n4/3Q4/5NP1/PP1KPP1P/RN5B b k - 0 16,después de un poco de acción...todo bajo control.
32,O-O,e8g8,3q1rk1/pp1b1ppp/4p3/n2n4/3Q4/5NP1/PP1KPP1P/RN5B w - - 1 17,Oups!! tremenda amenaza..
33,Ne5,f3e5,3q1rk1/pp1b1ppp/4p3/n2nN3/3Q4/6P1/PP1KPP1P/RN5B b - - 2 17,Oups!! tremenda amenaza..
34,Nc6,a5c6,3q1rk1/pp1b1ppp/2n1p3/3nN3/3Q4/6P1/PP1KPP1P/RN5B w - - 3 18,Oups!! tremenda amenaza..
35,Nxc6,e5c6,3q1rk1/pp1b1ppp/2N1p3/3n4/3Q4/6P1/PP1KPP1P/RN5B b - - 0 18,Oups!! tremenda amenaza..
36,Bxc6,d7c6,3q1rk1/pp3ppp/2b1p3/3n4/3Q4/6P1/PP1KPP1P/RN5B w - - 0 19,Oups!! tremenda amenaza..
37,Nc3,b1c3,3q1rk1/pp3ppp/2b1p3/3n4/3Q4/2N3P1/PP1KPP1P/R6B b - - 1 19,Oups!! tremenda amenaza..
38,Qa5,d8a5,5rk1/pp3ppp/2b1p3/q2n4/3Q4/2N3P1/PP1KPP1P/R6B w - - 2 20,Oups!! tremenda amenaza..
39,e4,e2e4,5rk1/pp3ppp/2b1p3/q2n4/3QP3/2N3P1/PP1K1P1P/R6B b - - 0 20,Oups!! tremenda amenaza..
40,Nxc3,d5c3,5rk1/pp3ppp/2b1p3/q7/3QP3/2n3P1/PP1K1P1P/R6B w - - 0 21,Oups!! tremenda amenaza..
41,Qxc3,d4c3,5rk1/pp3ppp/2b1p3/q7/4P3/2Q3P1/PP1K1P1P/R6B b - - 0 21,Oups!! tremenda amenaza..
42,Rd8+,f8d8,3r2k1/pp3ppp/2b1p3/q7/4P3/2Q3P1/PP1K1P1P/R6B w - - 1 22,Oups!! tremenda amenaza..
43,Kc2,d2c2,3r2k1/pp3ppp/2b1p3/q7/4P3/2Q3P1/PPK2P1P/R6B b - - 2 22,Oups!! tremenda amenaza..
44,Qg5,a5g5,3r2k1/pp3ppp/2b1p3/6q1/4P3/2Q3P1/PPK2P1P/R6B w - - 3 23,Oups!! tremenda amenaza..
45,Rd1,a1d1,3r2k1/pp3ppp/2b1p3/6q1/4P3/2Q3P1/PPK2P1P/3R3B b - - 4 23,Oups!! tremenda amenaza..
46,Rc8,d8c8,2r3k1/pp3ppp/2b1p3/6q1/4P3/2Q3P1/PPK2P1P/3R3B w - - 5 24,Oups!! tremenda amenaza..
47,Qd4,c3d4,2r3k1/pp3ppp/2b1p3/6q1/3QP3/6P1/PPK2P1P/3R3B b - - 6 24,empieza la persecución...
48,Bxe4+,c6e4,2r3k1/pp3ppp/4p3/6q1/3Qb3/6P1/PPK2P1P/3R3B w - - 0 25,empieza la persecución...
49,Kb3,c2b3,2r3k1/pp3ppp/4p3/6q1/3Qb3/1K4P1/PP3P1P/3R3B b - - 1 25,empieza la persecución...
50,Qb5+,g5b5,2r3k1/pp3ppp/4p3/1q6/3Qb3/1K4P1/PP3P1P/3R3B w - - 2 26,empieza la persecución...
