N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,I played this game with black
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,He was very aggressive
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,He was very aggressive
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,He was very aggressive
5,Bc4,f1c4,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,He was very aggressive
6,Bc5,f8c5,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,He was very aggressive
7,c3,c2c3,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 0 4,He was very aggressive
8,Nf6,g8f6,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 1 5,He was very aggressive
9,d4,d2d4,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2BPP3/2P2N2/PP3PPP/RNBQK2R b KQkq - 0 5,He was very aggressive
10,exd4,e5d4,r1bqk2r/pppp1ppp/2n2n2/2b5/2BpP3/2P2N2/PP3PPP/RNBQK2R w KQkq - 0 6,He was very aggressive
11,e5,e4e5,r1bqk2r/pppp1ppp/2n2n2/2b1P3/2Bp4/2P2N2/PP3PPP/RNBQK2R b KQkq - 0 6,He was very aggressive
12,d5,d7d5,r1bqk2r/ppp2ppp/2n2n2/2bpP3/2Bp4/2P2N2/PP3PPP/RNBQK2R w KQkq d6 0 7,But I kniew how to anwer it
13,exf6,e5f6,r1bqk2r/ppp2ppp/2n2P2/2bp4/2Bp4/2P2N2/PP3PPP/RNBQK2R b KQkq - 0 7,Probably the best
14,dxc4,d5c4,r1bqk2r/ppp2ppp/2n2P2/2b5/2pp4/2P2N2/PP3PPP/RNBQK2R w KQkq - 0 8,Probably the best
15,Qe2+,d1e2,r1bqk2r/ppp2ppp/2n2P2/2b5/2pp4/2P2N2/PP2QPPP/RNB1K2R b KQkq - 1 8,Probably the best
16,Be6,c8e6,r2qk2r/ppp2ppp/2n1bP2/2b5/2pp4/2P2N2/PP2QPPP/RNB1K2R w KQkq - 2 9,Ng5 would have been better
17,fxg7,f6g7,r2qk2r/ppp2pPp/2n1b3/2b5/2pp4/2P2N2/PP2QPPP/RNB1K2R b KQkq - 0 9,Ng5 would have been better
18,Rg8,h8g8,r2qk1r1/ppp2pPp/2n1b3/2b5/2pp4/2P2N2/PP2QPPP/RNB1K2R w KQq - 1 10,Ng5 would have been better
19,cxd4,c3d4,r2qk1r1/ppp2pPp/2n1b3/2b5/2pP4/5N2/PP2QPPP/RNB1K2R b KQq - 0 10,Ng5 would have been better
20,Bxd4,c5d4,r2qk1r1/ppp2pPp/2n1b3/8/2pb4/5N2/PP2QPPP/RNB1K2R w KQq - 0 11,"To control b2, f2 and g7"
21,Ng5,f3g5,r2qk1r1/ppp2pPp/2n1b3/6N1/2pb4/8/PP2QPPP/RNB1K2R b KQq - 1 11,"To control b2, f2 and g7"
22,Qf6,d8f6,r3k1r1/ppp2pPp/2n1bq2/6N1/2pb4/8/PP2QPPP/RNB1K2R w KQq - 2 12,"To control b2, f2 and g7"
23,Nxh7,g5h7,r3k1r1/ppp2pPN/2n1bq2/8/2pb4/8/PP2QPPP/RNB1K2R b KQq - 0 12,Threatening Nd3
