N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,Queen opening
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,QBD
3,c4,c2c4,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,QBD
4,e6,e7e6,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,QBD
5,a3,a2a3,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/P7/1P2PPPP/RNBQKBNR b KQkq - 0 3,Developing king side
6,Nf6,g8f6,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/P7/1P2PPPP/RNBQKBNR w KQkq - 1 4,Developing king side
7,h3,h2h3,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/P6P/1P2PPP1/RNBQKBNR b KQkq - 0 4,"I don't recommend this pawn push. Waste of a turn, also creating weakness. Just my perspective. This pawn is my target now. Game is interesting one."
8,Be7,f8e7,rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/P6P/1P2PPP1/RNBQKBNR w KQkq - 1 5,Ready for castling
9,cxd5,c4d5,rnbqk2r/ppp1bppp/4pn2/3P4/3P4/P6P/1P2PPP1/RNBQKBNR b KQkq - 0 5,Castled
10,exd5,e6d5,rnbqk2r/ppp1bppp/5n2/3p4/3P4/P6P/1P2PPP1/RNBQKBNR w KQkq - 0 6,Castled
11,e3,e2e3,rnbqk2r/ppp1bppp/5n2/3p4/3P4/P3P2P/1P3PP1/RNBQKBNR b KQkq - 0 6,Castled
12,O-O,e8g8,rnbq1rk1/ppp1bppp/5n2/3p4/3P4/P3P2P/1P3PP1/RNBQKBNR w KQ - 1 7,Castled
13,Nf3,g1f3,rnbq1rk1/ppp1bppp/5n2/3p4/3P4/P3PN1P/1P3PP1/RNBQKB1R b KQ - 2 7,Developing my pieces
14,Nc6,b8c6,r1bq1rk1/ppp1bppp/2n2n2/3p4/3P4/P3PN1P/1P3PP1/RNBQKB1R w KQ - 3 8,Developing my pieces
15,Bd3,f1d3,r1bq1rk1/ppp1bppp/2n2n2/3p4/3P4/P2BPN1P/1P3PP1/RNBQK2R b KQ - 4 8,He is ready for castling...
16,Be6,c8e6,r2q1rk1/ppp1bppp/2n1bn2/3p4/3P4/P2BPN1P/1P3PP1/RNBQK2R w KQ - 5 9,My rooks are connected. Opening is over. Now the real battle.
17,O-O,e1g1,r2q1rk1/ppp1bppp/2n1bn2/3p4/3P4/P2BPN1P/1P3PP1/RNBQ1RK1 b - - 6 9,My rooks are connected. Opening is over. Now the real battle.
18,Qd7,d8d7,r4rk1/pppqbppp/2n1bn2/3p4/3P4/P2BPN1P/1P3PP1/RNBQ1RK1 w - - 7 10,My rooks are connected. Opening is over. Now the real battle.
19,Bc2,d3c2,r4rk1/pppqbppp/2n1bn2/3p4/3P4/P3PN1P/1PB2PP1/RNBQ1RK1 b - - 8 10,He pulled his Bishop back. Wasted a turn. He should have focused on developing.
20,Bd6,e7d6,r4rk1/pppq1ppp/2nbbn2/3p4/3P4/P3PN1P/1PB2PP1/RNBQ1RK1 w - - 9 11,Positioning my Bishop to his king.
21,Nc3,b1c3,r4rk1/pppq1ppp/2nbbn2/3p4/3P4/P1N1PN1P/1PB2PP1/R1BQ1RK1 b - - 10 11,Now he developed his knight.
22,Bxh3,e6h3,r4rk1/pppq1ppp/2nb1n2/3p4/3P4/P1N1PN1b/1PB2PP1/R1BQ1RK1 w - - 0 12,My battle started. A good sacrifice.
23,gxh3,g2h3,r4rk1/pppq1ppp/2nb1n2/3p4/3P4/P1N1PN1P/1PB2P2/R1BQ1RK1 b - - 0 12,My calculation is like this...I lost 3 points and he lost 2 points. But his king is vulnerable now. Though no checkmate exist at this position
24,Qxh3,d7h3,r4rk1/ppp2ppp/2nb1n2/3p4/3P4/P1N1PN1q/1PB2P2/R1BQ1RK1 w - - 0 13,My calculation is like this...I lost 3 points and he lost 2 points. But his king is vulnerable now. Though no checkmate exist at this position
25,Re1,f1e1,r4rk1/ppp2ppp/2nb1n2/3p4/3P4/P1N1PN1q/1PB2P2/R1BQR1K1 b - - 1 13,He pushed his rook giving room for king to escape
26,g5,g7g5,r4rk1/ppp2p1p/2nb1n2/3p2p1/3P4/P1N1PN1q/1PB2P2/R1BQR1K1 w - - 0 14,I pushed my king side pawn forward. Another sacrifice.
27,Nxg5,f3g5,r4rk1/ppp2p1p/2nb1n2/3p2N1/3P4/P1N1P2q/1PB2P2/R1BQR1K1 b - - 0 14,I called a check. Making sure if I move my queen. His king won't escape.
28,Bh2+,d6h2,r4rk1/ppp2p1p/2n2n2/3p2N1/3P4/P1N1P2q/1PB2P1b/R1BQR1K1 w - - 1 15,I called a check. Making sure if I move my queen. His king won't escape.
29,Kh1,g1h1,r4rk1/ppp2p1p/2n2n2/3p2N1/3P4/P1N1P2q/1PB2P1b/R1BQR2K b - - 2 15,King to corner the only square. Ancored his king in a corner.
30,Qh4,h3h4,r4rk1/ppp2p1p/2n2n2/3p2N1/3P3q/P1N1P3/1PB2P1b/R1BQR2K w - - 3 16,Moved to safety but made mistake. I saw this it is mistake move. I calculated another moves and again I considered the same move I didn't find danger second time. A mistake usually I make
31,Nf3,g5f3,r4rk1/ppp2p1p/2n2n2/3p4/3P3q/P1N1PN2/1PB2P1b/R1BQR2K b - - 4 16,Now I can't save my Bishop. Did I lose hope? No way. His king is still vulnerable
